layer,head,mean_perturbation_l2,std_perturbation_l2,n_trials
0,0,3.399571570410284,2.37937357801781,68
0,1,2.8841909687308704,0.8307602165248369,68
0,2,2.7050489182857906,1.7984280533292096,68
0,3,2.3430421203374863,0.875679447014729,68
0,4,3.851769416428664,2.9162757133426394,68
0,5,2.3419248558142605,1.2534889273355643,68
0,6,2.889494718874202,1.3038706271548057,68
0,7,4.3307824163314175,1.92108309528504,68
0,8,2.6285875404582306,0.6902681850013315,68
0,9,2.426633510081207,0.9935246273005255,68
0,10,2.325356128570788,1.7186557717084108,68
0,11,2.5690718705163285,1.3069391575454006,68
0,12,2.7017338758005813,0.784356680209675,68
0,13,3.0363576081307495,1.2599362432119998,68
0,14,2.166052614503047,1.0827315548929173,68
0,15,3.3772657961201142,2.486540391581817,68
1,0,2.5150381160133026,1.0538773576029248,68
1,1,2.589926708599224,1.1508959300366677,68
1,2,3.4176247737863483,1.7675134510914237,68
1,3,2.837647761492168,0.8354241633392716,68
1,4,2.8928086170378853,0.8150499690968716,68
1,5,2.3954766857273437,0.9669312037722533,68
1,6,3.073867309181129,1.5142438773101388,68
1,7,2.417754940195557,1.1688186101358893,68
1,8,3.5677434169851683,2.012296217214957,68
1,9,2.9006638597039616,1.1229252076514984,68
1,10,3.816019242300707,1.3309690009114168,68
1,11,2.7521166485898636,1.1387870116944212,68
1,12,2.751152944915435,1.0279818454120602,68
1,13,2.7716256231069565,0.7745489643951627,68
1,14,2.292293143184746,0.9841542436019869,68
1,15,2.9089534379103603,1.3752783733874363,68
2,0,3.6561937901903603,1.168353483039041,68
2,1,4.928029946106322,2.423549458363553,68
2,2,3.0420559565810597,1.1639160272357683,68
2,3,2.963752839495154,0.8948907107789098,68
2,4,3.325950052808313,1.250242767404131,68
2,5,2.8477442597641662,0.9632593121014602,68
2,6,4.660096428850117,2.0645073518590884,68
2,7,3.283408835530281,1.2466014290949412,68
2,8,3.5612408711629757,1.0729926604918738,68
2,9,3.1774806665147053,1.5219520114246017,68
2,10,2.8300224520704327,0.9915950570017604,68
2,11,5.42091941132265,2.2844706417891687,68
2,12,2.8596562196445814,1.2144699079393468,68
2,13,3.7578237337224625,2.263071472271402,68
2,14,2.6486131667214283,0.7963243170395188,68
2,15,4.151294962009963,1.9035701517037784,68
3,0,2.2113368414780674,0.8919478445902556,68
3,1,4.188583697575857,2.4928762332482908,68
3,2,0.8847584493239137,0.5924981754208438,68
3,3,2.390759056981872,1.8760575644360222,68
3,4,2.0157037909854862,1.6208370625824755,68
3,5,3.9783286675810814,1.4423388664473649,68
3,6,0.23925869928344207,0.34039714478394417,68
3,7,0.8312191101996338,0.5427219056412362,68
3,8,0.49207365019794774,0.27533418145537997,68
3,9,0.3256699686924763,0.2986915926694259,68
3,10,0.6031819470226765,0.7812477528553546,68
3,11,0.7800219841301441,0.9358774229638178,68
3,12,0.7275447188054814,0.7521536330829024,68
3,13,1.2330226361313288,0.9060294162456303,68
3,14,1.5076934771940989,0.8877019917875929,68
3,15,3.8199467492454193,1.4437452202424101,68
4,0,0.14428396813352315,0.14889382734768922,68
4,1,0.38516638734761405,0.22575298526178683,68
4,2,0.5353414303458789,0.38331704890870266,68
4,3,0.32055543697274785,0.3622647534523338,68
4,4,1.1925559306845945,0.5218573301736475,68
4,5,2.5730097658713076,2.1566055875380674,68
4,6,0.20272354469360673,0.1398209426163675,68
4,7,2.167258171693367,2.031733446845611,68
4,8,0.5587972731274717,0.6878844738209213,68
4,9,0.5268244417932104,0.5882437903940867,68
4,10,0.4541980336036752,0.33871709815322243,68
4,11,2.797459328875822,0.8726652650380209,68
4,12,0.13909428120207257,0.06044643448388585,68
4,13,1.3499046831446535,1.6078301823413803,68
4,14,1.389284690403763,1.8180429866568533,68
4,15,3.078185499590986,2.9914363921735077,68
5,0,1.5302871347350233,0.9853568078949008,68
5,1,2.2183634099714897,1.7218682743390072,68
5,2,2.8806035816669464,0.9150131803591701,68
5,3,1.3204514590256355,0.7511833984516381,68
5,4,0.8319447419660932,0.8359829171293772,68
5,5,4.313532612779561,2.1467406488580267,68
5,6,5.380959450322039,2.202368060749433,68
5,7,0.3399400657371563,0.14884329959483744,68
5,8,0.7118699133177014,0.8435099437315272,68
5,9,0.3008263919173795,0.16825783997357274,68
5,10,1.3490589243524216,0.6910287545267153,68
5,11,2.897182179724469,1.3053806223846445,68
5,12,1.6791005375630714,0.8743072394214567,68
5,13,0.8590510321014068,1.2535124733915608,68
5,14,0.6999365038731519,0.5789774521496623,68
5,15,2.9649060583289932,2.291231117944822,68
6,0,3.9187763889922813,1.5725491174581199,68
6,1,3.882799046442789,1.9116644329547436,68
6,2,0.29092485753490643,0.3194826296177975,68
6,3,0.20491473469883204,0.10463052120628659,68
6,4,1.0758155777173883,0.8843227608947791,68
6,5,4.0088782494559005,2.051211781169002,68
6,6,0.7879907322280547,0.7257281000456898,68
6,7,0.2296589427244137,0.07919990455091495,68
6,8,1.7204768530586187,0.8458072319077484,68
6,9,1.9839525284136044,1.0426046402298181,68
6,10,0.5764009817777311,0.6488616581194655,68
6,11,2.623864208950716,0.8539841361768056,68
6,12,4.866658472839524,1.7646950993448494,68
6,13,0.9440500653513214,0.6200190242985602,68
6,14,0.3059761723065201,0.16395078995903314,68
6,15,0.8331004013033474,0.42123439970472665,68
7,0,3.3169859330005504,2.9242407643540735,68
7,1,1.8809383651789497,0.6160494663342975,68
7,2,1.5843825158389175,1.316023268322497,68
7,3,1.5710663874359692,0.7882895800963475,68
