layer,head,mean_abs_delta,mean_signed_delta,n_trials
0,0,0.06686194504008579,0.0024822669870715203,68
0,1,0.043223146130056844,0.008448982940000849,68
0,2,0.0402391728232887,0.01245551950791323,68
0,3,0.031111389398574836,-0.0006860477082867561,68
0,4,0.04483758701997634,-0.0071366815006029686,68
0,5,0.0351998911184422,-0.0028549257446735827,68
0,6,0.051339584238389004,0.010649456697351995,68
0,7,0.09403545365614055,0.0010977387428285717,68
0,8,0.03627461896223169,0.01379423632341293,68
0,9,0.04418381697991331,-0.016428486389272152,68
0,10,0.033033246503156664,-0.011393320911070677,68
0,11,0.03969917577855742,0.013945621602675696,68
0,12,0.04037655101102925,-0.0015471121844121366,68
0,13,0.056447844294940715,0.005424361018573739,68
0,14,0.02768253929474791,-0.0027349941870743466,68
0,15,0.04662914486492387,0.011766984182245794,68
1,0,0.034669735852409594,0.004649653154261174,68
1,1,0.025738055215162384,-0.0032471646280847655,68
1,2,0.0489730046075933,0.022594635977464767,68
1,3,0.04139193717171174,0.011742300846997632,68
1,4,0.03290104690720042,-0.0011907202355999884,68
1,5,0.026781632619745532,0.0004827871042141414,68
1,6,0.03487690932610472,0.003335091997595597,68
1,7,0.02863062304608947,-0.015147238969802653,68
1,8,0.05651197538656353,-0.002386466545216975,68
1,9,0.033732841996585626,0.007550330723033434,68
1,10,0.04900247559827916,0.0002664783421686738,68
1,11,0.03058913700720849,-0.0031149860690619746,68
1,12,0.054959903745090306,-0.020136170527514086,68
1,13,0.0365007361944984,0.007096229230656546,68
1,14,0.02700886831564082,0.009444810011807813,68
1,15,0.03659359321874721,-0.0024724585168499884,68
2,0,0.052507496931973305,0.00869819521904012,68
2,1,0.0812815252472371,0.01001449542887091,68
2,2,0.05603096064399286,0.01751323307261768,68
2,3,0.03744060151717243,-0.000570598770590187,68
2,4,0.04000239161884088,0.003755895530476492,68
2,5,0.04235183491426346,0.006494241602280763,68
2,6,0.0668536056490504,-0.009243714458801965,68
2,7,0.04584652536055617,-0.0005810962003818058,68
2,8,0.04617434915374322,0.011044833590002823,68
2,9,0.04226689478930294,0.006851497818442154,68
2,10,0.04178011417388933,-0.0032045280232146987,68
2,11,0.08732222984818847,0.026905671638601168,68
2,12,0.03950221748913031,0.002693460268133029,68
2,13,0.06665741345461677,0.014513292733360942,68
2,14,0.03438563031308775,-0.005111839841393661,68
2,15,0.06464006269679355,0.02306254120434052,68
3,0,0.04992411241811869,-0.007470840916913896,68
3,1,0.05343787985689504,0.0036966923405144414,68
3,2,0.011728863505756264,-0.002095627434113244,68
3,3,0.052576273679733325,-0.006202969480963112,68
3,4,0.030704456217148717,-0.009623667773078267,68
3,5,0.05413477561053102,0.008548021316528523,68
3,6,0.0022242752944721437,0.000619052087559622,68
