cell,ordering,ratio,argmax_stability,target_top1_stability,mean_target_rank,median_target_rank,mean_margin,mean_abs_delta,n_trials
C,C_imp_asc,0.05,0.9117647058823529,0.16176470588235295,281.8529411764706,7.5,4.836095473345588,0.11408547794117647,68
C,C_imp_asc,0.1,0.8529411764705882,0.19117647058823528,271.29411764705884,6.5,4.758964089786305,0.3156594669117647,68
C,C_imp_asc,0.2,0.7794117647058824,0.16176470588235295,248.5735294117647,7.0,4.519401999080882,0.6183363970588235,68
C,C_imp_asc,0.3,0.7794117647058824,0.16176470588235295,248.5735294117647,7.0,4.519401999080882,0.6183363970588235,68
C,C_imp_asc,0.5,0.7794117647058824,0.16176470588235295,248.5735294117647,7.0,4.519401999080882,0.6183363970588235,68
D,D_imp_asc,0.05,0.9852941176470589,0.17647058823529413,269.3529411764706,7.0,4.857551125919118,0.05916819852941176,68
D,D_imp_asc,0.1,0.9705882352941176,0.17647058823529413,264.5735294117647,7.0,4.857005399816177,0.1130514705882353,68
D,D_imp_asc,0.2,0.9558823529411765,0.17647058823529413,277.02941176470586,7.0,4.860355152803309,0.20685891544117646,68
D,D_imp_asc,0.3,0.9117647058823529,0.19117647058823528,281.0147058823529,6.5,4.8519430721507355,0.3405905330882353,68
D,D_imp_asc,0.5,0.8823529411764706,0.20588235294117646,317.05882352941177,6.0,4.846852022058823,0.42178883272058826,68
diag,diag_rank_asc,0.05,0.9852941176470589,0.17647058823529413,286.8235294117647,7.5,4.841387580422794,0.05451516544117647,68
diag,diag_rank_asc,0.1,0.9705882352941176,0.17647058823529413,302.13235294117646,7.0,4.834802964154412,0.0984030330882353,68
diag,diag_rank_asc,0.2,0.9264705882352942,0.17647058823529413,284.25,7.5,4.8479757869944855,0.19358915441176472,68
diag,diag_rank_asc,0.3,0.8823529411764706,0.19117647058823528,283.0882352941176,8.5,4.795941521139706,0.2938878676470588,68
diag,diag_rank_asc,0.5,0.6764705882352942,0.17647058823529413,248.19117647058823,6.5,4.492288028492647,0.8472541360294118,68
hihp,hihp_imp_asc,0.05,0.8529411764705882,0.16176470588235295,322.25,6.5,4.76617431640625,0.40711167279411764,68
hihp,hihp_imp_asc,0.1,0.7941176470588235,0.16176470588235295,387.1764705882353,6.5,4.653219784007353,0.6798454733455882,68
hihp,hihp_imp_asc,0.2,0.6176470588235294,0.17647058823529413,333.8970588235294,6.0,4.423831715303309,1.3807911592371322,68
hihp,hihp_imp_asc,0.3,0.4117647058823529,0.17647058823529413,660.0441176470588,7.5,3.6677389705882355,2.4103285845588234,68
hihp,hihp_imp_asc,0.5,0.3235294117647059,0.029411764705882353,3040.323529411765,211.5,-0.19307215073529413,5.5407858455882355,68
hihp,hihp_imp_desc,0.05,0.5441176470588235,0.08823529411764706,625.5588235294117,38.5,1.6551352108226103,2.702435661764706,68
hihp,hihp_imp_desc,0.1,0.4264705882352941,0.07352941176470588,1301.7794117647059,56.5,0.6613913143382353,3.5957318474264706,68
hihp,hihp_imp_desc,0.2,0.27941176470588236,0.029411764705882353,2428.3088235294117,124.5,-0.14801384420955882,4.7361916934742645,68
hihp,hihp_imp_desc,0.3,0.29411764705882354,0.029411764705882353,2681.1911764705883,130.0,-0.05796185661764706,5.130514705882353,68
hihp,hihp_imp_desc,0.5,0.3235294117647059,0.029411764705882353,3040.323529411765,211.5,-0.19307215073529413,5.5407858455882355,68
hilp,hilp_imp_asc,0.05,0.8676470588235294,0.16176470588235295,280.02941176470586,7.0,4.863432042738971,0.2922506893382353,68
hilp,hilp_imp_asc,0.1,0.8088235294117647,0.14705882352941177,317.8529411764706,9.0,4.835968017578125,0.5315372242647058,68
hilp,hilp_imp_asc,0.2,0.5147058823529411,0.17647058823529413,534.6911764705883,10.0,4.698069852941177,1.8075022977941178,68
hilp,hilp_imp_asc,0.3,0.5147058823529411,0.17647058823529413,534.6911764705883,10.0,4.698069852941177,1.8075022977941178,68
hilp,hilp_imp_asc,0.5,0.5147058823529411,0.17647058823529413,534.6911764705883,10.0,4.698069852941177,1.8075022977941178,68
hilp,hilp_imp_desc,0.05,0.5147058823529411,0.16176470588235295,651.3529411764706,10.0,4.737950942095588,1.9525936351102942,68
hilp,hilp_imp_desc,0.1,0.5294117647058824,0.17647058823529413,495.5,10.5,4.712459788602941,1.8253676470588236,68
hilp,hilp_imp_desc,0.2,0.5147058823529411,0.17647058823529413,534.6911764705883,10.0,4.698069852941177,1.8075022977941178,68
hilp,hilp_imp_desc,0.3,0.5147058823529411,0.17647058823529413,534.6911764705883,10.0,4.698069852941177,1.8075022977941178,68
hilp,hilp_imp_desc,0.5,0.5147058823529411,0.17647058823529413,534.6911764705883,10.0,4.698069852941177,1.8075022977941178,68
