model,seed,group,ratio,k,k_actual,mean_abs_delta,median_abs_delta,n_eval_trials,n_cal_pairs,n_eval_pairs,n_cell_hihp,n_cell_hilp,n_cell_C,n_cell_D
gemma-2-9b-it,43,hihp_imp_desc,0.01,7,7,0.14440104166666667,0.125,960,20,80,227,109,109,227
gemma-2-9b-it,43,hihp_imp_desc,0.03,21,21,0.40475260416666664,0.25,960,20,80,227,109,109,227
gemma-2-9b-it,43,hihp_imp_desc,0.05,34,34,1.2754231770833333,0.5,960,20,80,227,109,109,227
gemma-2-9b-it,43,hihp_imp_desc,0.07,48,48,1.4360026041666667,0.375,960,20,80,227,109,109,227
gemma-2-9b-it,43,hihp_imp_desc,0.1,68,68,1.3701822916666666,0.375,960,20,80,227,109,109,227
gemma-2-9b-it,43,hihp_imp_desc,0.12,81,81,1.7903645833333333,0.625,960,20,80,227,109,109,227
gemma-2-9b-it,43,hihp_imp_desc,0.15,101,101,2.883447265625,2.0,960,20,80,227,109,109,227
gemma-2-9b-it,43,hihp_imp_desc,0.162202,109,109,3.25166015625,2.375,960,20,80,227,109,109,227
gemma-2-9b-it,43,hihp_imp_desc,0.2,135,135,4.721419270833334,4.25,960,20,80,227,109,109,227
gemma-2-9b-it,43,hihp_imp_desc,0.3,202,202,9.607120005289714,9.75,960,20,80,227,109,109,227
gemma-2-9b-it,43,hihp_imp_desc,0.5,336,227,9.277420234680175,9.375,960,20,80,227,109,109,227
gemma-2-9b-it,43,hihp_imp_asc,0.01,7,7,0.1,0.125,960,20,80,227,109,109,227
gemma-2-9b-it,43,hihp_imp_asc,0.03,21,21,0.13190104166666666,0.125,960,20,80,227,109,109,227
gemma-2-9b-it,43,hihp_imp_asc,0.05,34,34,0.29375,0.25,960,20,80,227,109,109,227
gemma-2-9b-it,43,hihp_imp_asc,0.07,48,48,0.2942708333333333,0.25,960,20,80,227,109,109,227
gemma-2-9b-it,43,hihp_imp_asc,0.1,68,68,0.3438802083333333,0.25,960,20,80,227,109,109,227
gemma-2-9b-it,43,hihp_imp_asc,0.12,81,81,0.407421875,0.25,960,20,80,227,109,109,227
gemma-2-9b-it,43,hihp_imp_asc,0.15,101,101,0.5838541666666667,0.375,960,20,80,227,109,109,227
gemma-2-9b-it,43,hihp_imp_asc,0.162202,109,109,0.5702473958333333,0.375,960,20,80,227,109,109,227
gemma-2-9b-it,43,hihp_imp_asc,0.2,135,135,1.7947916666666666,1.375,960,20,80,227,109,109,227
