layer,head,causal_imp
0,0,0.01875
0,1,0.021875
0,2,0.02109375
0,3,0.021875
0,4,0.0203125
0,5,0.02265625
0,6,0.023697916666666666
0,7,0.019270833333333334
0,8,0.017447916666666667
0,9,0.0203125
0,10,0.020833333333333332
0,11,0.0234375
0,12,0.021875
0,13,0.020052083333333335
0,14,0.02109375
0,15,0.0203125
0,16,0.020052083333333335
0,17,0.01875
0,18,0.020572916666666666
0,19,0.020052083333333335
0,20,0.01796875
0,21,0.019270833333333334
0,22,0.0234375
0,23,0.021875
0,24,0.023177083333333334
0,25,0.01953125
0,26,0.020572916666666666
0,27,0.022135416666666668
0,28,0.021875
0,29,0.020833333333333332
0,30,0.020052083333333335
0,31,0.026302083333333334
0,32,0.020052083333333335
0,33,0.022395833333333334
0,34,0.023177083333333334
0,35,0.023177083333333334
0,36,0.021614583333333333
0,37,0.021354166666666667
0,38,0.025260416666666667
0,39,0.025260416666666667
1,0,0.02265625
1,1,0.02578125
1,2,0.0234375
1,3,0.021875
1,4,0.022135416666666668
1,5,0.021354166666666667
1,6,0.020052083333333335
1,7,0.02109375
1,8,0.022395833333333334
1,9,0.022395833333333334
1,10,0.020572916666666666
1,11,0.0203125
1,12,0.021614583333333333
1,13,0.019270833333333334
1,14,0.02109375
1,15,0.023697916666666666
1,16,0.021875
1,17,0.01953125
1,18,0.023697916666666666
1,19,0.02265625
1,20,0.024479166666666666
1,21,0.02109375
1,22,0.021875
1,23,0.023177083333333334
1,24,0.023177083333333334
1,25,0.023177083333333334
1,26,0.017708333333333333
1,27,0.02109375
1,28,0.019270833333333334
1,29,0.022135416666666668
1,30,0.019010416666666665
1,31,0.01875
1,32,0.021614583333333333
1,33,0.022135416666666668
1,34,0.02421875
1,35,0.022916666666666665
1,36,0.0203125
1,37,0.019270833333333334
1,38,0.022916666666666665
1,39,0.020572916666666666
2,0,0.020052083333333335
2,1,0.01875
2,2,0.021875
2,3,0.02265625
2,4,0.021875
2,5,0.0203125
2,6,0.0203125
2,7,0.020833333333333332
2,8,0.021875
2,9,0.01953125
2,10,0.021354166666666667
2,11,0.020052083333333335
2,12,0.022395833333333334
2,13,0.023958333333333335
2,14,0.0203125
2,15,0.0203125
2,16,0.020572916666666666
2,17,0.023177083333333334
2,18,0.018229166666666668
2,19,0.021354166666666667
2,20,0.021875
2,21,0.021614583333333333
2,22,0.025520833333333333
2,23,0.021354166666666667
2,24,0.0203125
2,25,0.018229166666666668
2,26,0.02265625
2,27,0.023697916666666666
2,28,0.020572916666666666
2,29,0.020833333333333332
2,30,0.021875
2,31,0.024479166666666666
2,32,0.021614583333333333
2,33,0.0203125
2,34,0.01875
2,35,0.0203125
2,36,0.022395833333333334
2,37,0.02265625
2,38,0.023177083333333334
2,39,0.01796875
3,0,0.0234375
3,1,0.018489583333333334
3,2,0.02421875
3,3,0.024739583333333332
3,4,0.020052083333333335
3,5,0.023177083333333334
3,6,0.023177083333333334
3,7,0.020572916666666666
3,8,0.02421875
3,9,0.0203125
3,10,0.021614583333333333
3,11,0.020572916666666666
3,12,0.020572916666666666
3,13,0.0203125
3,14,0.021614583333333333
3,15,0.0203125
3,16,0.020833333333333332
3,17,0.020052083333333335
3,18,0.02421875
3,19,0.01953125
3,20,0.02109375
3,21,0.01953125
3,22,0.020572916666666666
3,23,0.024739583333333332
3,24,0.020833333333333332
3,25,0.01796875
3,26,0.020572916666666666
3,27,0.02421875
3,28,0.021354166666666667
3,29,0.020572916666666666
3,30,0.019010416666666665
3,31,0.02265625
3,32,0.021875
3,33,0.0203125
3,34,0.023697916666666666
3,35,0.020572916666666666
3,36,0.021875
3,37,0.0234375
3,38,0.020833333333333332
3,39,0.024479166666666666
4,0,0.019270833333333334
4,1,0.019010416666666665
4,2,0.021354166666666667
4,3,0.020572916666666666
4,4,0.020833333333333332
4,5,0.01953125
4,6,0.023697916666666666
4,7,0.02265625
4,8,0.023697916666666666
4,9,0.022395833333333334
4,10,0.02421875
4,11,0.022395833333333334
4,12,0.023697916666666666
4,13,0.018489583333333334
4,14,0.021354166666666667
4,15,0.023697916666666666
4,16,0.021354166666666667
4,17,0.025
4,18,0.023697916666666666
4,19,0.024479166666666666
4,20,0.01953125
4,21,0.01796875
4,22,0.018229166666666668
4,23,0.024739583333333332
4,24,0.019791666666666666
