layer,head,perturbation_L2
0,0,0.09527772665023804
0,1,0.04959064722061157
0,2,0.06832507997751236
0,3,0.03396405652165413
0,4,0.13807055354118347
0,5,0.053541168570518494
0,6,0.028983566910028458
0,7,0.05655378848314285
0,8,0.03956819325685501
0,9,0.0681980773806572
0,10,0.056339655071496964
0,11,0.03135126829147339
0,12,0.037680041044950485
0,13,0.042887840420007706
0,14,0.04157998785376549
0,15,0.0
0,16,0.0481194444000721
0,17,0.08076763898134232
0,18,0.20841185748577118
0,19,0.1500658094882965
0,20,0.17892228066921234
0,21,0.10071254521608353
0,22,0.08764234185218811
0,23,0.038816407322883606
0,24,0.04378845915198326
0,25,0.05913534387946129
0,26,0.043426722288131714
0,27,0.05361407250165939
1,0,0.08349396288394928
1,1,0.08197000622749329
1,2,0.06649787724018097
1,3,0.06404292583465576
1,4,0.16721487045288086
1,5,0.11054610460996628
1,6,0.07286844402551651
1,7,0.07447939366102219
1,8,0.07249875366687775
1,9,0.061593201011419296
1,10,0.06000961735844612
1,11,0.08074310421943665
1,12,0.059413328766822815
1,13,0.08948925882577896
1,14,0.10806109756231308
1,15,0.054004330188035965
1,16,0.06717472523450851
1,17,0.05613744631409645
1,18,0.08738470077514648
1,19,0.05421939864754677
1,20,0.05972199887037277
1,21,0.09632963687181473
1,22,0.08869556337594986
1,23,0.1104542687535286
1,24,0.09212670475244522
1,25,0.10017155110836029
1,26,0.09724894911050797
1,27,0.10327865928411484
2,0,0.12765398621559143
2,1,0.11603894829750061
2,2,0.11114294081926346
2,3,0.1400841325521469
2,4,0.09185375273227692
2,5,0.10459145158529282
2,6,0.1096002459526062
2,7,0.12001842260360718
2,8,0.20205533504486084
2,9,1.3245735168457031
2,10,0.21475373208522797
2,11,0.16256597638130188
2,12,0.183835968375206
2,13,0.10865627229213715
2,14,0.21679650247097015
2,15,0.23476994037628174
2,16,0.2715805172920227
2,17,0.30079594254493713
2,18,0.14147654175758362
2,19,0.22571907937526703
2,20,0.14694885909557343
2,21,0.15011560916900635
2,22,0.2502492666244507
2,23,0.15379682183265686
2,24,0.27393895387649536
2,25,0.34446412324905396
2,26,1.0424907207489014
2,27,0.19495902955532074
3,0,0.11171165108680725
3,1,0.13248413801193237
3,2,0.19310182332992554
3,3,0.1454220563173294
3,4,0.12666313350200653
3,5,0.45767349004745483
3,6,0.15849483013153076
3,7,0.20674818754196167
3,8,0.12610621750354767
3,9,0.31125596165657043
3,10,0.2096773087978363
3,11,0.2124520242214203
3,12,0.1624501347541809
3,13,0.2544930577278137
3,14,0.3228444457054138
3,15,0.2205429971218109
3,16,0.11440978199243546
3,17,0.24928927421569824
3,18,0.18209904432296753
3,19,0.19282691180706024
3,20,0.23073077201843262
3,21,0.2596145570278168
3,22,0.18650151789188385
3,23,0.2185371220111847
3,24,0.21392223238945007
3,25,0.19946350157260895
3,26,0.2045801281929016
3,27,0.20444804430007935
4,0,0.22011195123195648
4,1,0.14159944653511047
4,2,0.2389421910047531
4,3,0.17605149745941162
4,4,0.29618147015571594
4,5,0.17822758853435516
4,6,0.1488392949104309
4,7,0.0012370686745271087
4,8,0.007562479004263878
4,9,0.036396611481904984
4,10,0.010402356274425983
4,11,0.2358720302581787
4,12,0.1882576048374176
4,13,0.003034241497516632
4,14,0.05028011277318001
4,15,0.71832674741745
4,16,0.3726375102996826
4,17,0.1657542884349823
4,18,0.2218526005744934
4,19,0.31168562173843384
4,20,0.23268450796604156
4,21,0.23767496645450592
4,22,0.0832805335521698
4,23,0.05712169408798218
4,24,0.20171338319778442
4,25,0.7728219628334045
4,26,0.05580417439341545
4,27,0.014609805308282375
5,0,0.2286670207977295
5,1,0.5083120465278625
5,2,0.19117963314056396
