model,n_heads,beta_imp,beta_pert,beta_layer,p_imp,p_pert,p_layer,R2_full,R2_imp_only,R2_pert_only,R2_layer_only,partial_R2_pert
qwen-2.5-7b-instruct,783,0.2674,0.9506,-0.2754,2.184188631603874e-27,1.548477050557943e-146,2.276207813772246e-20,0.6188,0.0018,0.537,0.105,0.5741
