layer,head,cell,rsa_max,perturbation_L2,importance_quartile
0,0,C,0.14125710725784302,7.361443042755127,Q1
0,1,C,0.042157236486673355,18.761333465576172,Q1
0,2,hihp,0.5306500196456909,39.68520736694336,Q3
0,3,C,0.04929525405168533,19.141315460205078,Q1
0,4,C,0.0,30.643970489501953,Q1
0,5,C,0.022475745528936386,15.471646308898926,Q1
0,6,D,0.48917829990386963,0.8496695756912231,Q2
0,7,C,0.0772453024983406,18.0288143157959,Q1
0,8,C,0.027915704995393753,15.852770805358887,Q1
0,9,C,0.10279548913240433,17.945167541503906,Q1
0,10,C,0.18343108892440796,44.479454040527344,Q1
0,11,C,0.2183658480644226,8.526908874511719,Q1
0,12,C,0.1381024718284607,30.83367156982422,Q1
0,13,C,0.171206533908844,2.0177621841430664,Q1
0,14,C,0.44689762592315674,41.35085678100586,Q2
0,15,C,0.4644101560115814,35.93814468383789,Q2
0,16,C,0.03365711495280266,36.97014236450195,Q1
0,17,C,0.0,5.123682022094727,Q1
0,18,C,0.41363656520843506,27.8527889251709,Q2
0,19,C,0.26839393377304077,25.8359432220459,Q1
0,20,C,0.08209581673145294,14.1346435546875,Q1
0,21,C,0.3649422526359558,73.26573181152344,Q2
0,22,C,0.036886513233184814,44.98712158203125,Q1
0,23,C,0.20915615558624268,7.537460803985596,Q1
0,24,C,0.3578091561794281,57.2070426940918,Q2
0,25,C,0.2901388704776764,25.906923294067383,Q1
0,26,C,0.1765868067741394,28.417461395263672,Q1
0,27,C,0.07517199218273163,31.76654624938965,Q1
0,28,C,0.17501986026763916,2.639819622039795,Q1
0,29,C,0.27912700176239014,77.54926300048828,Q1
0,30,C,0.386441171169281,27.453338623046875,Q2
0,31,C,0.28058934211730957,11.025936126708984,Q1
1,0,,,0.0,
1,1,D,0.04897451400756836,0.005735673941671848,Q1
1,2,,,0.0,
1,3,,,0.0,
1,4,C,0.11461372673511505,3.5321662425994873,Q1
1,5,D,0.04713227227330208,0.05858694761991501,Q1
1,6,C,0.2846992611885071,4.520249843597412,Q1
1,7,C,0.2151409089565277,2.3369390964508057,Q1
1,8,,,0.0,
1,9,,,0.0,
1,10,C,0.06546884030103683,7.835340976715088,Q1
1,11,C,0.02850743755698204,5.53571891784668,Q1
1,12,C,0.1963551640510559,2.1631240844726562,Q1
1,13,C,0.29968470335006714,5.1049113273620605,Q1
1,14,D,0.0843493789434433,0.046348195523023605,Q1
1,15,C,0.24110457301139832,7.204998016357422,Q1
1,16,,,0.0,
1,17,,,0.0,
1,18,D,0.006846279371529818,3.775510413106531e-05,Q1
1,19,D,0.011302806437015533,1.729189395904541,Q1
1,20,C,0.47756385803222656,5.95491361618042,Q2
1,21,C,0.48389241099357605,15.670513153076172,Q2
1,22,,,0.0,
1,23,,,0.0,
1,24,C,0.00010338053107261658,5.453660488128662,Q1
1,25,C,0.022743113338947296,6.561657905578613,Q1
1,26,C,0.030026918277144432,2.2606258392333984,Q1
1,27,C,0.02572900429368019,2.0960776805877686,Q1
1,28,D,0.009547123685479164,0.22704686224460602,Q1
1,29,D,0.0,1.1711039543151855,Q1
1,30,C,0.0,7.492029190063477,Q1
1,31,C,0.01725209690630436,11.866698265075684,Q1
2,0,D,0.022901693359017372,0.9902574419975281,Q1
2,1,D,0.23971128463745117,1.39156973361969,Q1
2,2,D,0.07113625854253769,0.5108122825622559,Q1
2,3,D,0.0944744348526001,1.7869828939437866,Q1
2,4,D,0.008411499671638012,1.0114076137542725,Q1
2,5,D,0.009154988452792168,0.883036732673645,Q1
2,6,,,5.103514558868483e-05,
2,7,D,0.10591596364974976,0.00064314273186028,Q1
2,8,C,0.4896136522293091,2.777052164077759,Q2
2,9,D,0.01469973474740982,1.2239686250686646,Q1
2,10,D,0.08292161673307419,1.698478102684021,Q1
2,11,D,0.004081188701093197,1.1692893505096436,Q1
2,12,D,0.298639178276062,0.016511179506778717,Q1
2,13,D,0.3162335157394409,0.46075302362442017,Q1
2,14,D,0.011417670175433159,0.051631033420562744,Q1
2,15,D,0.23271895945072174,0.3896561563014984,Q1
2,16,D,0.14279845356941223,0.0007432371494360268,Q1
2,17,D,0.009475547820329666,1.1135706901550293,Q1
2,18,D,0.033149078488349915,1.2032678127288818,Q1
2,19,D,0.010724879801273346,0.9569003582000732,Q1
2,20,,,0.0,
2,21,D,0.0,2.2149952201289125e-05,Q1
2,22,D,0.0,1.3889272212982178,Q1
2,23,D,0.008219197392463684,0.3614867925643921,Q1
2,24,D,0.017422152683138847,0.7872957587242126,Q1
2,25,D,0.009035349823534489,1.224904179573059,Q1
2,26,D,0.0036303531378507614,1.1584900617599487,Q1
2,27,D,0.0995665043592453,0.019949065521359444,Q1
2,28,D,0.010735435411334038,1.3450231552124023,Q1
2,29,D,0.2155764400959015,0.007032780442386866,Q1
2,30,D,0.01967824436724186,0.31937775015830994,Q1
2,31,D,0.0,1.2765393257141113,Q1
3,0,,,0.0,
3,1,,,0.0,
3,2,,,0.0,
3,3,C,0.33256757259368896,2.876520872116089,Q1
3,4,,,0.0,
3,5,,,0.0,
3,6,C,0.03798475116491318,2.1064765453338623,Q1
3,7,C,0.03998027741909027,2.087616443634033,Q1
3,8,,,0.0,
3,9,,,0.0,
3,10,C,0.03828424960374832,2.0276288986206055,Q1
3,11,C,0.007308468222618103,1.8186976909637451,Q1
3,12,,,0.0,
3,13,,,0.0,
3,14,,,0.0,
3,15,,,0.0,
3,16,,,0.0,
3,17,,,0.0,
3,18,D,0.0014919678214937449,0.0030510739888995886,Q1
3,19,C,0.07583796977996826,3.71132230758667,Q1
3,20,,,0.0,
3,21,,,0.0,
3,22,,,0.0,
3,23,,,0.0,
3,24,C,0.024408437311649323,2.135348081588745,Q1
3,25,D,0.0,0.0013033869909122586,Q1
3,26,C,0.19816644489765167,2.3412325382232666,Q1
3,27,C,0.19816644489765167,2.3412325382232666,Q1
3,28,,,0.0,
3,29,,,0.0,
3,30,,,0.0,
3,31,,,0.0,
4,0,C,0.12074847519397736,7.942317962646484,Q1
4,1,C,0.06586921215057373,2.5232014656066895,Q1
4,2,C,0.48275983333587646,4.8502726554870605,Q2
4,3,D,0.28284499049186707,1.7163238525390625,Q1
4,4,C,0.14202538132667542,2.462331533432007,Q1
4,5,C,0.04351154714822769,2.215437412261963,Q1
4,6,D,0.47066032886505127,0.10753405839204788,Q2
4,7,C,0.09776097536087036,4.158247947692871,Q1
4,8,,,0.0,
4,9,,,0.0,
4,10,C,0.4233179986476898,2.6337265968322754,Q2
4,11,C,0.04072663187980652,2.7844626903533936,Q1
4,12,C,0.09543099999427795,2.2595911026000977,Q1
4,13,C,0.09436485916376114,2.5248398780822754,Q1
4,14,C,0.44065165519714355,5.734899520874023,Q2
4,15,C,0.34209924936294556,4.604401588439941,Q1
4,16,,,0.0,
4,17,,,0.0,
4,18,C,0.15955018997192383,2.591524362564087,Q1
4,19,,,0.0,
4,20,,,0.0,
4,21,,,0.0,
4,22,C,0.16523000597953796,2.6120872497558594,Q1
4,23,D,0.0949837863445282,1.631206750869751,Q1
4,24,C,0.3495005965232849,3.379810333251953,Q2
4,25,D,0.12430825084447861,0.25605762004852295,Q1
4,26,C,0.09635834395885468,2.3280463218688965,Q1
4,27,,,0.0,
4,28,,,0.0,
4,29,,,0.0,
4,30,C,0.02773144468665123,2.8470351696014404,Q1
4,31,C,0.41282564401626587,3.316584348678589,Q2
5,0,,,0.0,
5,1,D,0.13450178503990173,1.2928732633590698,Q1
5,2,,,0.0,
5,3,,,0.0,
5,4,,,0.0,
5,5,,,0.0,
5,6,D,0.15047261118888855,1.0130226612091064,Q1
5,7,D,0.07224619388580322,0.007008768618106842,Q1
5,8,C,0.5050541162490845,4.2589616775512695,Q2
5,9,C,0.48402106761932373,3.7592291831970215,Q2
5,10,,,0.0,
5,11,,,0.0,
5,12,,,0.0,
5,13,,,0.0,
5,14,D,0.21526068449020386,1.5030436515808105,Q1
5,15,C,0.36295729875564575,2.483511447906494,Q2
5,16,C,0.48556095361709595,26.470394134521484,Q2
5,17,,,0.0,
5,18,,,0.0,
5,19,,,0.0,
5,20,,,0.0,
5,21,,,0.0,
5,22,C,0.3925763964653015,3.464439868927002,Q2
5,23,C,0.3917452096939087,4.316723823547363,Q2
5,24,C,0.33789706230163574,4.118437767028809,Q1
5,25,C,0.10133324563503265,2.2135040760040283,Q1
5,26,C,0.18406331539154053,2.5381791591644287,Q1
5,27,,,0.0,
5,28,,,0.0,
5,29,,,0.0,
5,30,C,0.14466947317123413,3.643235206604004,Q1
5,31,C,0.33961057662963867,2.7230770587921143,Q1
6,0,D,0.42962968349456787,1.719205617904663,Q2
6,1,hilp,0.5629679560661316,0.04146161302924156,Q3
6,2,C,0.21689379215240479,8.421463012695312,Q1
6,3,D,0.44020527601242065,0.8171228170394897,Q2
6,4,,,0.0,
6,5,,,0.0,
6,6,D,0.2890219986438751,0.8240891098976135,Q1
6,7,C,0.4850130081176758,3.689938545227051,Q2
6,8,hihp,0.5255356431007385,4.51406192779541,Q3
6,9,C,0.2501201331615448,2.9460606575012207,Q1
6,10,C,0.4464540183544159,4.889171600341797,Q2
6,11,C,0.48392337560653687,4.929226875305176,Q2
6,12,,,0.0,
6,13,D,0.44287174940109253,0.05986262485384941,Q2
6,14,D,0.2641720175743103,0.15813101828098297,Q1
6,15,D,0.30871397256851196,0.33340224623680115,Q1
6,16,D,0.2397826761007309,1.4699625968933105,Q1
6,17,C,0.43752342462539673,1.8345025777816772,Q2
6,18,C,0.3302294909954071,3.232616901397705,Q1
6,19,C,0.39716723561286926,4.040160655975342,Q2
6,20,C,0.4618968665599823,4.776062488555908,Q2
6,21,C,0.4858418107032776,6.184431552886963,Q2
6,22,D,0.22413568198680878,0.002353155519813299,Q1
6,23,D,0.1919480562210083,0.49541419744491577,Q1
6,24,D,0.0846635103225708,0.20551691949367523,Q1
6,25,D,0.43630993366241455,0.2038651406764984,Q2
6,26,,,0.0,
6,27,,,0.0,
6,28,C,0.06340327858924866,1.9193334579467773,Q1
6,29,D,0.27058839797973633,0.27282848954200745,Q1
6,30,C,0.06874136626720428,2.3114583492279053,Q1
6,31,C,0.38664084672927856,1.8601831197738647,Q2
7,0,C,0.2120690643787384,4.723155975341797,Q1
7,1,C,0.0904029831290245,2.368748664855957,Q1
7,2,C,0.485409140586853,3.5688509941101074,Q2
7,3,D,0.006695332936942577,5.896710717934184e-05,Q1
7,4,,,0.0,
7,5,D,0.010781416669487953,0.0005516161327250302,Q1
7,6,C,0.34967517852783203,2.469848155975342,Q2
7,7,C,0.4249206483364105,2.554410457611084,Q2
7,8,C,0.4852983355522156,4.178415298461914,Q2
7,9,C,0.48662465810775757,3.4349820613861084,Q2
7,10,C,0.41002410650253296,2.8700478076934814,Q2
7,11,D,0.35573771595954895,1.7052351236343384,Q2
7,12,D,0.26716142892837524,1.429530143737793,Q1
7,13,D,0.04382770508527756,1.1216483116149902,Q1
7,14,D,0.07137004286050797,0.5532106161117554,Q1
7,15,C,0.2761351466178894,5.407249450683594,Q1
7,16,C,0.22127898037433624,2.499593496322632,Q1
7,17,C,0.4652896523475647,2.86277437210083,Q2
7,18,C,0.3657568395137787,2.41947865486145,Q2
7,19,C,0.4046027958393097,3.847480297088623,Q2
7,20,C,0.48502233624458313,2.713873863220215,Q2
7,21,D,0.4555831253528595,1.5738309621810913,Q2
7,22,C,0.29688647389411926,3.3186001777648926,Q1
7,23,C,0.48708251118659973,5.316313743591309,Q2
7,24,C,0.2097143530845642,1.828135371208191,Q1
7,25,,,0.0,
7,26,C,0.4257911443710327,2.498615026473999,Q2
7,27,C,0.44203445315361023,4.490918159484863,Q2
7,28,,,0.0,
7,29,,,0.0,
7,30,,,0.0,
7,31,,,0.0,
8,0,D,0.1030239537358284,1.11137056350708,Q1
8,1,C,0.49048706889152527,4.476444721221924,Q2
8,2,D,0.40181052684783936,0.3905157744884491,Q2
8,3,C,0.46438220143318176,3.489097833633423,Q2
8,4,,,0.0,
8,5,,,0.0,
8,6,,,0.0,
8,7,,,0.0,
8,8,C,0.42966172099113464,2.9840247631073,Q2
8,9,C,0.48749643564224243,4.097301483154297,Q2
8,10,D,0.25684159994125366,0.22597728669643402,Q1
8,11,D,0.27389681339263916,0.010474611073732376,Q1
8,12,D,0.09324708580970764,0.0003636757028289139,Q1
8,13,D,0.2233990728855133,0.6974093317985535,Q1
8,14,C,0.48433125019073486,9.738629341125488,Q2
8,15,C,0.4697840213775635,2.9785540103912354,Q2
8,16,hihp,0.6235272884368896,9.380123138427734,Q3
8,17,C,0.06197550520300865,3.5915067195892334,Q1
8,18,D,0.0026176637038588524,0.0004464596859179437,Q1
8,19,D,0.1921185404062271,0.09056594967842102,Q1
8,20,C,0.4737966060638428,7.430649757385254,Q2
8,21,D,0.2983856797218323,1.2321428060531616,Q1
8,22,C,0.3804522156715393,3.4008522033691406,Q2
8,23,C,0.4898572266101837,25.848316192626953,Q2
8,24,C,0.38945987820625305,2.967719078063965,Q2
8,25,D,0.2677159905433655,0.281048983335495,Q1
8,26,C,0.4833884537220001,6.079889297485352,Q2
8,27,C,0.42751452326774597,9.973409652709961,Q2
8,28,C,0.48812419176101685,3.6985907554626465,Q2
