layer,head,rsa_crel,rsa_attr,rsa_max,rsa_max_before_clamp,rsa_crel_pval,rsa_attr_pval
0,0,0.14125710725784302,-0.021483413875102997,0.14125710725784302,0.14125710725784302,0.0,0.08669999986886978
0,1,0.042157236486673355,-0.014133181422948837,0.042157236486673355,0.042157236486673355,0.006099999882280827,0.2232999950647354
0,2,0.5306500196456909,-0.020980700850486755,0.5306500196456909,0.5306500196456909,0.0,0.09480000287294388
0,3,0.04929525405168533,-0.007602440193295479,0.04929525405168533,0.04929525405168533,0.004699999932199717,0.5605999827384949
0,4,-0.006741929799318314,-0.021640576422214508,0.0,-0.006741929799318314,0.5860999822616577,0.059300001710653305
0,5,0.022475745528936386,-0.02154933661222458,0.022475745528936386,0.022475745528936386,0.07500000298023224,0.07109999656677246
0,6,0.48917829990386963,-0.010365918278694153,0.48917829990386963,0.48917829990386963,0.0,0.4691999852657318
0,7,0.047755077481269836,0.0772453024983406,0.0772453024983406,0.0772453024983406,0.007400000002235174,0.0013000000035390258
0,8,0.027915704995393753,-0.016809476539492607,0.027915704995393753,0.027915704995393753,0.02590000070631504,0.10750000178813934
0,9,0.10279548913240433,0.09778296947479248,0.10279548913240433,0.10279548913240433,0.0,0.0
0,10,0.15615122020244598,0.18343108892440796,0.18343108892440796,0.18343108892440796,0.0,0.0
0,11,0.2183658480644226,-0.012587927281856537,0.2183658480644226,0.2183658480644226,0.0,0.30329999327659607
0,12,0.1381024718284607,-0.011639401316642761,0.1381024718284607,0.1381024718284607,0.0,0.3686999976634979
0,13,0.171206533908844,-0.020119700580835342,0.171206533908844,0.171206533908844,0.0,0.05260000005364418
0,14,0.44689762592315674,-0.015339162200689316,0.44689762592315674,0.44689762592315674,0.0,0.17430000007152557
0,15,0.4644101560115814,0.00027061905711889267,0.4644101560115814,0.4644101560115814,0.0,0.988099992275238
0,16,-0.004358782432973385,0.03365711495280266,0.03365711495280266,0.03365711495280266,0.7534999847412109,0.027899999171495438
0,17,-0.021899854764342308,-0.020969241857528687,0.0,-0.020969241857528687,0.04809999838471413,0.050200000405311584
0,18,0.41363656520843506,0.19347041845321655,0.41363656520843506,0.41363656520843506,0.0,0.0
0,19,0.26839393377304077,0.14613217115402222,0.26839393377304077,0.26839393377304077,0.0,0.0
0,20,0.03522582724690437,0.08209581673145294,0.08209581673145294,0.08209581673145294,0.006800000090152025,0.0
0,21,0.3649422526359558,0.062759630382061,0.3649422526359558,0.3649422526359558,0.0,0.008100000210106373
0,22,0.036886513233184814,-0.020659446716308594,0.036886513233184814,0.036886513233184814,0.010599999688565731,0.06769999861717224
0,23,0.20915615558624268,-0.021208010613918304,0.20915615558624268,0.20915615558624268,0.0,0.09809999912977219
0,24,0.3578091561794281,-0.017437420785427094,0.3578091561794281,0.3578091561794281,0.0,0.1454000025987625
0,25,0.2901388704776764,-0.01844111829996109,0.2901388704776764,0.2901388704776764,0.0,0.13670000433921814
0,26,0.1765868067741394,-0.00365360826253891,0.1765868067741394,0.1765868067741394,0.0,0.766700029373169
0,27,0.07517199218273163,-0.016054198145866394,0.07517199218273163,0.07517199218273163,0.0,0.12880000472068787
0,28,0.17501986026763916,0.009557092562317848,0.17501986026763916,0.17501986026763916,0.0,0.47749999165534973
0,29,0.27912700176239014,-0.021247470751404762,0.27912700176239014,0.27912700176239014,0.0,0.08219999819993973
0,30,0.386441171169281,0.004068873822689056,0.386441171169281,0.386441171169281,0.0,0.801800012588501
0,31,0.28058934211730957,-0.02054876647889614,0.28058934211730957,0.28058934211730957,0.0,0.07999999821186066
1,0,,,,,,
1,1,0.04897451400756836,-0.013235475867986679,0.04897451400756836,0.04897451400756836,0.004100000020116568,0.1860000044107437
1,2,,,,,,
1,3,,,,,,
1,4,0.11461372673511505,-0.01423519104719162,0.11461372673511505,0.11461372673511505,0.0,0.23720000684261322
1,5,0.04713227227330208,-0.014695681631565094,0.04713227227330208,0.04713227227330208,0.009600000455975533,0.1598999947309494
1,6,0.2846992611885071,-0.004365861415863037,0.2846992611885071,0.2846992611885071,0.0,0.7229999899864197
1,7,0.2151409089565277,-0.0018471106886863708,0.2151409089565277,0.2151409089565277,0.0,0.8899000287055969
1,8,,,,,,
1,9,,,,,,
1,10,0.0571926049888134,0.06546884030103683,0.06546884030103683,0.06546884030103683,0.00039999998989515007,0.0010999999940395355
1,11,0.02850743755698204,0.009375639259815216,0.02850743755698204,0.02850743755698204,0.0364999994635582,0.4474000036716461
1,12,0.1963551640510559,0.09459879994392395,0.1963551640510559,0.1963551640510559,0.0,0.00019999999494757503
1,13,0.29968470335006714,0.02914448082447052,0.29968470335006714,0.29968470335006714,0.0,0.06239999830722809
1,14,0.0843493789434433,-0.01909882202744484,0.0843493789434433,0.0843493789434433,0.0,0.10029999911785126
1,15,0.24110457301139832,-0.018701661378145218,0.24110457301139832,0.24110457301139832,0.0,0.11309999972581863
1,16,,,,,,
1,17,,,,,,
1,18,0.006846279371529818,0.006703784689307213,0.006846279371529818,0.006846279371529818,0.430400013923645,0.48240000009536743
1,19,0.011302806437015533,-0.0006449520587921143,0.011302806437015533,0.011302806437015533,0.4251999855041504,0.9627000093460083
1,20,0.47756385803222656,-0.021606579422950745,0.47756385803222656,0.47756385803222656,0.0,0.09560000151395798
1,21,0.48389241099357605,-0.012935563921928406,0.48389241099357605,0.48389241099357605,0.0,0.33309999108314514
1,22,,,,,,
1,23,,,,,,
1,24,-0.017673783004283905,0.00010338053107261658,0.00010338053107261658,0.00010338053107261658,0.22390000522136688,0.9940999746322632
1,25,0.007572272792458534,0.022743113338947296,0.022743113338947296,0.022743113338947296,0.6236000061035156,0.08829999715089798
1,26,0.030026918277144432,0.012719422578811646,0.030026918277144432,0.030026918277144432,0.03629999980330467,0.32760000228881836
1,27,0.02572900429368019,0.014983545988798141,0.02572900429368019,0.02572900429368019,0.06069999933242798,0.23360000550746918
1,28,0.009547123685479164,-0.01827285811305046,0.009547123685479164,0.009547123685479164,0.3400999903678894,0.05469999834895134
1,29,-0.0075824265368282795,-0.021012280136346817,0.0,-0.0075824265368282795,0.5249000191688538,0.06780000030994415
1,30,-0.019090179353952408,-0.007991358637809753,0.0,-0.007991358637809753,0.13019999861717224,0.5235999822616577
1,31,0.01725209690630436,-0.017972387373447418,0.01725209690630436,0.01725209690630436,0.10189999639987946,0.0706000030040741
2,0,-0.0034342717844992876,0.022901693359017372,0.022901693359017372,0.022901693359017372,0.7874000072479248,0.057500001043081284
2,1,0.23971128463745117,0.0018654847517609596,0.23971128463745117,0.23971128463745117,0.0,0.9060999751091003
2,2,0.07113625854253769,-0.017643507570028305,0.07113625854253769,0.07113625854253769,0.00039999998989515007,0.10970000177621841
2,3,0.0944744348526001,0.027688734233379364,0.0944744348526001,0.0944744348526001,0.0,0.03920000046491623
2,4,-0.00753940362483263,0.008411499671638012,0.008411499671638012,0.008411499671638012,0.5465999841690063,0.48010000586509705
2,5,-0.016759807243943214,0.009154988452792168,0.009154988452792168,0.009154988452792168,0.16419999301433563,0.4390999972820282
2,6,,,,,,
2,7,0.10591596364974976,-0.007900714874267578,0.10591596364974976,0.10591596364974976,0.0,0.3197000026702881
2,8,0.4896136522293091,-0.01673036627471447,0.4896136522293091,0.4896136522293091,0.0,0.1665000021457672
2,9,0.01469973474740982,0.014247678220272064,0.01469973474740982,0.01469973474740982,0.23999999463558197,0.21379999816417694
2,10,0.08292161673307419,0.013772726058959961,0.08292161673307419,0.08292161673307419,0.0,0.23499999940395355
2,11,0.004081188701093197,-0.013504546135663986,0.004081188701093197,0.004081188701093197,0.7294999957084656,0.19850000739097595
2,12,0.298639178276062,-0.002147205173969269,0.298639178276062,0.298639178276062,0.0,0.8676000237464905
2,13,0.3162335157394409,-0.012655923143029213,0.3162335157394409,0.3162335157394409,0.0,0.3481999933719635
2,14,0.011417670175433159,0.0018581952899694443,0.011417670175433159,0.011417670175433159,0.33559998869895935,0.8791000247001648
2,15,0.23271895945072174,-0.00985129177570343,0.23271895945072174,0.23271895945072174,0.0,0.41600000858306885
2,16,0.14279845356941223,-0.013069339096546173,0.14279845356941223,0.14279845356941223,0.0,0.17550000548362732
2,17,-0.010839339345693588,0.009475547820329666,0.009475547820329666,0.009475547820329666,0.39879998564720154,0.44699999690055847
2,18,0.033149078488349915,0.008825747296214104,0.033149078488349915,0.033149078488349915,0.014100000262260437,0.45820000767707825
2,19,0.005099044647067785,0.010724879801273346,0.010724879801273346,0.010724879801273346,0.6926000118255615,0.3675000071525574
2,20,,,,,,
2,21,-0.022452279925346375,-0.0034300535917282104,0.0,-0.0034300535917282104,0.0010000000474974513,0.2312999963760376
2,22,-0.0011481400579214096,-0.013134018518030643,0.0,-0.0011481400579214096,0.9319000244140625,0.2660999894142151
2,23,0.008219197392463684,-0.014799663797020912,0.008219197392463684,0.008219197392463684,0.4357999861240387,0.09350000321865082
2,24,0.017422152683138847,0.012021027505397797,0.017422152683138847,0.017422152683138847,0.17440000176429749,0.3156000077724457
2,25,0.009035349823534489,0.008820537477731705,0.009035349823534489,0.009035349823534489,0.5062000155448914,0.47690001130104065
2,26,-0.016696909442543983,0.0036303531378507614,0.0036303531378507614,0.0036303531378507614,0.1678999960422516,0.7724000215530396
2,27,0.0995665043592453,-0.010782457888126373,0.0995665043592453,0.0995665043592453,0.0,0.35920000076293945
2,28,0.010735435411334038,0.007459500804543495,0.010735435411334038,0.010735435411334038,0.3578999936580658,0.5069000124931335
2,29,0.2155764400959015,0.02215951308608055,0.2155764400959015,0.2155764400959015,0.0,0.09570000320672989
2,30,0.01967824436724186,-0.008050690405070782,0.01967824436724186,0.01967824436724186,0.11420000344514847,0.5078999996185303
2,31,-0.0013965085381641984,-0.004102183505892754,0.0,-0.0013965085381641984,0.9164000153541565,0.7404999732971191
3,0,,,,,,
3,1,,,,,,
3,2,,,,,,
3,3,0.33256757259368896,0.0344727598130703,0.33256757259368896,0.33256757259368896,0.0,0.033399999141693115
3,4,,,,,,
3,5,,,,,,
3,6,0.03798475116491318,0.00836397148668766,0.03798475116491318,0.03798475116491318,0.010200000368058681,0.513700008392334
3,7,0.03998027741909027,0.008676212280988693,0.03998027741909027,0.03998027741909027,0.008299999870359898,0.49480000138282776
3,8,,,,,,
3,9,,,,,,
3,10,0.03828424960374832,0.003307359293103218,0.03828424960374832,0.03828424960374832,0.011300000362098217,0.8138999938964844
3,11,0.007308468222618103,0.001807892695069313,0.007308468222618103,0.007308468222618103,0.5845999717712402,0.899399995803833
3,12,,,,,,
3,13,,,,,,
3,14,,,,,,
3,15,,,,,,
3,16,,,,,,
3,17,,,,,,
3,18,0.0014919678214937449,-1.1350959539413452e-05,0.0014919678214937449,0.0014919678214937449,0.9204000234603882,0.9997000098228455
3,19,0.07583796977996826,0.021230842918157578,0.07583796977996826,0.07583796977996826,0.0003000000142492354,0.07270000129938126
3,20,,,,,,
3,21,,,,,,
3,22,,,,,,
3,23,,,,,,
3,24,0.01563074067234993,0.024408437311649323,0.024408437311649323,0.024408437311649323,0.23759999871253967,0.06109999865293503
3,25,-0.0026730543468147516,-0.0018335431814193726,0.0,-0.0018335431814193726,0.6543999910354614,0.7139000296592712
3,26,0.19816644489765167,0.020467929542064667,0.19816644489765167,0.19816644489765167,0.0,0.11320000141859055
3,27,0.19816644489765167,0.020467929542064667,0.19816644489765167,0.19816644489765167,0.0,0.11320000141859055
3,28,,,,,,
3,29,,,,,,
3,30,,,,,,
3,31,,,,,,
4,0,0.12074847519397736,-0.018829692155122757,0.12074847519397736,0.12074847519397736,0.0,0.10719999670982361
4,1,0.06586921215057373,0.0043714093044400215,0.06586921215057373,0.06586921215057373,0.00019999999494757503,0.7146000266075134
4,2,0.48275983333587646,0.015684358775615692,0.48275983333587646,0.48275983333587646,0.0,0.18950000405311584
4,3,0.28284499049186707,0.033924929797649384,0.28284499049186707,0.28284499049186707,0.0,0.039799999445676804
4,4,0.14202538132667542,0.014666087925434113,0.14202538132667542,0.14202538132667542,0.0,0.2671000063419342
4,5,0.04351154714822769,-0.0011088126339018345,0.04351154714822769,0.04351154714822769,0.00570000009611249,0.9351999759674072
4,6,0.47066032886505127,-0.011560052633285522,0.47066032886505127,0.47066032886505127,0.0,0.3411000072956085
4,7,0.09776097536087036,-0.014969319105148315,0.09776097536087036,0.09776097536087036,0.00019999999494757503,0.2248000055551529
4,8,,,,,,
4,9,,,,,,
4,10,0.4233179986476898,0.008019810542464256,0.4233179986476898,0.4233179986476898,0.0,0.5954999923706055
4,11,0.04072663187980652,-0.00311238132417202,0.04072663187980652,0.04072663187980652,0.006200000178068876,0.79339998960495
4,12,0.09543099999427795,3.435090184211731e-05,0.09543099999427795,0.09543099999427795,0.0,0.9983000159263611
4,13,0.09436485916376114,-0.0001318417489528656,0.09436485916376114,0.09436485916376114,0.0,0.9919000267982483
4,14,0.44065165519714355,-0.0200127474963665,0.44065165519714355,0.44065165519714355,0.0,0.10080000013113022
4,15,0.34209924936294556,0.18231326341629028,0.34209924936294556,0.34209924936294556,0.0,0.0
4,16,,,,,,
4,17,,,,,,
4,18,0.15955018997192383,0.029825178906321526,0.15955018997192383,0.15955018997192383,0.0,0.03880000114440918
4,19,,,,,,
4,20,,,,,,
4,21,,,,,,
4,22,0.16523000597953796,0.035928502678871155,0.16523000597953796,0.16523000597953796,0.0,0.030500000342726707
4,23,0.0949837863445282,0.013807064853608608,0.0949837863445282,0.0949837863445282,0.0,0.2888999879360199
4,24,0.3495005965232849,0.009074490517377853,0.3495005965232849,0.3495005965232849,0.0,0.48910000920295715
4,25,0.12430825084447861,-0.019941406324505806,0.12430825084447861,0.12430825084447861,0.0,0.1088000014424324
4,26,0.09635834395885468,-0.001924116164445877,0.09635834395885468,0.09635834395885468,9.999999747378752e-05,0.9003000259399414
4,27,,,,,,
4,28,,,,,,
