model,n_heads,beta_imp,beta_pert,beta_layer,p_imp,p_pert,p_layer,R2_full,R2_imp_only,R2_pert_only,R2_layer_only,partial_R2_pert
gemma-3-27b-it,1885,-0.0057,0.2135,0.2265,0.8014105678815697,2.9461171448186956e-21,3.545353934078328e-23,0.0863,0.0027,0.036,0.0415,0.0465
