layer,head,pert_raw_l2,pert_relative_l2,pert_cosine_distance,pert_standardized_l2
4,3,0.045007143169641495,0.023314546793699265,0.0007040354539640248,5.435967922210693
4,4,0.19891978800296783,0.2162957340478897,0.027903355658054352,7.374189376831055
4,5,0.07040544599294662,0.03469269350171089,0.001039491849951446,5.919219970703125
4,6,0.08963857591152191,0.0566079281270504,0.0035633877851068974,5.940052509307861
4,7,0.09381671994924545,0.029335251078009605,0.0006811147904954851,6.446505546569824
4,8,0.10393119603395462,0.1298346370458603,0.011606098152697086,6.051071643829346
4,9,0.07895422726869583,0.12646445631980896,0.008288678713142872,7.671432971954346
4,10,0.05205564573407173,0.0557171069085598,0.0013558935606852174,6.915127754211426
4,11,0.11304855346679688,0.040521059185266495,0.0015298137441277504,5.993734359741211
5,0,0.34369850158691406,0.07430867850780487,0.010780829936265945,5.533516883850098
5,1,0.7384292483329773,0.14877007901668549,0.04894702881574631,5.55306339263916
5,2,0.07716702669858932,0.04146964102983475,0.001504254643805325,5.727721691131592
5,3,0.07823270559310913,0.06848351657390594,0.0025015186984091997,7.300251483917236
5,4,0.1110561266541481,0.10156042128801346,0.006393995136022568,6.479361057281494
5,5,0.6585696935653687,0.09443225711584091,0.022028136998414993,5.797414779663086
5,6,0.09825076907873154,0.05689143016934395,0.001650354010052979,6.024667739868164
5,7,0.0914406105875969,0.03514038026332855,0.000746340723708272,5.571391582489014
5,8,0.304468035697937,0.0945371612906456,0.016523443162441254,5.679001331329346
5,9,0.2334199845790863,0.06429542601108551,0.005281555466353893,5.839932918548584
5,10,0.06919758766889572,0.032940637320280075,0.0013758018612861633,5.623574256896973
5,11,0.2367076724767685,0.12978164851665497,0.00903201662003994,7.807965278625488
6,0,0.10470744222402573,0.0794159397482872,0.003249634522944689,6.225808143615723
6,1,0.3523666262626648,0.19462893903255463,0.03257023170590401,5.485229969024658
6,2,0.2132149338722229,0.14890123903751373,0.012509863823652267,7.674987316131592
6,3,0.037782877683639526,0.061995670199394226,0.0032788554672151804,6.177160739898682
6,4,0.1885543018579483,0.15887439250946045,0.014655041508376598,5.852510929107666
6,5,0.1677408367395401,0.11187713593244553,0.005354229360818863,6.353549957275391
6,6,0.12192098796367645,0.0782293900847435,0.005246244836598635,5.908249378204346
6,7,0.10686863213777542,0.11471996456384659,0.007393570151180029,6.678035259246826
6,8,0.10228515416383743,0.04611750692129135,0.003053330583497882,5.734797954559326
6,9,0.9234580993652344,0.17019061744213104,0.06024571508169174,5.470805644989014
6,10,0.021894048899412155,0.026158837601542473,0.0009922761237248778,5.599125862121582
6,11,0.1258489191532135,0.07075915485620499,0.0034140015486627817,5.757537841796875
7,0,0.09828316420316696,0.05422476306557655,0.002173739019781351,5.253992080688477
7,1,0.01652691885828972,0.02394578978419304,0.0013641202822327614,5.411701679229736
7,2,0.25776925683021545,0.23898173868656158,0.06175440177321434,5.842996120452881
