layer,head,importance_metric,imp_value,pert_value,hi_imp,hi_pert,cell,imp_median,pert_median,in_gt_circuit,gt_subclass
8,4,abs,2.5052422152199716e-05,0.03255226090550423,False,False,D,0.00017259515816164805,0.08915162831544876,False,
8,5,abs,0.0002592794896054129,0.13974685966968536,True,True,A,0.00017259515816164805,0.08915162831544876,False,
8,6,abs,0.00017130409754456677,0.28882330656051636,False,True,C,0.00017259515816164805,0.08915162831544876,False,
8,7,abs,7.327740852702824e-05,0.18284496665000916,False,True,C,0.00017259515816164805,0.08915162831544876,False,
8,8,abs,0.002397029120529609,0.3806442320346832,True,True,A,0.00017259515816164805,0.08915162831544876,False,
8,9,abs,0.0008334023327637441,0.1649869680404663,True,True,A,0.00017259515816164805,0.08915162831544876,False,
8,10,abs,0.0012313068067217603,0.2135566771030426,True,True,A,0.00017259515816164805,0.08915162831544876,True,GT
8,11,abs,0.007997360091987371,0.8933644890785217,True,True,A,0.00017259515816164805,0.08915162831544876,True,GT
9,0,abs,9.470990822507686e-05,0.033770814538002014,False,False,D,0.00017259515816164805,0.08915162831544876,False,
9,1,abs,0.04514490205778371,1.186662197113037,True,True,A,0.00017259515816164805,0.08915162831544876,True,GT
9,2,abs,1.6556053671623605e-06,0.010551455430686474,False,False,D,0.00017259515816164805,0.08915162831544876,False,
9,3,abs,0.0005185602835101055,0.2573395371437073,True,True,A,0.00017259515816164805,0.08915162831544876,False,
9,4,abs,5.266056263908414e-05,0.027749067172408104,False,False,D,0.00017259515816164805,0.08915162831544876,False,
9,5,abs,0.00040903922670423865,0.3130238652229309,True,True,A,0.00017259515816164805,0.08915162831544876,False,
9,6,abs,0.0009187010661841633,0.313998818397522,True,True,A,0.00017259515816164805,0.08915162831544876,False,
9,7,abs,6.153154195859267e-05,0.07710730284452438,False,False,D,0.00017259515816164805,0.08915162831544876,False,
9,8,abs,7.212656765118175e-05,0.04785871505737305,False,False,D,0.00017259515816164805,0.08915162831544876,False,
9,9,abs,0.0005285418561465083,0.10061292350292206,True,True,A,0.00017259515816164805,0.08915162831544876,False,
9,10,abs,6.93083324324606e-05,0.04916602000594139,False,False,D,0.00017259515816164805,0.08915162831544876,False,
9,11,abs,3.290101494579645e-07,0.028615379706025124,False,False,D,0.00017259515816164805,0.08915162831544876,False,
10,0,abs,0.00023127660598987188,0.2071884125471115,True,True,A,0.00017259515816164805,0.08915162831544876,False,
10,1,abs,0.00012635687463388723,0.07394716143608093,False,False,D,0.00017259515816164805,0.08915162831544876,False,
10,2,abs,0.0011355314224368862,0.42121896147727966,True,True,A,0.00017259515816164805,0.08915162831544876,False,
10,3,abs,6.8674255251643945e-06,0.09118331223726273,False,True,C,0.00017259515816164805,0.08915162831544876,False,
10,4,abs,0.001810075125742383,0.5044403672218323,True,True,A,0.00017259515816164805,0.08915162831544876,False,
10,5,abs,7.600757420206383e-06,0.018525172024965286,False,False,D,0.00017259515816164805,0.08915162831544876,False,
10,6,abs,6.92273349577055e-05,0.03928859159350395,False,False,D,0.00017259515816164805,0.08915162831544876,False,
10,7,abs,0.008614955043492772,1.1129816770553589,True,True,A,0.00017259515816164805,0.08915162831544876,False,
10,8,abs,0.00018179498191558952,0.09516935050487518,True,True,A,0.00017259515816164805,0.08915162831544876,False,
10,9,abs,6.976399038183256e-07,0.032970696687698364,False,False,D,0.00017259515816164805,0.08915162831544876,False,
10,10,abs,1.7731424242994898e-05,0.09574029594659805,False,True,C,0.00017259515816164805,0.08915162831544876,False,
10,11,abs,1.9873128150049713e-06,0.005545593332499266,False,False,D,0.00017259515816164805,0.08915162831544876,False,
11,0,abs,0.0002802663325368604,0.5778141021728516,True,True,A,0.00017259515816164805,0.08915162831544876,False,
11,1,abs,2.6148203264297898e-06,0.04406510293483734,False,False,D,0.00017259515816164805,0.08915162831544876,False,
11,2,abs,0.00017405142022541842,0.0855233371257782,True,False,B,0.00017259515816164805,0.08915162831544876,False,
11,3,abs,2.3282404435470694e-05,0.046168871223926544,False,False,D,0.00017259515816164805,0.08915162831544876,False,
11,4,abs,4.526283574335377e-05,0.10697349905967712,False,True,C,0.00017259515816164805,0.08915162831544876,False,
11,5,abs,1.4395281465184873e-06,0.026850944384932518,False,False,D,0.00017259515816164805,0.08915162831544876,False,
11,6,abs,2.4128035459231034e-05,0.02263328805565834,False,False,D,0.00017259515816164805,0.08915162831544876,False,
11,7,abs,1.3121486864220433e-05,0.039459820836782455,False,False,D,0.00017259515816164805,0.08915162831544876,False,
11,8,abs,0.00041501113933606337,0.7969507575035095,True,True,A,0.00017259515816164805,0.08915162831544876,False,
11,9,abs,2.6869148613856142e-05,0.09086202830076218,False,True,C,0.00017259515816164805,0.08915162831544876,False,
11,10,abs,0.000268996945260086,0.08914113789796829,True,False,B,0.00017259515816164805,0.08915162831544876,False,
11,11,abs,6.007064073970669e-06,0.052870217710733414,False,False,D,0.00017259515816164805,0.08915162831544876,False,
