layer,head,importance_metric,imp_value,pert_value,hi_imp,hi_pert,cell,imp_median,pert_median,in_gt_circuit,gt_subclass
7,6,abs,0.0004939594236185452,0.18140098452568054,True,True,A,0.00017259515816164805,0.08915162831544876,False,
7,7,abs,0.0008170851357385822,0.12964874505996704,True,True,A,0.00017259515816164805,0.08915162831544876,False,
7,8,abs,9.698698278867712e-05,0.13422557711601257,False,True,C,0.00017259515816164805,0.08915162831544876,False,
7,9,abs,5.5139255653396946e-05,0.08069474995136261,False,False,D,0.00017259515816164805,0.08915162831544876,False,
7,10,abs,0.015751179438745433,1.1262446641921997,True,True,A,0.00017259515816164805,0.08915162831544876,True,GT
7,11,abs,0.0007358232590735092,0.2399195432662964,True,True,A,0.00017259515816164805,0.08915162831544876,True,GT
8,0,abs,0.00012227532862510437,0.16393253207206726,False,True,C,0.00017259515816164805,0.08915162831544876,False,
8,1,abs,0.0004698596054436288,0.20252181589603424,True,True,A,0.00017259515816164805,0.08915162831544876,False,
8,2,abs,0.00017261953219360748,0.030241241678595543,True,False,B,0.00017259515816164805,0.08915162831544876,False,
8,3,abs,6.15329875029158e-05,0.039442334324121475,False,False,D,0.00017259515816164805,0.08915162831544876,False,
