model,seed,group,ratio,k,k_actual,mean_abs_delta,median_abs_delta,n_eval_trials,n_cal_pairs,n_eval_pairs,n_cell_hihp,n_cell_hilp,n_cell_C,n_cell_D
qwen-2.5-7b-instruct,44,hihp_imp_desc,0.159439,126,126,8.9816650390625,9.5,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hihp_imp_desc,0.2,157,157,10.265555826822917,10.75,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hihp_imp_desc,0.3,236,236,12.253258768717448,12.0,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hihp_imp_desc,0.5,392,267,12.321090189615886,12.0,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hihp_imp_asc,0.01,8,8,0.082421875,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hihp_imp_asc,0.03,24,24,0.3807291666666667,0.375,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hihp_imp_asc,0.05,40,40,0.5764322916666667,0.5,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hihp_imp_asc,0.07,55,55,0.6018229166666667,0.5,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hihp_imp_asc,0.1,79,79,0.8,0.625,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hihp_imp_asc,0.12,95,95,1.2046875,1.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hihp_imp_asc,0.15,118,118,2.37109375,2.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hihp_imp_asc,0.159439,126,126,2.465169270833333,2.375,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hihp_imp_asc,0.2,157,157,3.5977213541666666,3.625,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hihp_imp_asc,0.3,236,236,9.549129231770833,8.375,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hihp_imp_asc,0.5,392,267,12.321090189615886,12.0,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hilp_imp_desc,0.01,8,8,0.083984375,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hilp_imp_desc,0.03,24,24,0.0904947916666666,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hilp_imp_desc,0.05,40,40,0.0861979166666666,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hilp_imp_desc,0.07,55,55,0.0825520833333333,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hilp_imp_desc,0.1,79,79,0.0908854166666666,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hilp_imp_desc,0.12,95,95,0.1024739583333333,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hilp_imp_desc,0.15,118,118,0.115234375,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hilp_imp_desc,0.159439,126,125,0.1028645833333333,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hilp_imp_desc,0.2,157,125,0.1028645833333333,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hilp_imp_desc,0.3,236,125,0.1028645833333333,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hilp_imp_desc,0.5,392,125,0.1028645833333333,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hilp_imp_asc,0.01,8,8,0.0694010416666666,0.0,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hilp_imp_asc,0.03,24,24,0.075390625,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hilp_imp_asc,0.05,40,40,0.0786458333333333,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hilp_imp_asc,0.07,55,55,0.082421875,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hilp_imp_asc,0.1,79,79,0.0850260416666666,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hilp_imp_asc,0.12,95,95,0.0904947916666666,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hilp_imp_asc,0.15,118,118,0.1114583333333333,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hilp_imp_asc,0.159439,126,125,0.1028645833333333,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hilp_imp_asc,0.2,157,125,0.1028645833333333,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hilp_imp_asc,0.3,236,125,0.1028645833333333,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,hilp_imp_asc,0.5,392,125,0.1028645833333333,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,C_imp_asc,0.01,8,8,0.7337239583333334,0.375,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,C_imp_asc,0.03,24,24,3.8238932291666665,3.25,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,C_imp_asc,0.05,40,40,4.499674479166667,4.0,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,C_imp_asc,0.07,55,55,8.238606770833334,8.375,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,C_imp_asc,0.1,79,79,12.20900166829427,12.5,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,C_imp_asc,0.12,95,95,12.864361572265626,12.8125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,C_imp_asc,0.15,118,118,12.969723765055338,12.875,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,C_imp_asc,0.159439,126,125,12.961502075195312,12.875,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,C_imp_asc,0.2,157,125,12.961502075195312,12.875,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,C_imp_asc,0.3,236,125,12.961502075195312,12.875,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,C_imp_asc,0.5,392,125,12.961502075195312,12.875,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,D_imp_asc,0.01,8,8,0.0735677083333333,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,D_imp_asc,0.03,24,24,0.071484375,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,D_imp_asc,0.05,40,40,0.0696614583333333,0.0,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,D_imp_asc,0.07,55,55,0.0734375,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,D_imp_asc,0.1,79,79,0.0760416666666666,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,D_imp_asc,0.12,95,95,0.0751302083333333,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,D_imp_asc,0.15,118,118,0.0856770833333333,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,D_imp_asc,0.159439,126,126,0.0919270833333333,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,D_imp_asc,0.2,157,157,0.1114583333333333,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,D_imp_asc,0.3,236,236,0.1828125,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,D_imp_asc,0.5,392,266,0.150390625,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,diag_rank_asc,0.01,8,8,0.0705729166666666,0.0,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,diag_rank_asc,0.03,24,24,0.0680989583333333,0.0,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,diag_rank_asc,0.05,40,40,0.0688802083333333,0.0,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,diag_rank_asc,0.07,55,55,0.0682291666666666,0.0,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,diag_rank_asc,0.1,79,79,0.0731770833333333,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,diag_rank_asc,0.12,95,95,0.0744791666666666,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,diag_rank_asc,0.15,118,118,0.1041666666666666,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,diag_rank_asc,0.159439,126,126,0.128125,0.125,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,diag_rank_asc,0.2,157,157,0.665625,0.375,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,diag_rank_asc,0.3,236,236,4.698111979166667,4.375,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,44,diag_rank_asc,0.5,392,391,12.973560587565103,12.875,960,20,80,267,125,125,266
qwen-2.5-7b-instruct,45,hihp_imp_desc,0.01,8,8,0.6227864583333333,0.375,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hihp_imp_desc,0.03,24,24,0.7865885416666667,0.5,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hihp_imp_desc,0.05,40,40,1.2161458333333333,0.625,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hihp_imp_desc,0.07,55,55,2.97890625,0.875,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hihp_imp_desc,0.1,79,79,6.096614583333333,5.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hihp_imp_desc,0.12,95,95,8.824393717447917,8.625,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hihp_imp_desc,0.15,118,118,8.785400390625,9.25,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hihp_imp_desc,0.156888,124,124,9.296781412760415,9.5,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hihp_imp_desc,0.2,157,157,10.165974934895834,10.75,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hihp_imp_desc,0.3,236,236,12.139978535970052,12.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hihp_imp_desc,0.5,392,269,12.212626139322916,12.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hihp_imp_asc,0.01,8,8,0.169140625,0.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hihp_imp_asc,0.03,24,24,0.3842447916666666,0.25,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hihp_imp_asc,0.05,40,40,0.8822916666666667,0.625,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hihp_imp_asc,0.07,55,55,0.9766927083333332,0.75,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hihp_imp_asc,0.1,79,79,1.0404947916666667,0.75,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hihp_imp_asc,0.12,95,95,1.8309895833333332,1.625,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hihp_imp_asc,0.15,118,118,2.7690104166666667,2.75,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hihp_imp_asc,0.156888,124,124,2.9544921875,3.0,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hihp_imp_asc,0.2,157,157,3.239388020833333,3.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hihp_imp_asc,0.3,236,236,9.85555419921875,8.875,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hihp_imp_asc,0.5,392,269,12.212626139322916,12.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hilp_imp_desc,0.01,8,8,0.0720052083333333,0.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hilp_imp_desc,0.03,24,24,0.080078125,0.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hilp_imp_desc,0.05,40,40,0.0880208333333333,0.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hilp_imp_desc,0.07,55,55,0.0864583333333333,0.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hilp_imp_desc,0.1,79,79,0.1065104166666666,0.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hilp_imp_desc,0.12,95,95,0.1044270833333333,0.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hilp_imp_desc,0.15,118,118,0.1026041666666666,0.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hilp_imp_desc,0.156888,124,123,0.09140625,0.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hilp_imp_desc,0.2,157,123,0.09140625,0.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hilp_imp_desc,0.3,236,123,0.09140625,0.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hilp_imp_desc,0.5,392,123,0.09140625,0.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hilp_imp_asc,0.01,8,8,0.07109375,0.0,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hilp_imp_asc,0.03,24,24,0.08671875,0.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hilp_imp_asc,0.05,40,40,0.0908854166666666,0.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hilp_imp_asc,0.07,55,55,0.1032552083333333,0.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hilp_imp_asc,0.1,79,79,0.0877604166666666,0.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hilp_imp_asc,0.12,95,95,0.0907552083333333,0.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hilp_imp_asc,0.15,118,118,0.096875,0.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hilp_imp_asc,0.156888,124,123,0.09140625,0.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hilp_imp_asc,0.2,157,123,0.09140625,0.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hilp_imp_asc,0.3,236,123,0.09140625,0.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,hilp_imp_asc,0.5,392,123,0.09140625,0.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,C_imp_asc,0.01,8,8,0.791015625,0.375,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,C_imp_asc,0.03,24,24,2.926953125,2.25,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,C_imp_asc,0.05,40,40,4.336328125,3.875,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,C_imp_asc,0.07,55,55,9.267805989583334,9.25,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,C_imp_asc,0.1,79,79,12.090687052408857,12.25,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,C_imp_asc,0.12,95,95,12.61245625813802,12.75,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,C_imp_asc,0.15,118,118,12.62127685546875,12.71875,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,C_imp_asc,0.156888,124,123,12.66168212890625,12.75,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,C_imp_asc,0.2,157,123,12.66168212890625,12.75,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,C_imp_asc,0.3,236,123,12.66168212890625,12.75,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,C_imp_asc,0.5,392,123,12.66168212890625,12.75,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,D_imp_asc,0.01,8,8,0.0677083333333333,0.0,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,D_imp_asc,0.03,24,24,0.0661458333333333,0.0,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,D_imp_asc,0.05,40,40,0.0690104166666666,0.0,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,D_imp_asc,0.07,55,55,0.066796875,0.0,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,D_imp_asc,0.1,79,79,0.07734375,0.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,D_imp_asc,0.12,95,95,0.075,0.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,D_imp_asc,0.15,118,118,0.0770833333333333,0.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,D_imp_asc,0.156888,124,124,0.0774739583333333,0.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,D_imp_asc,0.2,157,157,0.0901041666666666,0.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,D_imp_asc,0.3,236,236,0.1037760416666666,0.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,D_imp_asc,0.5,392,268,0.1109375,0.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,diag_rank_asc,0.01,8,8,0.0682291666666666,0.0,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,diag_rank_asc,0.03,24,24,0.0640625,0.0,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,diag_rank_asc,0.05,40,40,0.0657552083333333,0.0,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,diag_rank_asc,0.07,55,55,0.0682291666666666,0.0,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,diag_rank_asc,0.1,79,79,0.0690104166666666,0.0,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,diag_rank_asc,0.12,95,95,0.07109375,0.0,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,diag_rank_asc,0.15,118,118,0.1091145833333333,0.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,diag_rank_asc,0.156888,124,124,0.108203125,0.125,960,20,80,269,123,123,268
qwen-2.5-7b-instruct,45,diag_rank_asc,0.2,157,157,0.6537760416666667,0.375,960,20,80,269,123,123,268
