group,ratio,k,k_actual,prompt_id,delta_ld_signed
C_imp_asc,0.1,15,15,64,-11.294013977050781
C_imp_asc,0.1,15,15,65,-12.634660720825195
C_imp_asc,0.1,15,15,66,-9.941117286682129
C_imp_asc,0.1,15,15,67,-5.907318115234375
C_imp_asc,0.1,15,15,68,-9.473038673400879
C_imp_asc,0.1,15,15,69,-6.018519401550293
C_imp_asc,0.1,15,15,70,-10.200867652893066
C_imp_asc,0.1,15,15,71,-10.852706909179688
C_imp_asc,0.1,15,15,72,-9.410833358764648
C_imp_asc,0.1,15,15,73,-8.494488716125488
C_imp_asc,0.1,15,15,74,-8.037829399108887
C_imp_asc,0.1,15,15,75,-12.47176742553711
C_imp_asc,0.1,15,15,76,-15.330698013305664
C_imp_asc,0.1,15,15,77,-11.79123306274414
C_imp_asc,0.1,15,15,78,-8.799074172973633
C_imp_asc,0.1,15,15,79,-5.2274980545043945
C_imp_asc,0.1,15,15,80,-10.078568458557129
C_imp_asc,0.1,15,15,81,-5.662941932678223
C_imp_asc,0.1,15,15,82,-9.877988815307617
C_imp_asc,0.1,15,15,83,-11.566178321838379
C_imp_asc,0.1,15,15,84,-10.755739212036133
C_imp_asc,0.1,15,15,85,-11.913288116455078
C_imp_asc,0.1,15,15,86,-5.71113395690918
C_imp_asc,0.1,15,15,87,-6.5900726318359375
C_imp_asc,0.1,15,15,88,-7.255213737487793
C_imp_asc,0.1,15,15,89,-7.788297653198242
C_imp_asc,0.1,15,15,90,-7.790016174316406
C_imp_asc,0.1,15,15,91,-10.724201202392578
C_imp_asc,0.1,15,15,92,-11.788745880126953
C_imp_asc,0.1,15,15,93,-8.85612678527832
C_imp_asc,0.1,15,15,94,-10.416011810302734
C_imp_asc,0.1,15,15,95,-9.84626579284668
C_imp_asc,0.1,15,15,96,-5.910773277282715
C_imp_asc,0.1,15,15,97,-10.062198638916016
C_imp_asc,0.1,15,15,98,-8.977581024169922
C_imp_asc,0.1,15,15,99,-10.354425430297852
C_imp_asc,0.15,22,22,0,-4.968393325805664
C_imp_asc,0.15,22,22,1,-6.008359909057617
C_imp_asc,0.15,22,22,2,-14.886384010314941
C_imp_asc,0.15,22,22,3,-10.54123592376709
C_imp_asc,0.15,22,22,4,-5.685403823852539
C_imp_asc,0.15,22,22,5,-12.06297492980957
C_imp_asc,0.15,22,22,6,-11.178675651550293
C_imp_asc,0.15,22,22,7,-13.794843673706055
C_imp_asc,0.15,22,22,8,-6.859448432922363
C_imp_asc,0.15,22,22,9,-11.70801830291748
