model,n_heads,beta_imp,beta_pert,beta_layer,p_imp,p_pert,p_layer,R2_full,R2_imp_only,R2_pert_only,R2_layer_only,partial_R2_pert
gemma-2-9b-it,672,-0.1708,0.5132,0.221,1.9708037962940058e-07,7.213001378633234e-45,2.321642734208779e-11,0.3522,0.0002,0.2786,0.1281,0.2562
