layer,head,cell,rsa_max,perturbation_L2,importance_quartile
24,12,hilp,0.7217609882354736,1.1536073684692383,Q4
24,13,hilp,0.7258521318435669,0.40185484290122986,Q4
24,14,hihp,0.7066855430603027,6.460098743438721,Q4
24,15,hihp,0.7108862996101379,4.925418376922607,Q4
25,0,hihp,0.7093415856361389,3.7956595420837402,Q4
25,1,C,0.4892691969871521,3.5811667442321777,Q2
25,2,hilp,0.55135178565979,0.6827419400215149,Q3
25,3,hilp,0.6659039855003357,1.1040763854980469,Q4
25,4,hihp,0.7256166934967041,2.8443405628204346,Q4
25,5,hilp,0.6923373937606812,0.9300707578659058,Q4
25,6,hihp,0.7354422211647034,3.8414604663848877,Q4
25,7,hihp,0.7289407253265381,7.418451309204102,Q4
25,8,hihp,0.6497998237609863,5.1502604484558105,Q4
25,9,hihp,0.6907480955123901,6.531538963317871,Q4
25,10,hihp,0.6392640471458435,6.901586055755615,Q4
25,11,hihp,0.6786618232727051,3.8791520595550537,Q4
25,12,hihp,0.6564524173736572,2.0017459392547607,Q4
25,13,hihp,0.7107611894607544,2.299154043197632,Q4
25,14,hihp,0.6174690127372742,2.2965338230133057,Q3
25,15,hihp,0.5854854583740234,4.258831977844238,Q3
26,0,hihp,0.7188293933868408,7.330234050750732,Q4
26,1,hihp,0.6665937900543213,2.266575336456299,Q4
26,2,hilp,0.5722125768661499,1.1781537532806396,Q3
26,3,hihp,0.5652819871902466,2.957038164138794,Q3
26,4,hihp,0.6833333969116211,5.907241344451904,Q4
26,5,hihp,0.6757269501686096,4.465704917907715,Q4
26,6,hihp,0.638657808303833,1.829343557357788,Q4
26,7,hihp,0.6002923250198364,5.583475112915039,Q3
26,8,hihp,0.7357319593429565,6.143720626831055,Q4
26,9,hihp,0.6958900690078735,5.571699142456055,Q4
26,10,hihp,0.675118088722229,2.584810495376587,Q4
26,11,hihp,0.6506091952323914,4.8707098960876465,Q4
26,12,hihp,0.736451268196106,10.701461791992188,Q4
26,13,hihp,0.6078581213951111,3.975170135498047,Q3
26,14,hihp,0.6994088888168335,2.0192151069641113,Q4
26,15,hilp,0.623728334903717,1.1662949323654175,Q3
27,0,hilp,0.7194081544876099,0.9221888780593872,Q4
27,1,hihp,0.7402629852294922,3.4168245792388916,Q4
27,2,hihp,0.7333513498306274,1.9939669370651245,Q4
27,3,hihp,0.7346975207328796,2.13183331489563,Q4
27,4,hihp,0.7164567708969116,6.056495666503906,Q4
27,5,hihp,0.730150043964386,1.8520724773406982,Q4
27,6,hilp,0.699271559715271,0.7478933334350586,Q4
27,7,hihp,0.713448703289032,2.5043885707855225,Q4
27,8,hilp,0.7274694442749023,1.5603747367858887,Q4
27,9,hilp,0.5247853398323059,1.5695604085922241,Q3
27,10,hihp,0.7402629256248474,2.1466329097747803,Q4
27,11,hilp,0.6067631244659424,1.0397157669067383,Q3
27,12,hihp,0.7388449907302856,3.3707094192504883,Q4
27,13,hihp,0.7402613162994385,4.954573631286621,Q4
27,14,hihp,0.7402628064155579,5.499943256378174,Q4
27,15,hihp,0.740229606628418,7.020852565765381,Q4
28,0,hilp,0.7049530148506165,0.3268289566040039,Q4
28,1,hilp,0.7245303392410278,0.6495203971862793,Q4
28,2,hihp,0.6133151054382324,2.410356283187866,Q3
28,3,hihp,0.6286212205886841,3.0854930877685547,Q3
28,4,C,0.4985119104385376,5.11147928237915,Q2
28,5,hihp,0.5860495567321777,1.8428640365600586,Q3
28,6,hilp,0.6402948498725891,0.6004024744033813,Q4
28,7,hilp,0.7075037956237793,0.49238935112953186,Q4
