layer,head,perturbation_L2
20,13,5.798700332641602
20,14,5.588742256164551
20,15,7.348799705505371
21,0,6.290192127227783
21,1,4.91916561126709
21,2,4.416255950927734
21,3,4.902206897735596
21,4,8.830754280090332
21,5,5.312607288360596
21,6,2.4262075424194336
21,7,6.484226703643799
21,8,2.7167422771453857
21,9,2.109612226486206
21,10,2.9748637676239014
21,11,2.011267900466919
21,12,4.686526775360107
21,13,2.065166711807251
21,14,3.4539968967437744
21,15,1.776839256286621
22,0,5.021064281463623
22,1,7.00130033493042
22,2,0.9892487525939941
22,3,1.9768567085266113
22,4,4.411921501159668
22,5,6.206196308135986
22,6,7.593463897705078
22,7,4.12670373916626
22,8,6.544754981994629
22,9,5.617259502410889
22,10,3.9542880058288574
22,11,3.511091947555542
22,12,3.7581636905670166
22,13,5.747718811035156
22,14,4.719208240509033
22,15,3.8543107509613037
23,0,0.714408278465271
23,1,1.5994588136672974
23,2,5.051784515380859
23,3,10.257295608520508
23,4,0.549558162689209
23,5,6.94832181930542
23,6,3.963467597961426
23,7,4.889902114868164
23,8,2.30468487739563
23,9,0.8990010023117065
23,10,3.961142063140869
23,11,2.774538040161133
23,12,8.258747100830078
23,13,5.5792646408081055
23,14,10.533059120178223
23,15,11.204316139221191
24,0,6.007879257202148
24,1,1.9376572370529175
24,2,3.5904619693756104
24,3,6.3978142738342285
24,4,7.752299785614014
24,5,8.628397941589355
24,6,2.671504259109497
24,7,3.8276686668395996
24,8,1.5070672035217285
24,9,1.6169769763946533
24,10,8.071744918823242
24,11,6.579090595245361
24,12,1.1536073684692383
24,13,0.40185484290122986
24,14,6.460098743438721
24,15,4.925418376922607
25,0,3.7956595420837402
25,1,3.5811667442321777
25,2,0.6827419400215149
25,3,1.1040763854980469
25,4,2.8443405628204346
25,5,0.9300707578659058
25,6,3.8414604663848877
25,7,7.418451309204102
25,8,5.1502604484558105
25,9,6.531538963317871
25,10,6.901586055755615
25,11,3.8791520595550537
25,12,2.0017459392547607
25,13,2.299154043197632
25,14,2.2965338230133057
25,15,4.258831977844238
26,0,7.330234050750732
26,1,2.266575336456299
26,2,1.1781537532806396
26,3,2.957038164138794
26,4,5.907241344451904
26,5,4.465704917907715
26,6,1.829343557357788
26,7,5.583475112915039
26,8,6.143720626831055
26,9,5.571699142456055
26,10,2.584810495376587
26,11,4.8707098960876465
26,12,10.701461791992188
26,13,3.975170135498047
26,14,2.0192151069641113
26,15,1.1662949323654175
27,0,0.9221888780593872
27,1,3.4168245792388916
27,2,1.9939669370651245
27,3,2.13183331489563
27,4,6.056495666503906
27,5,1.8520724773406982
27,6,0.7478933334350586
27,7,2.5043885707855225
27,8,1.5603747367858887
27,9,1.5695604085922241
27,10,2.1466329097747803
27,11,1.0397157669067383
27,12,3.3707094192504883
27,13,4.954573631286621
27,14,5.499943256378174
27,15,7.020852565765381
28,0,0.3268289566040039
28,1,0.6495203971862793
28,2,2.410356283187866
28,3,3.0854930877685547
28,4,5.11147928237915
28,5,1.8428640365600586
28,6,0.6004024744033813
28,7,0.49238935112953186
28,8,4.669227123260498
28,9,3.5725741386413574
28,10,5.143871784210205
28,11,1.8649786710739136
28,12,12.11252498626709
28,13,2.9476053714752197
28,14,0.534816563129425
28,15,1.235243320465088
29,0,10.882906913757324
29,1,2.448363780975342
29,2,1.6012593507766724
29,3,0.5680906176567078
29,4,8.365942001342773
29,5,1.1209019422531128
29,6,1.7011042833328247
29,7,1.2175544500350952
29,8,0.03065897338092327
29,9,1.15249764919281
29,10,0.7882322072982788
29,11,2.1666994094848633
29,12,3.3819501399993896
29,13,0.6997469067573547
29,14,0.6294211149215698
29,15,2.743759870529175
30,0,1.0901902914047241
30,1,11.450980186462402
30,2,0.6302195191383362
30,3,3.251185894012451
30,4,1.5800154209136963
30,5,1.6178555488586426
30,6,4.01084041595459
30,7,4.559229850769043
30,8,7.455015659332275
30,9,17.864282608032227
30,10,0.6938657760620117
30,11,0.5495933890342712
30,12,2.486238718032837
30,13,4.567012310028076
30,14,1.3760244846343994
30,15,3.6325626373291016
31,0,1.1219875812530518
31,1,3.5088512897491455
31,2,3.6256086826324463
31,3,4.521552562713623
31,4,1.875444769859314
31,5,1.2957671880722046
31,6,2.933317184448242
31,7,12.591240882873535
31,8,4.179975509643555
31,9,0.8192335963249207
31,10,2.835055112838745
31,11,2.10031795501709
31,12,0.5201500654220581
31,13,14.96696662902832
31,14,4.593189716339111
31,15,20.374923706054688
32,0,1.3746693134307861
32,1,3.824505090713501
32,2,1.5390177965164185
32,3,0.5896918177604675
32,4,5.705739974975586
32,5,14.750218391418457
32,6,1.135008454322815
32,7,6.6711344718933105
32,8,2.4735331535339355
32,9,0.40615716576576233
32,10,6.186041355133057
32,11,3.0424628257751465
32,12,0.8459473252296448
32,13,3.31577730178833
32,14,4.727187156677246
32,15,7.416743278503418
33,0,1.4076851606369019
33,1,5.381043434143066
33,2,1.1087771654129028
33,3,0.6506059765815735
33,4,6.676255702972412
33,5,4.642138957977295
33,6,2.8134524822235107
33,7,2.733024835586548
33,8,0.3831244111061096
33,9,1.1552724838256836
33,10,0.20190227031707764
33,11,0.2768685221672058
33,12,1.8810632228851318
33,13,1.8967363834381104
33,14,7.809780597686768
33,15,6.262565612792969
34,0,0.0777868926525116
34,1,0.1172584742307663
34,2,0.26868805289268494
34,3,0.3276466429233551
34,4,1.255476713180542
34,5,1.876962661743164
34,6,9.164509773254395
34,7,5.572196006774902
34,8,3.8717002868652344
34,9,3.0445098876953125
34,10,0.21137183904647827
34,11,2.381192922592163
34,12,6.277029514312744
34,13,6.725326061248779
34,14,7.304188251495361
34,15,9.563815116882324
35,0,7.8143815994262695
35,1,4.1645188331604
35,2,1.4422132968902588
35,3,0.41102007031440735
35,4,1.9578962326049805
35,5,0.593910813331604
35,6,0.5973353385925293
35,7,4.4703826904296875
35,8,0.4715406000614166
35,9,0.3708887994289398
35,10,0.10237513482570648
35,11,0.2930773198604584
35,12,1.9102466106414795
35,13,0.8697218298912048
35,14,8.042884826660156
35,15,3.129629135131836
36,0,6.299859046936035
36,1,2.9030025005340576
36,2,2.864387035369873
36,3,2.7818665504455566
36,4,3.491532564163208
36,5,1.7590302228927612
36,6,7.93580436706543
36,7,4.540600776672363
36,8,0.3253679871559143
36,9,0.7986509203910828
36,10,3.5145952701568604
36,11,0.7965290546417236
36,12,10.583694458007812
36,13,0.359579861164093
36,14,1.2395211458206177
36,15,2.6887097358703613
37,0,3.4431381225585938
37,1,5.724459171295166
37,2,0.8736569881439209
37,3,0.31557726860046387
37,4,2.4315202236175537
37,5,1.868270754814148
37,6,1.2038626670837402
37,7,0.3623872399330139
37,8,2.215484380722046
37,9,1.5581493377685547
37,10,0.9283472299575806
37,11,0.6640365719795227
37,12,2.4436168670654297
37,13,1.6920541524887085
37,14,3.293121099472046
37,15,5.769801616668701
38,0,1.8022130727767944
38,1,2.664224147796631
38,2,0.24385817348957062
38,3,0.4919070899486542
38,4,1.655097484588623
38,5,1.8082817792892456
38,6,0.1513272076845169
38,7,1.162197470664978
38,8,2.4462761878967285
38,9,1.0952688455581665
38,10,0.5838090777397156
38,11,0.5313839912414551
38,12,6.569409370422363
38,13,0.14184658229351044
38,14,3.666624069213867
38,15,4.239498138427734
39,0,4.75376033782959
