layer,head,importance,perturbation,cell
0,0,0.0643382352941176,141.41741466522217,hihp
0,1,0.0606617647058823,313.0787291667041,hihp
0,2,0.0533088235294117,163.46080689570482,C
0,3,0.0615808823529411,80.90229670440449,hihp
0,4,0.0588235294117647,102.42345363953534,hihp
0,5,0.056985294117647,151.60099715914797,hihp
0,6,0.0615808823529411,166.70983281534384,hihp
0,7,0.0615808823529411,157.13748805663164,hihp
0,8,0.0615808823529411,77.46934782757478,hihp
0,9,0.0560661764705882,127.93712272363553,hihp
0,10,0.0523897058823529,71.10511631474776,C
0,11,0.0487132352941176,56.68052626532667,C
0,12,0.0560661764705882,151.64701935824226,hihp
0,13,0.0533088235294117,155.0003677286646,C
0,14,0.0459558823529411,151.11632233507493,C
0,15,0.0670955882352941,168.6042853523703,hihp
0,16,0.0560661764705882,135.89892373102552,hihp
0,17,0.0450367647058823,170.70503649992102,C
0,18,0.0643382352941176,161.91328824881245,hihp
0,19,0.0560661764705882,147.70138368843232,hihp
0,20,0.0606617647058823,200.73077328064863,hihp
0,21,0.0487132352941176,139.63135528564453,C
0,22,0.0386029411764705,18.001281692701227,C
0,23,0.0477941176470588,5.338258002610767,C
0,24,0.0505514705882352,178.28258890264175,C
0,25,0.0505514705882352,235.1372332292445,C
0,26,0.072610294117647,209.51669528028543,hihp
0,27,0.0560661764705882,182.08859849545885,hihp
0,28,0.0597426470588235,152.91288690006033,hihp
0,29,0.0597426470588235,79.51051475370632,hihp
0,30,0.0588235294117647,27.413118593833023,hihp
0,31,0.056985294117647,302.4664977547877,hihp
1,0,0.0165441176470588,0.0098293813370058,D
1,1,0.025735294117647,0.0102737001896671,D
1,2,0.0238970588235294,0.0030920065576484,D
1,3,0.0193014705882352,0.0030920065576484,D
1,4,0.0477941176470588,19.194754759848685,C
1,5,0.0202205882352941,0.0261473977049771,D
1,6,0.0560661764705882,33.3567929373068,hihp
1,7,0.0634191176470588,29.337695377714493,hihp
1,8,0.0229779411764705,0.0031726989477379,D
1,9,0.0165441176470588,0.0031726989477379,D
1,10,0.041360294117647,14.05621578062282,C
1,11,0.0597426470588235,54.15116017005023,hihp
1,12,0.0606617647058823,45.23661954613293,hihp
1,13,0.0551470588235294,42.03875586565803,C
1,14,0.0450367647058823,1.3483247105018297,D
1,15,0.0211397058823529,0.0115213187135155,D
1,16,0.015625,0.0057889850919737,D
1,17,0.0238970588235294,0.0057889850919737,D
