group,ratio,n_trials,n_valid,accuracy_clean,accuracy_patched,accuracy_degradation,flip_rate,target_logit_delta_mean,source_logit_delta_mean
C_imp_asc,0.05,120,120,0.95,0.65,0.29999999999999993,0.3,-2.326041666666667,6.98271484375
C_imp_asc,0.1,120,120,0.95,0.08333333333333333,0.8666666666666666,0.9333333333333333,-10.0078125,14.388444010416666
C_imp_asc,0.2,120,120,0.95,0.08333333333333333,0.8666666666666666,0.9333333333333333,-12.434114583333333,15.294694010416666
C_imp_asc,0.3,120,120,0.95,0.08333333333333333,0.8666666666666666,0.9333333333333333,-12.434114583333333,15.294694010416666
C_imp_asc,0.5,120,120,0.95,0.08333333333333333,0.8666666666666666,0.9333333333333333,-12.434114583333333,15.294694010416666
D_imp_asc,0.05,120,120,0.95,0.9333333333333333,0.016666666666666607,0.016666666666666666,0.010416666666666666,0.010595703125
D_imp_asc,0.1,120,120,0.95,0.9416666666666667,0.008333333333333304,0.008333333333333333,-0.025,0.0530029296875
D_imp_asc,0.2,120,120,0.95,0.9333333333333333,0.016666666666666607,0.016666666666666666,-0.0010416666666666667,0.06856282552083333
D_imp_asc,0.3,120,120,0.95,0.9333333333333333,0.016666666666666607,0.016666666666666666,-0.034375,0.06638997395833333
D_imp_asc,0.5,120,120,0.95,0.95,0.0,0.0,-0.06145833333333333,0.07227376302083334
hihp_imp_desc,0.05,120,120,0.95,0.8916666666666667,0.05833333333333324,0.058333333333333334,-0.6364583333333333,0.57216796875
hihp_imp_desc,0.1,120,120,0.95,0.5416666666666666,0.4083333333333333,0.4583333333333333,-5.552604166666667,7.949381510416667
hihp_imp_desc,0.2,120,120,0.95,0.075,0.875,0.925,-11.06171875,12.975944010416667
hihp_imp_desc,0.3,120,120,0.95,0.0,0.95,1.0,-15.003645833333334,15.066569010416666
hihp_imp_desc,0.5,120,120,0.95,0.0,0.95,1.0,-16.14765625,14.808235677083333
hilp_imp_desc,0.05,120,120,0.95,0.9583333333333334,-0.008333333333333415,0.008333333333333333,0.06354166666666666,-0.016796875
hilp_imp_desc,0.1,120,120,0.95,0.9583333333333334,-0.008333333333333415,0.025,0.08333333333333333,0.05849609375
hilp_imp_desc,0.2,120,120,0.95,0.9416666666666667,0.008333333333333304,0.008333333333333333,0.09166666666666666,-0.04159342447916667
hilp_imp_desc,0.3,120,120,0.95,0.9416666666666667,0.008333333333333304,0.008333333333333333,0.09166666666666666,-0.04159342447916667
hilp_imp_desc,0.5,120,120,0.95,0.9416666666666667,0.008333333333333304,0.008333333333333333,0.09166666666666666,-0.04159342447916667
