layer,head,importance,perturbation,cell
0,0,0.1827895220588235,1.5516267380311253,hilp
0,1,0.0996668198529411,1.6014029721126837,hilp
0,2,0.0645105698529411,1.6022766662405474,hilp
0,3,0.4987936580882353,1.5925260180257108,hilp
0,4,0.0573299632352941,1.4025541462880724,D
0,5,0.1261488970588235,1.7275948947405113,hilp
0,6,0.1148322610294117,2.024181775563567,hihp
0,7,0.1843979779411764,1.5369459876023672,hilp
0,8,0.0496323529411764,0.4845394766067757,D
0,9,0.0529641544117647,0.5147209116257727,D
0,10,0.1262637867647058,1.4395815925738455,hilp
0,11,0.072610294117647,1.2825389977215844,hilp
0,12,0.0791590073529411,1.30026296219405,hilp
0,13,0.092141544117647,1.5316923023749365,hilp
0,14,0.0625574448529411,0.6353180284118828,hilp
0,15,0.1150045955882353,0.9018301302317464,hilp
0,16,0.0879480698529411,1.472204303040224,hilp
0,17,0.0515280330882352,0.6179133627618498,D
0,18,0.0490579044117647,0.7182679655961692,D
0,19,0.0595703125,1.2041832134127617,hilp
0,20,0.0835822610294117,1.9367609243182575,hihp
0,21,0.1064740349264705,1.5846355358303033,hilp
0,22,0.0477366727941176,0.9369039498269558,D
0,23,0.1352826286764706,1.2078129120499772,hilp
0,24,0.1279296875,1.1665127486647928,hilp
0,25,0.0692210477941176,1.1551741876584642,hilp
0,26,0.1027401194852941,1.1551928438301031,hilp
0,27,0.0741613051470588,1.1191997922518675,hilp
1,0,0.0448644301470588,0.785094977959114,D
1,1,0.05078125,0.6741700246930122,D
1,2,0.0513556985294117,0.5873748920857906,D
1,3,0.0649988511029411,0.9606276505133684,hilp
1,4,0.0471047794117647,0.7444270144161933,D
1,5,0.0418198529411764,0.5726001964991584,D
1,6,0.0366498161764705,0.5972923044772709,D
1,7,0.0515854779411764,0.7752874840927475,D
1,8,0.0580193014705882,0.8344692733577069,hilp
1,9,0.0620404411764705,0.7661629624883918,hilp
1,10,0.0479090073529411,0.8968601478811573,D
1,11,0.0526194852941176,0.9634039800833252,D
1,12,0.0573874080882352,1.0022206723909168,D
1,13,0.0419347426470588,0.7396837217623696,D
1,14,0.0623851102941176,0.8700343854725361,hilp
1,15,0.0789866727941176,1.4196273640674704,hilp
1,16,0.0630170036764705,1.0998120360514696,hilp
1,17,0.0591107536764705,1.100120919153971,hilp
1,18,0.0552045036764705,0.6634410484967863,D
1,19,0.0743910845588235,1.418414404725327,hilp
1,20,0.0838694852941176,0.8434205425574499,hilp
1,21,0.0660041360294117,0.6390324960298398,hilp
1,22,0.0577320772058823,0.754947828457636,D
1,23,0.0809397977941176,1.0669976882636547,hilp
1,24,0.0538258272058823,0.7111958718913443,D
1,25,0.0545151654411764,0.8273067111697268,D
1,26,0.0661190257352941,0.717161489321905,hilp
1,27,0.050149356617647,0.6159503713031026,D
2,0,0.0553193933823529,1.0833012663266235,D
2,1,0.0547449448529411,1.433939412564916,D
2,2,0.0556066176470588,0.9624533703660264,D
2,3,0.0458409926470588,0.9663977048852864,D
2,4,0.0575597426470588,1.067391943624791,D
2,5,0.0703125,1.0389586038449232,hilp
2,6,0.052734375,1.05305236106848,D
2,7,0.0700827205882353,1.2096822413013262,hilp
2,8,0.0750804227941176,1.298364205614609,hilp
2,9,0.0857651654411764,1.2577283195055582,hilp
2,10,0.0642807904411764,1.087557905298822,hilp
2,11,0.0682444852941176,1.208512939293595,hilp
2,12,0.0553193933823529,1.103547172511325,D
2,13,0.08740234375,1.8021989199606812,hihp
2,14,0.0497472426470588,0.9138390993809,D
2,15,0.0577320772058823,1.105416625738144,D
2,16,0.0810546875,1.65678851657054,hilp
2,17,0.0693933823529411,1.0790794152109062,hilp
2,18,0.063821231617647,0.8940259272999623,hilp
2,19,0.0635914522058823,1.20713873295223,hilp
2,20,0.0923138786764705,1.313988835496061,hilp
2,21,0.0425666360294117,0.7649241168709362,D
2,22,0.0508961397058823,0.7631806050810743,D
2,23,0.0623276654411764,0.9979222537401844,hilp
2,24,0.0595703125,1.145182139294989,hilp
2,25,0.0753102022058823,1.270345741554218,hilp
2,26,0.0439453125,0.8077066426768023,D
2,27,0.0916245404411764,1.5405083583558308,hilp
3,0,0.0730124080882353,1.2934356604647987,hilp
3,1,0.0726677389705882,1.9616801574387972,hihp
3,2,0.0606043198529411,1.3524040406679405,hilp
3,3,0.1339039522058823,2.459233529465136,hihp
3,4,0.1332146139705882,2.771446247749469,hihp
3,5,0.0695657169117647,1.4432969678412466,hilp
3,6,0.0910500919117647,1.9938215163043316,hihp
3,7,0.0545726102941176,1.168294700629571,D
3,8,0.0573299632352941,1.430895597947871,D
3,9,0.0614085477941176,1.317741836037706,hilp
3,10,0.0973115808823529,2.3478300851934097,hihp
3,11,0.05078125,1.074806391097167,D
3,12,0.0650850183823529,0.9348266946480556,hilp
3,13,0.0642233455882353,1.1389069122207516,hilp
3,14,0.0809972426470588,1.447842294240699,hilp
3,15,0.0971392463235294,2.1890454699066195,hihp
