layer,head,causal_imp
0,0,0.030208333333333334
0,1,0.027083333333333334
0,2,0.028125
0,3,0.028125
0,4,0.026041666666666668
0,5,0.023958333333333335
0,6,0.026041666666666668
0,7,0.027083333333333334
0,8,0.026041666666666668
0,9,0.025
0,10,0.026041666666666668
0,11,0.030208333333333334
0,12,0.029166666666666667
0,13,0.022916666666666665
0,14,0.029166666666666667
0,15,0.028125
0,16,0.017708333333333333
0,17,0.023958333333333335
0,18,0.028125
0,19,0.019791666666666666
0,20,0.019791666666666666
0,21,0.023958333333333335
0,22,0.026041666666666668
0,23,0.028125
0,24,0.027083333333333334
0,25,0.029166666666666667
0,26,0.030208333333333334
0,27,0.030208333333333334
0,28,0.027083333333333334
0,29,0.023958333333333335
0,30,0.029166666666666667
0,31,0.029166666666666667
1,0,0.027083333333333334
1,1,0.029166666666666667
1,2,0.020833333333333332
1,3,0.03229166666666667
1,4,0.023958333333333335
1,5,0.028125
1,6,0.026041666666666668
1,7,0.025
1,8,0.027083333333333334
1,9,0.025
1,10,0.026041666666666668
1,11,0.026041666666666668
1,12,0.023958333333333335
1,13,0.027083333333333334
1,14,0.017708333333333333
1,15,0.030208333333333334
1,16,0.028125
1,17,0.029166666666666667
1,18,0.029166666666666667
1,19,0.026041666666666668
1,20,0.020833333333333332
1,21,0.025
1,22,0.026041666666666668
1,23,0.023958333333333335
1,24,0.023958333333333335
1,25,0.021875
1,26,0.025
1,27,0.028125
1,28,0.027083333333333334
1,29,0.028125
1,30,0.027083333333333334
1,31,0.016666666666666666
2,0,0.022916666666666665
2,1,0.023958333333333335
2,2,0.029166666666666667
2,3,0.026041666666666668
2,4,0.022916666666666665
2,5,0.021875
2,6,0.027083333333333334
2,7,0.023958333333333335
2,8,0.023958333333333335
2,9,0.021875
2,10,0.030208333333333334
2,11,0.027083333333333334
2,12,0.023958333333333335
2,13,0.029166666666666667
2,14,0.020833333333333332
2,15,0.026041666666666668
2,16,0.027083333333333334
2,17,0.025
2,18,0.027083333333333334
2,19,0.028125
2,20,0.027083333333333334
2,21,0.023958333333333335
2,22,0.022916666666666665
2,23,0.019791666666666666
2,24,0.022916666666666665
2,25,0.034375
2,26,0.021875
2,27,0.027083333333333334
2,28,0.034375
2,29,0.019791666666666666
2,30,0.028125
2,31,0.023958333333333335
3,0,0.028125
3,1,0.020833333333333332
3,2,0.026041666666666668
3,3,0.022916666666666665
3,4,0.026041666666666668
3,5,0.028125
3,6,0.03125
3,7,0.028125
3,8,0.022916666666666665
3,9,0.027083333333333334
3,10,0.022916666666666665
3,11,0.026041666666666668
3,12,0.028125
3,13,0.029166666666666667
3,14,0.023958333333333335
3,15,0.022916666666666665
3,16,0.030208333333333334
3,17,0.027083333333333334
3,18,0.020833333333333332
3,19,0.027083333333333334
3,20,0.023958333333333335
3,21,0.03125
3,22,0.026041666666666668
3,23,0.022916666666666665
3,24,0.026041666666666668
3,25,0.025
3,26,0.026041666666666668
3,27,0.023958333333333335
3,28,0.027083333333333334
3,29,0.025
3,30,0.027083333333333334
3,31,0.030208333333333334
4,0,0.023958333333333335
4,1,0.029166666666666667
4,2,0.022916666666666665
4,3,0.03125
4,4,0.029166666666666667
4,5,0.030208333333333334
4,6,0.025
4,7,0.030208333333333334
4,8,0.026041666666666668
4,9,0.022916666666666665
4,10,0.027083333333333334
4,11,0.025
4,12,0.025
4,13,0.025
4,14,0.030208333333333334
4,15,0.023958333333333335
4,16,0.026041666666666668
4,17,0.026041666666666668
4,18,0.025
4,19,0.028125
4,20,0.028125
4,21,0.021875
4,22,0.021875
4,23,0.026041666666666668
4,24,0.026041666666666668
4,25,0.021875
4,26,0.028125
4,27,0.028125
4,28,0.025
4,29,0.025
4,30,0.029166666666666667
4,31,0.021875
5,0,0.03125
5,1,0.028125
5,2,0.023958333333333335
5,3,0.028125
5,4,0.020833333333333332
5,5,0.029166666666666667
5,6,0.020833333333333332
5,7,0.027083333333333334
5,8,0.028125
5,9,0.027083333333333334
5,10,0.022916666666666665
5,11,0.028125
5,12,0.021875
5,13,0.03333333333333333
5,14,0.025
5,15,0.030208333333333334
5,16,0.026041666666666668
5,17,0.034375
5,18,0.027083333333333334
5,19,0.027083333333333334
5,20,0.022916666666666665
5,21,0.025
5,22,0.026041666666666668
5,23,0.01875
5,24,0.023958333333333335
5,25,0.026041666666666668
5,26,0.022916666666666665
5,27,0.026041666666666668
5,28,0.029166666666666667
5,29,0.025
5,30,0.030208333333333334
5,31,0.021875
6,0,0.035416666666666666
6,1,0.029166666666666667
6,2,0.03229166666666667
6,3,0.027083333333333334
6,4,0.027083333333333334
6,5,0.026041666666666668
6,6,0.029166666666666667
6,7,0.041666666666666664
6,8,0.027083333333333334
6,9,0.027083333333333334
6,10,0.023958333333333335
6,11,0.025
6,12,0.026041666666666668
6,13,0.025
6,14,0.027083333333333334
6,15,0.022916666666666665
6,16,0.03125
6,17,0.020833333333333332
6,18,0.026041666666666668
6,19,0.028125
6,20,0.03229166666666667
6,21,0.029166666666666667
6,22,0.029166666666666667
6,23,0.034375
6,24,0.026041666666666668
6,25,0.025
6,26,0.03125
6,27,0.023958333333333335
6,28,0.025
6,29,0.029166666666666667
6,30,0.029166666666666667
6,31,0.027083333333333334
7,0,0.029166666666666667
7,1,0.023958333333333335
7,2,0.021875
7,3,0.027083333333333334
7,4,0.025
7,5,0.023958333333333335
7,6,0.021875
7,7,0.034375
7,8,0.030208333333333334
7,9,0.03125
7,10,0.030208333333333334
7,11,0.034375
7,12,0.029166666666666667
7,13,0.023958333333333335
7,14,0.023958333333333335
7,15,0.028125
7,16,0.025
7,17,0.030208333333333334
7,18,0.028125
7,19,0.026041666666666668
7,20,0.023958333333333335
7,21,0.03125
7,22,0.01875
7,23,0.028125
7,24,0.036458333333333336
7,25,0.025
7,26,0.026041666666666668
7,27,0.025
7,28,0.034375
7,29,0.027083333333333334
7,30,0.029166666666666667
7,31,0.026041666666666668
8,0,0.023958333333333335
8,1,0.025
8,2,0.029166666666666667
8,3,0.027083333333333334
8,4,0.025
8,5,0.022916666666666665
8,6,0.03229166666666667
8,7,0.03333333333333333
8,8,0.027083333333333334
8,9,0.028125
8,10,0.025
8,11,0.023958333333333335
8,12,0.025
8,13,0.025
8,14,0.025
8,15,0.023958333333333335
8,16,0.028125
8,17,0.020833333333333332
8,18,0.027083333333333334
8,19,0.027083333333333334
8,20,0.028125
8,21,0.028125
8,22,0.030208333333333334
8,23,0.027083333333333334
8,24,0.025
8,25,0.026041666666666668
8,26,0.03333333333333333
8,27,0.029166666666666667
8,28,0.026041666666666668
8,29,0.026041666666666668
8,30,0.03125
8,31,0.027083333333333334
9,0,0.023958333333333335
9,1,0.021875
9,2,0.027083333333333334
9,3,0.036458333333333336
9,4,0.019791666666666666
9,5,0.03958333333333333
9,6,0.029166666666666667
