layer,head,imp,pert,cell_global,cell_within,effect
0,0,0.4469844698905945,0.095277726650238,D,A,0.0625
0,1,0.2944677472114563,0.0495906472206115,D,D,0.06458333333333334
0,2,0.1898786276578903,0.0683250799775123,D,C,0.059375
0,3,0.3672235608100891,0.0339640565216541,D,B,0.06875
0,4,0.3585676550865173,0.1380705535411834,D,A,0.06770833333333333
0,5,0.3634260296821594,0.0535411685705184,D,B,0.05520833333333333
0,6,0.1542917042970657,0.0289835669100284,D,D,0.057291666666666664
0,7,0.2368126809597015,0.0565537884831428,D,C,0.065625
0,8,0.2924927473068237,0.039568193256855,D,D,0.05
0,9,0.1748120486736297,0.0681980773806572,D,C,0.065625
0,10,0.5493850708007812,0.0563396550714969,B,A,0.0625
0,11,0.1221588104963302,0.0313512682914733,D,D,0.05625
0,12,0.2469961643218994,0.0376800410449504,D,D,0.059375
0,13,0.3431041836738586,0.0428878404200077,D,B,0.058333333333333334
0,14,0.5233796238899231,0.0415799878537654,B,B,0.07083333333333333
0,15,,0.0,,D,0.0
0,16,0.3077647686004638,0.0481194444000721,D,B,0.06770833333333333
0,17,0.451578676700592,0.0807676389813423,D,A,0.06770833333333333
0,18,0.5536212921142578,0.2084118574857711,B,A,0.06145833333333333
0,19,0.1866354048252105,0.1500658094882965,D,C,0.06041666666666667
0,20,0.5286000967025757,0.1789222806692123,B,A,0.057291666666666664
0,21,0.3880723118782043,0.1007125452160835,D,A,0.06770833333333333
0,22,0.1529195010662078,0.0876423418521881,D,C,0.06354166666666666
0,23,0.3240431845188141,0.0388164073228836,D,B,0.06875
0,24,0.294348657131195,0.0437884591519832,D,D,0.057291666666666664
0,25,0.137331411242485,0.0591353438794612,D,C,0.07291666666666667
0,26,0.2880206108093261,0.0434267222881317,D,D,0.06875
0,27,0.137130856513977,0.0536140725016593,D,C,0.065625
1,0,0.4889549612998962,0.0834939628839492,D,A,0.06145833333333333
1,1,0.3655312061309814,0.0819700062274932,D,C,0.06145833333333333
1,2,0.3072289228439331,0.0664978772401809,D,D,0.06041666666666667
1,3,0.4648453593254089,0.0640429258346557,D,B,0.06145833333333333
1,4,0.4710519313812256,0.1672148704528808,D,A,0.06354166666666666
1,5,0.5093288421630859,0.1105461046099662,D,A,0.06770833333333333
1,6,0.3093836009502411,0.0728684440255165,D,D,0.06041666666666667
1,7,0.4577568471431732,0.0744793936610221,D,D,0.06875
1,8,0.4845386147499084,0.0724987536668777,D,B,0.05
1,9,0.503203809261322,0.0615932010114192,D,B,0.06145833333333333
1,10,0.4650402665138244,0.0600096173584461,D,B,0.05416666666666667
1,11,0.4744687676429748,0.0807431042194366,D,B,0.06354166666666666
1,12,0.4027281999588012,0.0594133287668228,D,D,0.06875
1,13,0.3695429861545563,0.0894892588257789,D,C,0.06458333333333334
1,14,0.4690523147583008,0.108061097562313,D,A,0.05416666666666667
1,15,0.2626500725746155,0.0540043301880359,D,D,0.052083333333333336
1,16,0.4151012301445007,0.0671747252345085,D,D,0.06979166666666667
1,17,0.4207099378108978,0.0561374463140964,D,D,0.059375
1,18,0.4366016387939453,0.0873847007751464,D,C,0.06041666666666667
1,19,0.1749305427074432,0.0542193986475467,D,D,0.071875
1,20,0.4584004878997803,0.0597219988703727,D,B,0.06354166666666666
1,21,0.4329234957695007,0.0963296368718147,D,C,0.06770833333333333
1,22,0.3261685371398926,0.0886955633759498,D,C,0.0625
1,23,0.2941412925720215,0.1104542687535286,D,C,0.059375
1,24,0.4885543882846832,0.0921267047524452,D,A,0.06875
1,25,0.5050148367881775,0.1001715511083602,D,A,0.05625
1,26,0.5444186925888062,0.0972489491105079,B,A,0.057291666666666664
1,27,0.4922322034835815,0.1032786592841148,D,A,0.07083333333333333
2,0,0.5024802684783936,0.1276539862155914,D,B,0.058333333333333334
2,1,0.493152767419815,0.1160389482975006,D,B,0.058333333333333334
2,2,0.498351514339447,0.1111429408192634,D,B,0.071875
2,3,0.4898722171783447,0.1400841325521469,D,D,0.06041666666666667
2,4,0.2565250992774963,0.0918537527322769,D,D,0.05520833333333333
2,5,0.4832292795181274,0.1045914515852928,D,D,0.06666666666666667
2,6,0.3858928680419922,0.1096002459526062,D,D,0.065625
2,7,0.4756136536598205,0.1200184226036071,D,D,0.06041666666666667
2,8,0.4987912774085998,0.2020553350448608,D,A,0.07291666666666667
2,9,0.5120477080345154,1.3245735168457031,C,A,0.08229166666666667
2,10,0.50129234790802,0.2147537320852279,D,A,0.059375
2,11,0.4982829689979553,0.1625659763813018,D,B,0.0625
2,12,0.4975874423980713,0.183835968375206,D,A,0.06041666666666667
2,13,0.4796708226203918,0.1086562722921371,D,D,0.05520833333333333
2,14,0.4884469211101532,0.2167965024709701,D,C,0.057291666666666664
