layer,head,imp,pert,cell_global,cell_within,effect
0,0,0.0057930946350097,0.1292573809623718,B,A,0.0057930946350097
0,1,-0.2227365970611572,0.0002224289492005,D,D,0.2227365970611572
0,2,-0.0019011497497558,0.0408537723124027,D,D,0.0019011497497558
0,3,-0.076744794845581,0.003209023270756,D,D,0.076744794845581
0,4,-0.0169436931610107,0.0241422560065984,D,D,0.0169436931610107
0,5,-0.1165175437927246,0.0009519335580989,D,D,0.1165175437927246
0,6,0.0060944557189941,0.1911009401082992,B,A,0.0060944557189941
0,7,-0.0111575126647949,0.1259705722332,D,C,0.0111575126647949
0,8,0.0191316604614257,0.0103366337716579,B,B,0.0191316604614257
0,9,0.0022590160369873,0.0728565454483032,B,A,0.0022590160369873
0,10,0.0782973766326904,0.0625205487012863,B,A,0.0782973766326904
0,11,0.0065004825592041,0.0757940635085105,B,A,0.0065004825592041
1,0,0.0069375038146972,0.1487818658351898,B,A,0.0069375038146972
1,1,-0.0060913562774658,0.1917836219072342,D,C,0.0060913562774658
1,2,-5.4836273193359375e-05,0.1799199432134628,D,A,5.4836273193359375e-05
1,3,0.0013794898986816,0.0975445657968521,D,B,0.0013794898986816
1,4,-0.002953290939331,0.2171037048101425,C,C,0.002953290939331
1,5,-0.0045027732849121,0.0547061525285244,D,D,0.0045027732849121
1,6,-0.010401964187622,0.0817542821168899,D,D,0.010401964187622
1,7,-0.0173110961914062,0.14509317278862,D,C,0.0173110961914062
1,8,0.0099282264709472,0.1399676352739334,B,B,0.0099282264709472
1,9,0.0020453929901123,0.1111907884478569,D,B,0.0020453929901123
1,10,-0.0007810592651367,0.1965670585632324,D,A,0.0007810592651367
1,11,-0.0126471519470214,0.0777341499924659,D,D,0.0126471519470214
2,0,0.0049200057983398,0.128522589802742,B,A,0.0049200057983398
2,1,-0.0193819999694824,0.0543711483478546,D,D,0.0193819999694824
2,2,0.1046802997589111,0.1062963008880615,B,B,0.1046802997589111
2,3,0.0015156269073486,0.2018953561782837,C,C,0.0015156269073486
2,4,-0.0174570083618164,0.1141896843910217,D,D,0.0174570083618164
2,5,0.0092682838439941,0.1275465786457061,B,B,0.0092682838439941
2,6,-0.0045454502105712,0.0942918881773948,D,D,0.0045454502105712
2,7,0.0040233135223388,0.3079423010349273,A,A,0.0040233135223388
2,8,0.00846529006958,0.1801474541425705,B,A,0.00846529006958
2,9,0.0272016525268554,0.2108253836631775,A,A,0.0272016525268554
2,10,-0.0064010620117187,0.1995044350624084,C,C,0.0064010620117187
2,11,0.0008339881896972,0.0948146134614944,D,D,0.0008339881896972
3,0,0.0011775493621826,0.0108474502339959,D,D,0.0011775493621826
