layer,head,imp,pert,cell_global,cell_within,effect
0,0,0.285626620054245,0.000523134949617,D,D,0.01875
0,1,0.2595697045326233,0.0006080424063839,D,D,0.0125
0,2,0.4092655777931213,0.0005508617032319,D,B,0.01875
0,3,0.3311451077461242,0.0021974639967083,D,A,0.013541666666666667
0,4,0.2845105528831482,0.0003518274752423,D,D,0.01875
0,5,0.2516139149665832,0.0009680935181677,D,D,0.021875
0,6,0.2918721735477447,0.0010886006057262,D,D,0.021875
0,7,0.2343971729278564,0.0008181185112334,D,D,0.021875
0,8,0.2928560972213745,0.0014713612617924,D,A,0.021875
0,9,0.08313550055027,0.0025568790733814,D,C,0.01875
0,10,0.104566603899002,0.0038464949466288,D,C,0.016666666666666666
0,11,0.2389284074306488,0.0036790512967854,D,C,0.019791666666666666
0,12,0.1007057726383209,0.0019293308723717,D,C,0.014583333333333334
0,13,0.1056149005889892,0.0034190537407994,D,C,0.016666666666666666
0,14,0.0738014429807663,0.0029652679804712,D,C,0.019791666666666666
0,15,0.1566488295793533,0.0027456863317638,D,C,0.01875
0,16,0.3141666948795318,0.0010193438502028,D,B,0.019791666666666666
0,17,0.3893579244613647,0.0010372940450906,D,B,0.016666666666666666
0,18,0.4355543851852417,0.0004400187171995,D,B,0.01875
0,19,0.3190699815750122,0.0015455716056749,D,A,0.017708333333333333
0,20,0.3515669107437134,0.0011954554356634,D,A,0.020833333333333332
0,21,0.1889082789421081,0.0009145574294961,D,D,0.019791666666666666
0,22,0.2101226598024368,0.0017504866700619,D,C,0.015625
0,23,0.3213990926742553,0.0027215161826461,D,A,0.025
0,24,0.427829384803772,0.0039945673197507,D,A,0.0125
0,25,0.1410983949899673,0.0026526460424065,D,C,0.01875
0,26,0.176254004240036,0.0033345071133226,D,C,0.022916666666666665
0,27,0.0685575157403945,0.0055486066266894,D,C,0.016666666666666666
0,28,0.2474580109119415,0.0014502104604616,D,C,0.01875
0,29,0.4256982207298279,0.0030186087824404,D,A,0.01875
0,30,0.2972861528396606,0.0014123392757028,D,A,0.01875
0,31,0.1551431268453598,0.0029151467606425,D,C,0.016666666666666666
0,32,0.4935066103935241,0.0012341224355623,D,A,0.017708333333333333
0,33,0.2743375301361084,0.0001210259797517,D,D,0.020833333333333332
0,34,0.1346068978309631,0.0037341064307838,D,C,0.017708333333333333
0,35,0.5113958120346069,0.0023504253476858,B,A,0.016666666666666666
0,36,0.5055159330368042,0.0008104831795208,B,B,0.013541666666666667
0,37,0.3959537744522095,5.806994067825144e-06,D,B,0.014583333333333334
0,38,0.4853855967521667,0.0018500156002119,D,A,0.020833333333333332
0,39,0.4059364199638366,0.0024101247545331,D,A,0.020833333333333332
0,40,0.1397042870521545,0.0007543227984569,D,D,0.01875
0,41,0.1788871586322784,0.0004902814980596,D,D,0.027083333333333334
0,42,0.2154258638620376,0.0008531105122528,D,D,0.017708333333333333
0,43,0.1346897035837173,0.0006116681033745,D,D,0.016666666666666666
0,44,0.1224603429436683,0.0010268999030813,D,D,0.017708333333333333
0,45,0.3054611384868622,0.0024345230776816,D,A,0.014583333333333334
0,46,0.077342040836811,0.0009398137917742,D,D,0.015625
0,47,0.1438184082508087,0.0007258943514898,D,D,0.017708333333333333
0,48,0.3414519429206848,0.0017709521343931,D,A,0.019791666666666666
0,49,0.3113064765930176,0.0002033301861956,D,B,0.01875
0,50,0.3736899197101593,0.0014281020266935,D,A,0.025
0,51,0.30110764503479,0.000379685399821,D,B,0.019791666666666666
0,52,0.2735397219657898,0.0008619576110504,D,D,0.023958333333333335
0,53,0.222041517496109,0.0007078324561007,D,D,0.019791666666666666
0,54,0.3242439925670624,0.0003527583030518,D,B,0.026041666666666668
0,55,0.3288508653640747,0.0007187390583567,D,B,0.014583333333333334
0,56,0.4024253487586975,0.0006558351451531,D,B,0.021875
0,57,0.4514286518096924,0.0011953864013776,D,B,0.019791666666666666
0,58,0.3404666185379028,0.0009225258254446,D,B,0.017708333333333333
0,59,0.2561626434326172,0.0021849614568054,D,C,0.016666666666666666
0,60,0.3871879577636719,0.0008551757200621,D,B,0.017708333333333333
0,61,0.4088926613330841,0.0013975931797176,D,A,0.014583333333333334
0,62,0.2978881299495697,0.001606844482012,D,A,0.016666666666666666
0,63,0.3902880549430847,0.0011047831503674,D,B,0.01875
1,0,0.2647900581359863,0.0097645306959748,D,B,0.019791666666666666
1,1,0.1820710152387619,0.0101001830771565,D,D,0.020833333333333332
1,2,0.0980909168720245,0.0183117594569921,D,C,0.021875
1,3,0.1598022431135177,0.0192073862999677,D,C,0.025
1,4,0.4649699032306671,0.0032459856010973,D,B,0.019791666666666666
1,5,0.2405144423246383,0.0089028179645538,D,B,0.015625
1,6,0.2855109870433807,0.006289429962635,D,B,0.025
1,7,0.1669479608535766,0.0186379365622997,D,C,0.016666666666666666
1,8,0.0877966433763504,0.0073256278410553,D,D,0.017708333333333333
1,9,0.2070211470127105,0.0107448007911443,D,B,0.020833333333333332
1,10,0.2333711385726928,0.0087888287380337,D,B,0.023958333333333335
1,11,0.1544592529535293,0.0077207726426422,D,D,0.015625
1,12,0.3243146538734436,0.0089599573984742,D,B,0.023958333333333335
1,13,0.0803692564368248,0.0057720988988876,D,D,0.022916666666666665
1,14,0.2455181032419204,0.0115704135969281,D,B,0.025
1,15,0.0643002018332481,0.0123256687074899,D,D,0.014583333333333334
1,16,0.1366758942604065,0.0113946227356791,D,D,0.030208333333333334
1,17,0.2185102552175521,0.0124747576192021,D,B,0.03125
1,18,0.1057464033365249,0.0092938859015703,D,D,0.03125
1,19,0.1370642930269241,0.0120233818888664,D,D,0.029166666666666667
1,20,0.0359871722757816,0.011022238060832,D,D,0.026041666666666668
1,21,0.1227919161319732,0.0089555820450186,D,D,0.03229166666666667
1,22,0.1765324026346206,0.0114202825352549,D,D,0.034375
1,23,0.1012041717767715,0.0220071580260992,D,C,0.029166666666666667
1,24,0.3630944490432739,0.0221902374178171,D,A,0.026041666666666668
1,25,0.1403674781322479,0.0122439824044704,D,D,0.023958333333333335
1,26,0.2636167407035827,0.0155428815633058,D,A,0.035416666666666666
1,27,0.4628311991691589,0.0263085179030895,D,A,0.029166666666666667
1,28,0.413006991147995,0.0167797561734914,D,A,0.028125
1,29,0.4718145728111267,0.0168343670666217,D,A,0.027083333333333334
1,30,0.4542827308177948,0.0243181772530078,D,A,0.03333333333333333
1,31,0.1039274036884307,0.0117247132584452,D,D,0.035416666666666666
1,32,0.0589596629142761,0.021793708205223,D,C,0.034375
1,33,0.147103726863861,0.0153424069285392,D,C,0.029166666666666667
1,34,0.1393804550170898,0.0140282521024346,D,C,0.030208333333333334
1,35,0.0647506713867187,0.0139217730611562,D,C,0.03125
1,36,0.0610623620450496,0.0230936501175165,D,C,0.030208333333333334
1,37,0.0765717625617981,0.0216493103653192,D,C,0.028125
1,38,0.1032220274209976,0.0184230003505945,D,C,0.027083333333333334
1,39,0.2001765966415405,0.0233119279146194,D,A,0.036458333333333336
1,40,0.5040878057479858,0.0282178781926631,B,A,0.027083333333333334
1,41,0.2662478983402252,0.0119922785088419,D,B,0.025
1,42,0.3407100737094879,0.0107269519940018,D,B,0.028125
1,43,0.2703485488891601,0.0130749428644776,D,A,0.03229166666666667
1,44,0.5014157295227051,0.0148444129154086,D,A,0.03333333333333333
1,45,0.4838927984237671,0.0146012837067246,D,A,0.03229166666666667
1,46,0.1456467062234878,0.009945947676897,D,D,0.03125
1,47,0.346084713935852,0.0115269962698221,D,B,0.028125
1,48,0.1513663232326507,0.0078039374202489,D,D,0.028125
1,49,0.1902597695589065,0.0098229786381125,D,D,0.028125
1,50,0.0114026414230465,0.0110064251348376,D,D,0.027083333333333334
1,51,0.1985061168670654,0.0150979328900575,D,A,0.026041666666666668
1,52,0.1651289165019989,0.0115276975557208,D,D,0.030208333333333334
1,53,0.4920118749141693,0.0281568057835102,D,A,0.03125
1,54,0.4754103422164917,0.0163996741175651,D,A,0.03333333333333333
1,55,0.0701768398284912,0.0153652811422944,D,C,0.034375
1,56,0.1839955151081085,0.0182083006948232,D,C,0.025
1,57,0.4489175379276275,0.0219816602766513,D,A,0.03125
1,58,0.4195241332054138,0.0163319017738103,D,A,0.027083333333333334
1,59,0.258822500705719,0.0114049995318055,D,B,0.03125
1,60,0.1566983014345169,0.0195513237267732,D,C,0.029166666666666667
1,61,0.2681821286678314,0.0159962121397256,D,A,0.0375
1,62,0.2757369577884674,0.0116495713591575,D,B,0.027083333333333334
1,63,0.415785551071167,0.0125360321253538,D,A,0.030208333333333334
