model,seed,group,ratio,k,k_actual,mean_abs_delta,median_abs_delta,n_eval_trials,n_cal_pairs,n_eval_pairs,n_cell_hihp,n_cell_hilp,n_cell_C,n_cell_D
gpt-j-6b-fp32,44,D_imp_asc,0.07,32,32,0.0230285863081614,0.013556957244873,960,20,80,136,88,88,136
gpt-j-6b-fp32,44,D_imp_asc,0.1,45,45,0.0248656262954076,0.0150718688964843,960,20,80,136,88,88,136
gpt-j-6b-fp32,44,D_imp_asc,0.12,54,54,0.0248913129170735,0.0146241188049316,960,20,80,136,88,88,136
gpt-j-6b-fp32,44,D_imp_asc,0.15,68,68,0.0251753608385721,0.0145888328552246,960,20,80,136,88,88,136
gpt-j-6b-fp32,44,D_imp_asc,0.196429,89,89,0.025954528649648,0.0167708396911621,960,20,80,136,88,88,136
gpt-j-6b-fp32,44,D_imp_asc,0.2,90,90,0.0255716413259506,0.0161237716674804,960,20,80,136,88,88,136
gpt-j-6b-fp32,44,D_imp_asc,0.3,135,135,0.0299859672784805,0.0185885429382324,960,20,80,136,88,88,136
gpt-j-6b-fp32,44,D_imp_asc,0.5,224,136,0.0300736596186955,0.0186438560485839,960,20,80,136,88,88,136
gpt-j-6b-fp32,44,diag_rank_asc,0.01,5,5,0.0016932845115661,0.00095796585083,960,20,80,136,88,88,136
gpt-j-6b-fp32,44,diag_rank_asc,0.03,14,14,0.0063224206368128,0.0032501220703125,960,20,80,136,88,88,136
gpt-j-6b-fp32,44,diag_rank_asc,0.05,23,23,0.0076196064551671,0.0039300918579101,960,20,80,136,88,88,136
gpt-j-6b-fp32,44,diag_rank_asc,0.07,32,32,0.0099821547667185,0.0051918029785156,960,20,80,136,88,88,136
gpt-j-6b-fp32,44,diag_rank_asc,0.1,45,45,0.0190191805362701,0.009523868560791,960,20,80,136,88,88,136
gpt-j-6b-fp32,44,diag_rank_asc,0.12,54,54,0.0492066234350204,0.0229897499084472,960,20,80,136,88,88,136
gpt-j-6b-fp32,44,diag_rank_asc,0.15,68,68,0.105910258491834,0.0626783370971679,960,20,80,136,88,88,136
gpt-j-6b-fp32,44,diag_rank_asc,0.196429,89,89,0.1705805043379465,0.0894293785095214,960,20,80,136,88,88,136
gpt-j-6b-fp32,44,diag_rank_asc,0.2,90,90,0.1704939643541972,0.0890388488769531,960,20,80,136,88,88,136
gpt-j-6b-fp32,44,diag_rank_asc,0.3,135,135,0.4240134388208389,0.2642383575439453,960,20,80,136,88,88,136
gpt-j-6b-fp32,44,diag_rank_asc,0.5,224,224,1.235166645050049,0.8139677047729492,960,20,80,136,88,88,136
gpt-j-6b-fp32,45,hihp_imp_desc,0.01,5,5,0.0945219109455744,0.0920848846435546,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hihp_imp_desc,0.03,14,14,0.0919476588567098,0.0675773620605468,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hihp_imp_desc,0.05,23,23,0.0926081856091817,0.0633039474487304,960,20,80,139,85,85,139
