group,ratio,k,k_actual,trial_id,delta_target_signed,delta_target_abs
std_imp_asc,0.01,2205,2205,44,-0.015625,0.015625
std_imp_asc,0.01,2205,2205,45,-0.021484,0.021484
std_imp_asc,0.01,2205,2205,46,-0.171875,0.171875
std_imp_asc,0.01,2205,2205,47,-0.050781,0.050781
std_imp_asc,0.01,2205,2205,48,-0.148438,0.148438
std_imp_asc,0.01,2205,2205,49,-0.007812,0.007812
diag_zscore_asc,0.01,2205,2205,0,-0.003906,0.003906
diag_zscore_asc,0.01,2205,2205,1,0.007812,0.007812
diag_zscore_asc,0.01,2205,2205,2,0.0,0.0
diag_zscore_asc,0.01,2205,2205,3,-0.003906,0.003906
diag_zscore_asc,0.01,2205,2205,4,0.003906,0.003906
diag_zscore_asc,0.01,2205,2205,5,-0.005859,0.005859
diag_zscore_asc,0.01,2205,2205,6,0.015625,0.015625
diag_zscore_asc,0.01,2205,2205,7,0.007812,0.007812
diag_zscore_asc,0.01,2205,2205,8,0.0,0.0
diag_zscore_asc,0.01,2205,2205,9,0.001953,0.001953
diag_zscore_asc,0.01,2205,2205,10,-0.007812,0.007812
diag_zscore_asc,0.01,2205,2205,11,0.0,0.0
diag_zscore_asc,0.01,2205,2205,12,-0.007812,0.007812
diag_zscore_asc,0.01,2205,2205,13,0.0,0.0
diag_zscore_asc,0.01,2205,2205,14,0.003906,0.003906
diag_zscore_asc,0.01,2205,2205,15,0.001953,0.001953
diag_zscore_asc,0.01,2205,2205,16,0.0,0.0
diag_zscore_asc,0.01,2205,2205,17,0.007812,0.007812
diag_zscore_asc,0.01,2205,2205,18,0.015625,0.015625
diag_zscore_asc,0.01,2205,2205,19,0.003906,0.003906
diag_zscore_asc,0.01,2205,2205,20,0.011719,0.011719
diag_zscore_asc,0.01,2205,2205,21,0.007812,0.007812
diag_zscore_asc,0.01,2205,2205,22,0.0,0.0
diag_zscore_asc,0.01,2205,2205,23,0.0,0.0
diag_zscore_asc,0.01,2205,2205,24,-0.007812,0.007812
diag_zscore_asc,0.01,2205,2205,25,0.003906,0.003906
diag_zscore_asc,0.01,2205,2205,26,0.0,0.0
diag_zscore_asc,0.01,2205,2205,27,0.015625,0.015625
diag_zscore_asc,0.01,2205,2205,28,0.0,0.0
diag_zscore_asc,0.01,2205,2205,29,0.0,0.0
diag_zscore_asc,0.01,2205,2205,30,-0.003906,0.003906
diag_zscore_asc,0.01,2205,2205,31,0.0,0.0
diag_zscore_asc,0.01,2205,2205,32,-0.003906,0.003906
diag_zscore_asc,0.01,2205,2205,33,0.003906,0.003906
diag_zscore_asc,0.01,2205,2205,34,0.005859,0.005859
diag_zscore_asc,0.01,2205,2205,35,0.0,0.0
diag_zscore_asc,0.01,2205,2205,36,0.0,0.0
diag_zscore_asc,0.01,2205,2205,37,0.0,0.0
diag_zscore_asc,0.01,2205,2205,38,-0.019531,0.019531
