model,group,ratio,k,k_actual,crel_pair,pair_id,attr_dim,delta_target_logit_signed,delta_source_logit_signed,argmax_token_id_clean,argmax_token_id_patched
qwen-2.5-14b-instruct,hihp_imp_desc,0.03,57,57,OPP-LESS,pair9,P,-1.25,2.203125,45778,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.03,57,57,OPP-LESS,pair9,Q,-0.5,3.828125,8993,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.03,57,57,MORE-LESS,pair0,P,0.125,2.25,9805,9805
qwen-2.5-14b-instruct,hihp_imp_desc,0.03,57,57,MORE-LESS,pair0,Q,0.625,-0.375,9805,9805
qwen-2.5-14b-instruct,hihp_imp_desc,0.03,57,57,MORE-LESS,pair1,P,-0.125,2.0,16049,16049
qwen-2.5-14b-instruct,hihp_imp_desc,0.03,57,57,MORE-LESS,pair1,Q,-0.25,2.1875,16049,16049
qwen-2.5-14b-instruct,hihp_imp_desc,0.03,57,57,MORE-LESS,pair2,P,-0.75,2.0625,24479,24479
qwen-2.5-14b-instruct,hihp_imp_desc,0.03,57,57,MORE-LESS,pair2,Q,-1.125,2.375,24479,24479
qwen-2.5-14b-instruct,hihp_imp_desc,0.03,57,57,MORE-LESS,pair3,P,0.0,3.25,4704,4704
qwen-2.5-14b-instruct,hihp_imp_desc,0.03,57,57,MORE-LESS,pair3,Q,-0.625,2.4375,4704,4704
qwen-2.5-14b-instruct,hihp_imp_desc,0.03,57,57,MORE-LESS,pair4,P,-1.125,2.125,51479,51479
qwen-2.5-14b-instruct,hihp_imp_desc,0.03,57,57,MORE-LESS,pair4,Q,-1.0,1.625,51479,51479
qwen-2.5-14b-instruct,hihp_imp_desc,0.03,57,57,MORE-LESS,pair5,P,-0.25,1.4375,4258,4258
qwen-2.5-14b-instruct,hihp_imp_desc,0.03,57,57,MORE-LESS,pair5,Q,0.0,1.625,4258,4258
qwen-2.5-14b-instruct,hihp_imp_desc,0.03,57,57,MORE-LESS,pair6,P,-0.25,2.125,64535,64535
qwen-2.5-14b-instruct,hihp_imp_desc,0.03,57,57,MORE-LESS,pair6,Q,-0.125,1.375,64535,64535
qwen-2.5-14b-instruct,hihp_imp_desc,0.03,57,57,MORE-LESS,pair7,P,-0.625,1.5,7100,7100
qwen-2.5-14b-instruct,hihp_imp_desc,0.03,57,57,MORE-LESS,pair7,Q,-0.875,1.4375,7100,7100
qwen-2.5-14b-instruct,hihp_imp_desc,0.03,57,57,MORE-LESS,pair8,P,-0.25,1.6875,23071,23071
qwen-2.5-14b-instruct,hihp_imp_desc,0.03,57,57,MORE-LESS,pair8,Q,-0.5,1.125,23071,23071
qwen-2.5-14b-instruct,hihp_imp_desc,0.03,57,57,MORE-LESS,pair9,P,-0.75,2.125,18613,18613
qwen-2.5-14b-instruct,hihp_imp_desc,0.03,57,57,MORE-LESS,pair9,Q,-0.5,1.9375,18613,18613
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-OPP,pair0,P,-7.75,13.375,13939,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-OPP,pair0,Q,-6.75,15.75,6351,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-OPP,pair1,P,-4.375,11.625,13939,13939
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-OPP,pair1,Q,-4.5,15.375,6351,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-OPP,pair2,P,-6.375,12.5,46002,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-OPP,pair2,Q,-6.875,16.25,6351,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-OPP,pair3,P,-6.25,11.625,13939,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-OPP,pair3,Q,-6.5,17.25,6351,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-OPP,pair4,P,-4.875,10.5,13939,13939
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-OPP,pair4,Q,-6.5,15.875,6351,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-OPP,pair5,P,-7.75,12.875,13939,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-OPP,pair5,Q,-5.5,14.625,6351,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-OPP,pair6,P,-4.125,10.75,13939,13939
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-OPP,pair6,Q,-4.5,16.5,6351,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-OPP,pair7,P,-7.75,14.5,13939,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-OPP,pair7,Q,-6.0,16.0,6351,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-OPP,pair8,P,-4.625,11.25,13939,13939
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-OPP,pair8,Q,-6.0,15.875,6351,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-OPP,pair9,P,-6.0,12.3125,13939,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-OPP,pair9,Q,-5.25,15.125,6351,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-MORE,pair0,P,-4.625,-1.78125,13939,46002
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-MORE,pair0,Q,-5.25,-1.8125,6351,6351
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-MORE,pair1,P,-3.25,1.0625,13939,46002
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-MORE,pair1,Q,-3.0,1.3125,6351,6351
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-MORE,pair2,P,-4.375,-0.8125,46002,46002
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-MORE,pair2,Q,-5.5,-1.5625,6351,22096
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-MORE,pair3,P,-4.0,-0.625,13939,46002
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-MORE,pair3,Q,-3.0,0.75,6351,22096
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-MORE,pair4,P,-3.0,1.3125,13939,46002
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-MORE,pair4,Q,-3.75,2.875,6351,6351
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-MORE,pair5,P,-4.5,1.0,13939,46002
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-MORE,pair5,Q,-4.0,-0.4375,6351,22096
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-MORE,pair6,P,-3.375,-0.6875,13939,46002
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-MORE,pair6,Q,-4.0,0.15625,6351,22096
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-MORE,pair7,P,-4.0,0.9375,13939,46002
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-MORE,pair7,Q,-2.75,-1.9375,6351,22096
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-MORE,pair8,P,-3.375,-1.75,13939,46002
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-MORE,pair8,Q,-3.25,-2.0625,6351,6351
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-MORE,pair9,P,-4.0,1.0,13939,46002
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-MORE,pair9,Q,-3.25,-0.125,6351,22096
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-LESS,pair0,P,-3.875,0.0,13939,13939
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-LESS,pair0,Q,-3.25,-1.4375,6351,6351
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-LESS,pair1,P,-2.625,-0.625,13939,13939
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-LESS,pair1,Q,-3.75,2.625,6351,6351
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-LESS,pair2,P,-4.0,0.953125,46002,46002
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-LESS,pair2,Q,-4.0,1.0,6351,22096
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-LESS,pair3,P,-3.125,0.5,13939,13939
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-LESS,pair3,Q,-3.25,0.0625,6351,6351
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-LESS,pair4,P,-2.625,2.09375,13939,13939
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-LESS,pair4,Q,-4.0,3.125,6351,6351
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-LESS,pair5,P,-3.5,1.5625,13939,46002
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-LESS,pair5,Q,-3.75,1.75,6351,6351
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-LESS,pair6,P,-2.625,0.9375,13939,13939
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-LESS,pair6,Q,-3.0,1.75,6351,6351
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-LESS,pair7,P,-3.375,-1.375,13939,46002
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-LESS,pair7,Q,-2.75,-1.375,6351,6351
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-LESS,pair8,P,-3.375,-0.625,13939,13939
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-LESS,pair8,Q,-4.0,-0.5625,6351,6351
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-LESS,pair9,P,-2.75,0.3125,13939,13939
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,SAME-LESS,pair9,Q,-3.0,-1.625,6351,6351
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-MORE,pair0,P,-1.75,0.890625,45778,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-MORE,pair0,Q,-2.25,1.46875,4285,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-MORE,pair1,P,-2.5,2.125,45778,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-MORE,pair1,Q,-1.0,0.125,4285,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-MORE,pair2,P,-2.5,2.1875,45778,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-MORE,pair2,Q,-3.0,4.6875,4285,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-MORE,pair3,P,-2.0,3.3125,45778,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-MORE,pair3,Q,-1.75,1.5,4285,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-MORE,pair4,P,-1.5,2.21875,45778,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-MORE,pair4,Q,-1.25,4.15625,4285,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-MORE,pair5,P,-2.0,1.8125,45778,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-MORE,pair5,Q,-1.75,0.3125,4285,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-MORE,pair6,P,-2.5,1.9375,45778,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-MORE,pair6,Q,-2.5,0.84375,4285,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-MORE,pair7,P,-2.0,3.5,45778,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-MORE,pair7,Q,-0.75,2.6875,4285,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-MORE,pair8,P,-2.5,1.5,45778,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-MORE,pair8,Q,-0.25,-2.1875,4285,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-MORE,pair9,P,-2.0,2.03125,45778,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-MORE,pair9,Q,-1.25,0.625,8993,8993
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-LESS,pair0,P,-2.125,3.1875,45778,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-LESS,pair0,Q,-0.75,2.921875,4285,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-LESS,pair1,P,-2.75,2.46875,45778,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-LESS,pair1,Q,-1.25,2.78125,4285,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-LESS,pair2,P,-3.75,0.8310546875,45778,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-LESS,pair2,Q,-2.0,1.32666015625,4285,8993
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-LESS,pair3,P,-2.5,4.1875,45778,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-LESS,pair3,Q,-1.0,3.59375,4285,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-LESS,pair4,P,-2.75,3.2265625,45778,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-LESS,pair4,Q,-1.0,4.5,4285,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-LESS,pair5,P,-3.5,1.6875,45778,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-LESS,pair5,Q,-1.75,0.96875,4285,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-LESS,pair6,P,-3.625,5.125,45778,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-LESS,pair6,Q,-2.25,4.53125,4285,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-LESS,pair7,P,-2.875,3.1875,45778,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-LESS,pair7,Q,-1.0,2.8125,4285,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-LESS,pair8,P,-4.0,3.171875,45778,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-LESS,pair8,Q,-1.0,4.0,4285,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-LESS,pair9,P,-2.5,1.1484375,45778,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,OPP-LESS,pair9,Q,-2.0,1.109375,8993,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,MORE-LESS,pair0,P,0.625,3.25,9805,9805
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,MORE-LESS,pair0,Q,1.25,1.75,9805,9805
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,MORE-LESS,pair1,P,0.0,1.9375,16049,16049
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,MORE-LESS,pair1,Q,-0.5,4.125,16049,16049
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,MORE-LESS,pair2,P,-1.0,2.6875,24479,24479
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,MORE-LESS,pair2,Q,-0.625,2.875,24479,24479
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,MORE-LESS,pair3,P,0.625,3.0,4704,4704
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,MORE-LESS,pair3,Q,-0.5,1.9375,4704,4704
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,MORE-LESS,pair4,P,-1.125,3.1875,51479,51479
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,MORE-LESS,pair4,Q,-1.125,3.125,51479,51479
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,MORE-LESS,pair5,P,0.0,1.9375,4258,4258
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,MORE-LESS,pair5,Q,0.0,2.625,4258,4258
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,MORE-LESS,pair6,P,-0.125,4.5,64535,64535
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,MORE-LESS,pair6,Q,-0.375,5.0,64535,64535
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,MORE-LESS,pair7,P,-0.625,1.4375,7100,7100
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,MORE-LESS,pair7,Q,-1.0,1.6875,7100,7100
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,MORE-LESS,pair8,P,0.125,1.0625,23071,23071
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,MORE-LESS,pair8,Q,-0.25,0.75,23071,23071
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,MORE-LESS,pair9,P,-0.875,4.6875,18613,18613
qwen-2.5-14b-instruct,hihp_imp_desc,0.05,96,96,MORE-LESS,pair9,Q,-0.875,2.9375,18613,18613
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-OPP,pair0,P,-11.75,14.625,13939,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-OPP,pair0,Q,-9.25,16.25,6351,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-OPP,pair1,P,-9.125,13.625,13939,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-OPP,pair1,Q,-6.25,16.625,6351,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-OPP,pair2,P,-9.875,14.125,46002,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-OPP,pair2,Q,-8.125,17.25,6351,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-OPP,pair3,P,-11.375,13.125,13939,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-OPP,pair3,Q,-8.875,18.5,6351,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-OPP,pair4,P,-9.875,12.375,13939,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-OPP,pair4,Q,-8.375,16.625,6351,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-OPP,pair5,P,-11.25,13.875,13939,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-OPP,pair5,Q,-7.25,15.625,6351,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-OPP,pair6,P,-9.0,13.5,13939,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-OPP,pair6,Q,-6.875,17.5,6351,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-OPP,pair7,P,-9.75,15.5,13939,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-OPP,pair7,Q,-7.375,16.25,6351,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-OPP,pair8,P,-9.125,13.375,13939,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-OPP,pair8,Q,-7.25,16.875,6351,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-OPP,pair9,P,-10.375,14.4375,13939,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-OPP,pair9,Q,-6.75,16.375,6351,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-MORE,pair0,P,-4.75,4.90625,13939,46002
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-MORE,pair0,Q,-5.5,-0.0625,6351,22096
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-MORE,pair1,P,-3.75,8.4375,13939,46002
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-MORE,pair1,Q,-2.75,7.6875,6351,22096
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-MORE,pair2,P,-5.5,1.5,46002,46002
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-MORE,pair2,Q,-6.75,2.125,6351,22096
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-MORE,pair3,P,-5.375,6.5625,13939,46002
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-MORE,pair3,Q,-3.5,8.375,6351,22096
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-MORE,pair4,P,-4.375,7.6875,13939,46002
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-MORE,pair4,Q,-4.5,10.375,6351,6351
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-MORE,pair5,P,-5.5,7.0,13939,46002
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-MORE,pair5,Q,-4.25,5.125,6351,22096
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-MORE,pair6,P,-4.875,7.90625,13939,13939
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-MORE,pair6,Q,-4.75,5.875,6351,22096
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-MORE,pair7,P,-4.125,5.9375,13939,46002
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-MORE,pair7,Q,-3.0,3.4375,6351,22096
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-MORE,pair8,P,-3.875,6.375,13939,13939
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-MORE,pair8,Q,-4.0,5.4375,6351,22096
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-MORE,pair9,P,-5.0,4.5625,13939,46002
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-MORE,pair9,Q,-3.75,2.4375,6351,22096
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-LESS,pair0,P,-4.25,1.4375,13939,46002
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-LESS,pair0,Q,-4.75,-0.5625,6351,6351
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-LESS,pair1,P,-3.0,0.1875,13939,13939
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-LESS,pair1,Q,-4.5,4.75,6351,6351
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-LESS,pair2,P,-4.75,2.171875,46002,46002
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-LESS,pair2,Q,-5.0,1.4375,6351,22096
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-LESS,pair3,P,-3.75,2.9375,13939,46002
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-LESS,pair3,Q,-4.5,1.75,6351,6351
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-LESS,pair4,P,-4.0,3.90625,13939,13939
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-LESS,pair4,Q,-5.25,4.3125,6351,6351
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-LESS,pair5,P,-4.5,2.9375,13939,46002
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-LESS,pair5,Q,-5.25,2.0,6351,6351
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-LESS,pair6,P,-3.75,0.6875,13939,13939
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-LESS,pair6,Q,-4.5,1.875,6351,6351
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-LESS,pair7,P,-3.375,1.25,13939,13939
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-LESS,pair7,Q,-4.0,0.0625,6351,6351
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-LESS,pair8,P,-3.875,1.0625,13939,13939
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-LESS,pair8,Q,-5.5,0.8125,6351,6351
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-LESS,pair9,P,-3.375,1.578125,13939,13939
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,SAME-LESS,pair9,Q,-4.25,-2.03125,6351,6351
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,OPP-MORE,pair0,P,-1.5,4.921875,45778,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,OPP-MORE,pair0,Q,-2.0,4.15625,4285,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,OPP-MORE,pair1,P,-2.75,5.1875,45778,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,OPP-MORE,pair1,Q,-0.75,5.875,4285,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,OPP-MORE,pair2,P,-2.25,5.125,45778,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,OPP-MORE,pair2,Q,-3.25,8.3125,4285,8993
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,OPP-MORE,pair3,P,-2.25,8.0,45778,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,OPP-MORE,pair3,Q,-2.0,8.4375,4285,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,OPP-MORE,pair4,P,-1.25,5.0,45778,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,OPP-MORE,pair4,Q,-1.75,10.90625,4285,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,OPP-MORE,pair5,P,-1.5,5.5625,45778,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,OPP-MORE,pair5,Q,-1.5,4.125,4285,8993
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,OPP-MORE,pair6,P,-2.75,5.53125,45778,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,OPP-MORE,pair6,Q,-3.0,6.15625,4285,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,OPP-MORE,pair7,P,-2.0,8.1875,45778,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,OPP-MORE,pair7,Q,-0.25,6.4375,4285,4285
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,OPP-MORE,pair8,P,-2.5,5.0,45778,45778
qwen-2.5-14b-instruct,hihp_imp_desc,0.07,134,134,OPP-MORE,pair8,Q,-0.75,2.9375,4285,4285
