group,ratio,n_trials,n_valid,accuracy_clean,accuracy_patched,accuracy_degradation,flip_rate,target_logit_delta_mean,source_logit_delta_mean
C_imp_asc,0.05,120,120,0.9583333333333334,0.6416666666666667,0.31666666666666665,0.3333333333333333,-4.34375,13.29832763671875
C_imp_asc,0.1,120,120,0.9583333333333334,0.4666666666666667,0.4916666666666667,0.5416666666666666,-7.675,16.322285970052082
C_imp_asc,0.2,120,120,0.9583333333333334,0.2,0.7583333333333333,0.8,-11.632291666666667,16.906660970052084
C_imp_asc,0.3,120,120,0.9583333333333334,0.2,0.7583333333333333,0.8,-11.632291666666667,16.906660970052084
C_imp_asc,0.5,120,120,0.9583333333333334,0.2,0.7583333333333333,0.8,-11.632291666666667,16.906660970052084
D_imp_asc,0.05,120,120,0.9583333333333334,0.9833333333333333,-0.02499999999999991,0.025,-0.022916666666666665,0.08533121744791666
D_imp_asc,0.1,120,120,0.9583333333333334,0.9833333333333333,-0.02499999999999991,0.025,0.0,0.06069132486979167
D_imp_asc,0.2,120,120,0.9583333333333334,0.9666666666666667,-0.008333333333333304,0.008333333333333333,-0.023958333333333335,0.0353515625
D_imp_asc,0.3,120,120,0.9583333333333334,0.9666666666666667,-0.008333333333333304,0.008333333333333333,-0.030208333333333334,-0.0011372884114583333
D_imp_asc,0.5,120,120,0.9583333333333334,0.9666666666666667,-0.008333333333333304,0.008333333333333333,-0.0875,-0.007735188802083333
hihp_imp_desc,0.05,120,120,0.9583333333333334,0.6833333333333333,0.275,0.3,-2.9072916666666666,3.60665283203125
hihp_imp_desc,0.1,120,120,0.9583333333333334,0.6166666666666667,0.3416666666666667,0.375,-5.980208333333334,10.93758544921875
hihp_imp_desc,0.2,120,120,0.9583333333333334,0.14166666666666666,0.8166666666666667,0.8583333333333333,-11.803125,17.65145263671875
hihp_imp_desc,0.3,120,120,0.9583333333333334,0.0,0.9583333333333334,1.0,-18.871875,20.09832763671875
hihp_imp_desc,0.5,120,120,0.9583333333333334,0.0,0.9583333333333334,1.0,-19.6453125,19.881660970052085
hilp_imp_desc,0.05,120,120,0.9583333333333334,0.9833333333333333,-0.02499999999999991,0.025,0.16458333333333333,0.16623128255208333
hilp_imp_desc,0.1,120,120,0.9583333333333334,0.9583333333333334,0.0,0.0,0.21354166666666666,0.15223795572916668
hilp_imp_desc,0.2,120,120,0.9583333333333334,0.9666666666666667,-0.008333333333333304,0.008333333333333333,0.042708333333333334,0.15357666015625
hilp_imp_desc,0.3,120,120,0.9583333333333334,0.9666666666666667,-0.008333333333333304,0.008333333333333333,0.042708333333333334,0.15357666015625
hilp_imp_desc,0.5,120,120,0.9583333333333334,0.9666666666666667,-0.008333333333333304,0.008333333333333333,0.042708333333333334,0.15357666015625
