cell,ordering,ratio,argmax_stability,target_top1_stability,mean_target_rank,median_target_rank,mean_margin,mean_abs_delta,n_trials
C,C_imp_asc,0.05,1.0,0.29411764705882354,76.45588235294117,4.0,5.8276510799632355,0.09793270335477941,68
C,C_imp_asc,0.1,0.9264705882352942,0.27941176470588236,79.22058823529412,4.0,5.7920065487132355,0.20274801815257354,68
C,C_imp_asc,0.2,0.8823529411764706,0.2647058823529412,87.79411764705883,4.5,5.769890280330882,0.23065903607536764,68
C,C_imp_asc,0.3,0.8823529411764706,0.2647058823529412,87.79411764705883,4.5,5.769890280330882,0.23065903607536764,68
C,C_imp_asc,0.5,0.8823529411764706,0.2647058823529412,87.79411764705883,4.5,5.769890280330882,0.23065903607536764,68
D,D_imp_asc,0.05,0.9852941176470589,0.29411764705882354,72.79411764705883,4.0,5.844570384306066,0.047253776999080885,68
D,D_imp_asc,0.1,0.9705882352941176,0.29411764705882354,73.30882352941177,4.0,5.823894725126379,0.08607662425321691,68
D,D_imp_asc,0.2,0.9558823529411765,0.29411764705882354,79.32352941176471,4.0,5.822936114142923,0.14349095961626837,68
D,D_imp_asc,0.3,0.9411764705882353,0.3088235294117647,71.63235294117646,4.0,5.9591208065257355,0.18228687959558823,68
D,D_imp_asc,0.5,0.9411764705882353,0.3088235294117647,74.36764705882354,4.0,5.999477610868566,0.24161843692555146,68
diag,diag_rank_asc,0.05,0.9852941176470589,0.29411764705882354,72.67647058823529,4.0,5.8409567440257355,0.04561480353860294,68
diag,diag_rank_asc,0.1,0.9558823529411765,0.29411764705882354,72.1470588235294,4.0,5.847448012408088,0.07736026539522059,68
diag,diag_rank_asc,0.2,0.9558823529411765,0.29411764705882354,75.54411764705883,4.0,5.824677411247702,0.14866099638097427,68
diag,diag_rank_asc,0.3,0.9558823529411765,0.29411764705882354,73.11764705882354,4.0,5.88641357421875,0.19288904526654413,68
diag,diag_rank_asc,0.5,0.8529411764705882,0.2647058823529412,94.0,5.0,5.893368889303768,0.3349546544692096,68
hihp,hihp_imp_asc,0.05,0.9705882352941176,0.29411764705882354,68.6029411764706,4.0,5.721561207490809,0.208740234375,68
hihp,hihp_imp_asc,0.1,0.8970588235294118,0.2647058823529412,67.33823529411765,4.5,5.705724379595588,0.3675932042738971,68
hihp,hihp_imp_asc,0.2,0.75,0.2647058823529412,79.61764705882354,5.0,5.567033543306239,0.7709232779110179,68
hihp,hihp_imp_asc,0.3,0.6029411764705882,0.25,174.0,4.0,4.964496388154871,1.469804651596967,68
hihp,hihp_imp_asc,0.5,0.23529411764705882,0.04411764705882353,2742.044117647059,488.5,-1.0785899442784928,6.283759622012868,68
hihp,hihp_imp_desc,0.05,0.47058823529411764,0.1323529411764706,850.4705882352941,48.0,0.43126723345588236,3.6135720645680145,68
hihp,hihp_imp_desc,0.1,0.35294117647058826,0.08823529411764706,1394.8088235294117,190.0,-0.5797024895163143,4.667555416331572,68
hihp,hihp_imp_desc,0.2,0.27941176470588236,0.058823529411764705,2192.926470588235,331.5,-1.0087172564338236,5.6197043026194855,68
hihp,hihp_imp_desc,0.3,0.23529411764705882,0.04411764705882353,2469.3088235294117,458.5,-1.0797083237591911,6.036832921645221,68
hihp,hihp_imp_desc,0.5,0.23529411764705882,0.04411764705882353,2742.044117647059,488.5,-1.0785899442784928,6.283759622012868,68
hilp,hilp_imp_asc,0.05,0.9852941176470589,0.29411764705882354,69.75,4.0,5.890678854549632,0.1362627814797794,68
hilp,hilp_imp_asc,0.1,0.9558823529411765,0.3088235294117647,67.38235294117646,4.0,5.856409185072955,0.24383544921875,68
hilp,hilp_imp_asc,0.2,0.9117647058823529,0.29411764705882354,76.6029411764706,4.5,5.866675881778493,0.2945287367876838,68
hilp,hilp_imp_asc,0.3,0.9117647058823529,0.29411764705882354,76.6029411764706,4.5,5.866675881778493,0.2945287367876838,68
hilp,hilp_imp_asc,0.5,0.9117647058823529,0.29411764705882354,76.6029411764706,4.5,5.866675881778493,0.2945287367876838,68
hilp,hilp_imp_desc,0.05,0.9558823529411765,0.27941176470588236,75.26470588235294,4.0,5.825413423426011,0.2129058837890625,68
hilp,hilp_imp_desc,0.1,0.9117647058823529,0.29411764705882354,73.51470588235294,4.5,5.849108976476333,0.2683235617244945,68
hilp,hilp_imp_desc,0.2,0.9117647058823529,0.29411764705882354,76.6029411764706,4.5,5.866675881778493,0.2945287367876838,68
hilp,hilp_imp_desc,0.3,0.9117647058823529,0.29411764705882354,76.6029411764706,4.5,5.866675881778493,0.2945287367876838,68
hilp,hilp_imp_desc,0.5,0.9117647058823529,0.29411764705882354,76.6029411764706,4.5,5.866675881778493,0.2945287367876838,68
