group,ratio,k,k_actual,trial_id,delta_target_signed,delta_target_abs
C_imp_asc,0.01,2964,2964,0,0.027344,0.027344
C_imp_asc,0.01,2964,2964,1,-0.023438,0.023438
C_imp_asc,0.01,2964,2964,2,-0.007812,0.007812
C_imp_asc,0.01,2964,2964,3,0.068359,0.068359
C_imp_asc,0.01,2964,2964,4,0.025391,0.025391
C_imp_asc,0.01,2964,2964,5,-0.037109,0.037109
C_imp_asc,0.01,2964,2964,6,-0.164062,0.164062
C_imp_asc,0.01,2964,2964,7,-0.064453,0.064453
C_imp_asc,0.01,2964,2964,8,-0.037109,0.037109
C_imp_asc,0.01,2964,2964,9,0.050781,0.050781
C_imp_asc,0.01,2964,2964,10,-0.077148,0.077148
C_imp_asc,0.01,2964,2964,11,-0.578125,0.578125
C_imp_asc,0.01,2964,2964,12,0.007812,0.007812
C_imp_asc,0.01,2964,2964,13,0.273438,0.273438
C_imp_asc,0.01,2964,2964,14,-0.013672,0.013672
C_imp_asc,0.01,2964,2964,15,0.0625,0.0625
C_imp_asc,0.01,2964,2964,16,0.070312,0.070312
C_imp_asc,0.01,2964,2964,17,0.052734,0.052734
C_imp_asc,0.01,2964,2964,18,0.101562,0.101562
C_imp_asc,0.01,2964,2964,19,-0.007812,0.007812
C_imp_asc,0.01,2964,2964,20,-0.185547,0.185547
C_imp_asc,0.01,2964,2964,21,1.054688,1.054688
C_imp_asc,0.01,2964,2964,22,-0.040039,0.040039
C_imp_asc,0.01,2964,2964,23,-0.060547,0.060547
C_imp_asc,0.01,2964,2964,24,-0.119141,0.119141
C_imp_asc,0.01,2964,2964,25,-0.044922,0.044922
C_imp_asc,0.01,2964,2964,26,-0.164062,0.164062
C_imp_asc,0.01,2964,2964,27,-0.003906,0.003906
C_imp_asc,0.01,2964,2964,28,-0.017578,0.017578
C_imp_asc,0.01,2964,2964,29,-0.086914,0.086914
C_imp_asc,0.01,2964,2964,30,-0.061523,0.061523
C_imp_asc,0.01,2964,2964,31,0.359375,0.359375
C_imp_asc,0.01,2964,2964,32,-0.001953,0.001953
C_imp_asc,0.01,2964,2964,33,-0.064453,0.064453
C_imp_asc,0.01,2964,2964,34,0.0,0.0
C_imp_asc,0.01,2964,2964,35,0.009766,0.009766
C_imp_asc,0.01,2964,2964,36,0.046875,0.046875
C_imp_asc,0.01,2964,2964,37,0.001953,0.001953
C_imp_asc,0.01,2964,2964,38,0.087891,0.087891
C_imp_asc,0.01,2964,2964,39,-0.021484,0.021484
C_imp_asc,0.01,2964,2964,40,-0.01416,0.01416
C_imp_asc,0.01,2964,2964,41,0.671875,0.671875
C_imp_asc,0.01,2964,2964,42,0.044922,0.044922
C_imp_asc,0.01,2964,2964,43,-0.054688,0.054688
C_imp_asc,0.01,2964,2964,44,0.058594,0.058594
C_imp_asc,0.01,2964,2964,45,-0.039062,0.039062
C_imp_asc,0.01,2964,2964,46,0.632812,0.632812
C_imp_asc,0.01,2964,2964,47,0.042969,0.042969
C_imp_asc,0.01,2964,2964,48,-0.484375,0.484375
C_imp_asc,0.01,2964,2964,49,0.4375,0.4375
C_pert_asc,0.01,2964,2964,0,-0.003906,0.003906
C_pert_asc,0.01,2964,2964,1,-0.007812,0.007812
C_pert_asc,0.01,2964,2964,2,-0.015625,0.015625
C_pert_asc,0.01,2964,2964,3,0.009766,0.009766
C_pert_asc,0.01,2964,2964,4,-0.017578,0.017578
C_pert_asc,0.01,2964,2964,5,-0.005859,0.005859
C_pert_asc,0.01,2964,2964,6,0.039062,0.039062
C_pert_asc,0.01,2964,2964,7,-0.035156,0.035156
C_pert_asc,0.01,2964,2964,8,-0.000977,0.000977
C_pert_asc,0.01,2964,2964,9,0.003906,0.003906
C_pert_asc,0.01,2964,2964,10,-0.004883,0.004883
C_pert_asc,0.01,2964,2964,11,0.195312,0.195312
C_pert_asc,0.01,2964,2964,12,0.011719,0.011719
C_pert_asc,0.01,2964,2964,13,0.0,0.0
C_pert_asc,0.01,2964,2964,14,0.007812,0.007812
C_pert_asc,0.01,2964,2964,15,0.012695,0.012695
C_pert_asc,0.01,2964,2964,16,-0.039062,0.039062
C_pert_asc,0.01,2964,2964,17,0.03418,0.03418
C_pert_asc,0.01,2964,2964,18,0.009766,0.009766
C_pert_asc,0.01,2964,2964,19,0.0,0.0
C_pert_asc,0.01,2964,2964,20,0.007812,0.007812
C_pert_asc,0.01,2964,2964,21,0.515625,0.515625
C_pert_asc,0.01,2964,2964,22,-0.003906,0.003906
C_pert_asc,0.01,2964,2964,23,0.003906,0.003906
C_pert_asc,0.01,2964,2964,24,0.0,0.0
C_pert_asc,0.01,2964,2964,25,-0.003906,0.003906
C_pert_asc,0.01,2964,2964,26,-0.070312,0.070312
C_pert_asc,0.01,2964,2964,27,0.0,0.0
C_pert_asc,0.01,2964,2964,28,-0.001953,0.001953
C_pert_asc,0.01,2964,2964,29,0.003906,0.003906
C_pert_asc,0.01,2964,2964,30,-0.001953,0.001953
C_pert_asc,0.01,2964,2964,31,0.015625,0.015625
C_pert_asc,0.01,2964,2964,32,0.007812,0.007812
C_pert_asc,0.01,2964,2964,33,0.007812,0.007812
C_pert_asc,0.01,2964,2964,34,-0.007812,0.007812
C_pert_asc,0.01,2964,2964,35,0.005859,0.005859
C_pert_asc,0.01,2964,2964,36,0.078125,0.078125
C_pert_asc,0.01,2964,2964,37,0.007812,0.007812
C_pert_asc,0.01,2964,2964,38,0.003906,0.003906
