layer,head,cell,rsa_max,perturbation_L2,importance_quartile
0,0,D,0.4310514032840729,0.0698712095618248,Q2
0,1,hilp,0.46669140458106995,0.03631818667054176,Q3
0,2,D,0.2656216025352478,0.4370216727256775,Q2
0,3,D,0.2362266480922699,0.09378854930400848,Q2
0,4,D,0.30243757367134094,0.07202469557523727,Q2
0,5,D,0.23660089075565338,0.20492790639400482,Q2
0,6,D,0.20394325256347656,0.09772850573062897,Q1
0,7,D,0.0644560307264328,0.08121208101511002,Q1
0,8,D,0.216054305434227,0.1751411408185959,Q1
0,9,D,0.3176831901073456,0.19318178296089172,Q2
0,10,D,0.31122612953186035,0.20547115802764893,Q2
0,11,D,0.10897043347358704,0.35898125171661377,Q1
0,12,D,0.23068928718566895,0.46494728326797485,Q1
0,13,D,0.3044798672199249,0.04308733716607094,Q2
0,14,D,0.3820876479148865,0.2813131511211395,Q2
0,15,hilp,0.4981478154659271,0.12015082687139511,Q3
1,0,D,0.4089493751525879,0.25706133246421814,Q2
1,1,D,0.32607197761535645,0.4867321252822876,Q2
1,2,hilp,0.4479767680168152,0.22691555321216583,Q3
1,3,D,0.19279217720031738,0.5394460558891296,Q1
1,4,D,0.36536359786987305,0.1906493902206421,Q2
1,5,D,0.14609111845493317,0.2958846688270569,Q1
1,6,D,0.12435568124055862,0.2117554098367691,Q1
1,7,D,0.4365679919719696,0.33874714374542236,Q2
1,8,D,0.3663071393966675,0.304823100566864,Q2
1,9,D,0.2850953936576843,0.280415803194046,Q2
1,10,D,0.13341167569160461,0.3446717858314514,Q1
1,11,hilp,0.4862784147262573,0.2719416320323944,Q3
1,12,hilp,0.493179053068161,0.2840542495250702,Q3
1,13,D,0.344635009765625,0.28996455669403076,Q2
1,14,D,0.2597178816795349,0.45452532172203064,Q2
1,15,D,0.42858627438545227,0.31849753856658936,Q2
2,0,hihp,0.4864233434200287,1.3293936252593994,Q3
2,1,D,0.3600388765335083,0.28487467765808105,Q2
2,2,D,0.23727864027023315,0.28894877433776855,Q2
2,3,hilp,0.4838607609272003,0.406482070684433,Q3
2,4,D,0.13482201099395752,0.8018125295639038,Q1
2,5,hilp,0.45759764313697815,0.33275482058525085,Q3
2,6,D,0.37971511483192444,0.5082260370254517,Q2
2,7,D,0.3852054178714752,0.2821275591850281,Q2
2,8,D,0.11141606420278549,0.27356937527656555,Q1
2,9,D,0.4364015758037567,0.3373960554599762,Q2
2,10,D,0.43119221925735474,0.4550510048866272,Q2
2,11,D,0.10030236840248108,0.2715476155281067,Q1
2,12,hilp,0.49012142419815063,0.3465399742126465,Q3
2,13,hilp,0.4740941822528839,0.36188840866088867,Q3
2,14,D,0.4365242123603821,0.3498915433883667,Q2
2,15,D,0.41539454460144043,0.27819907665252686,Q2
3,0,D,0.4168183207511902,0.6132737994194031,Q2
3,1,hilp,0.49616739153862,0.7334267497062683,Q3
3,2,hilp,0.459308385848999,0.4758705496788025,Q3
3,3,D,0.2866117060184479,0.3076852262020111,Q2
3,4,D,0.3921729326248169,0.30814966559410095,Q2
3,5,D,0.1335229128599167,0.37375497817993164,Q1
3,6,hihp,0.5032703876495361,1.8693236112594604,Q3
3,7,D,0.1826237589120865,0.364322692155838,Q1
3,8,D,0.36138421297073364,0.3154533803462982,Q2
3,9,D,0.23789715766906738,0.08310350775718689,Q2
3,10,D,0.39174684882164,0.8702082633972168,Q2
3,11,hihp,0.49436259269714355,2.449697732925415,Q3
3,12,hilp,0.48876914381980896,0.48666900396347046,Q3
3,13,hihp,0.4972221255302429,5.455951690673828,Q3
3,14,D,0.3953368663787842,0.4582732319831848,Q2
3,15,hilp,0.4885305166244507,0.7660104632377625,Q3
4,0,hilp,0.4725263714790344,0.32294371724128723,Q3
4,1,hilp,0.45500922203063965,0.23865622282028198,Q3
4,2,hilp,0.48366397619247437,0.3562406003475189,Q3
4,3,hihp,0.5082749128341675,3.6906731128692627,Q3
4,4,D,0.3837581276893616,0.5651708245277405,Q2
4,5,hilp,0.4921729862689972,0.4941137433052063,Q3
4,6,hihp,0.5073705911636353,1.1609792709350586,Q3
4,7,hilp,0.493849515914917,0.3594352602958679,Q3
4,8,hilp,0.5039185285568237,0.8809423446655273,Q3
4,9,hilp,0.4779796600341797,0.5084182620048523,Q3
4,10,D,0.38634783029556274,0.24902832508087158,Q2
4,11,D,0.40303167700767517,0.5662444233894348,Q2
4,12,D,0.30308568477630615,0.12852348387241364,Q2
4,13,hilp,0.4615465998649597,0.38145244121551514,Q3
4,14,hihp,0.4996803104877472,2.23797345161438,Q3
4,15,hilp,0.4914054274559021,0.48967084288597107,Q3
5,0,hilp,0.4997464716434479,0.9475428462028503,Q3
5,1,hihp,0.4935900866985321,1.5377449989318848,Q3
5,2,hilp,0.49864786863327026,0.5943905115127563,Q3
5,3,D,0.3103325068950653,0.1456180363893509,Q2
5,4,hilp,0.4444025158882141,0.47409307956695557,Q3
5,5,hilp,0.5082067251205444,0.9260180592536926,Q3
5,6,hilp,0.4850788116455078,0.9530173540115356,Q3
5,7,hilp,0.4755110442638397,0.6238287091255188,Q3
5,8,hilp,0.49092793464660645,0.14412863552570343,Q3
5,9,D,0.4134661555290222,0.648642361164093,Q2
5,10,hilp,0.4989217221736908,0.3912946879863739,Q3
5,11,hihp,0.493226557970047,1.0341994762420654,Q3
5,12,hilp,0.5071896314620972,0.6069512367248535,Q3
5,13,hilp,0.5094913244247437,0.3756333887577057,Q3
5,14,hilp,0.5138455629348755,0.883901834487915,Q4
5,15,hilp,0.4959123432636261,0.7254172563552856,Q3
6,0,hilp,0.5023171305656433,0.6520736813545227,Q3
6,1,hilp,0.45112577080726624,0.6913260221481323,Q3
6,2,hihp,0.5067411661148071,1.2706520557403564,Q3
6,3,hilp,0.497575968503952,0.8306324481964111,Q3
6,4,hilp,0.44208914041519165,0.4090258479118347,Q3
6,5,hihp,0.49954965710639954,1.6005371809005737,Q3
6,6,hihp,0.4954233765602112,1.3141734600067139,Q3
