group,ratio,k,k_actual,prompt_id,delta_loss_signed
C_imp_asc,0.5,72,23,6,-0.7946229733918848
C_imp_asc,0.5,72,23,7,-0.520291930750794
C_imp_asc,0.5,72,23,8,-0.6627385490819027
C_imp_asc,0.5,72,23,9,-1.6528724369249836
C_imp_asc,0.5,72,23,10,0.43912704367386723
C_imp_asc,0.5,72,23,11,-0.7045585230777149
C_imp_asc,0.5,72,23,12,-1.0092154553062045
C_imp_asc,0.5,72,23,13,-0.6786316821449692
C_imp_asc,0.5,72,23,14,-1.3113000769364227
C_imp_asc,0.5,72,23,15,-1.2631173384817025
C_imp_asc,0.5,72,23,16,-0.19033201117264475
C_imp_asc,0.5,72,23,17,-0.143749538220856
C_imp_asc,0.5,72,23,18,-1.137783803437884
C_imp_asc,0.5,72,23,19,-0.8661312304045019
C_imp_asc,0.5,72,23,20,-0.6238700214185222
C_imp_asc,0.5,72,23,21,-0.6175836763883886
C_imp_asc,0.5,72,23,22,-0.9655651293302867
C_imp_asc,0.5,72,23,23,-0.49925226914255205
C_imp_asc,0.5,72,23,24,-0.971362716273255
C_imp_asc,0.5,72,23,25,-0.5860168557418035
C_imp_asc,0.5,72,23,26,-1.0899829111601171
C_imp_asc,0.5,72,23,27,-0.24795281259637036
C_imp_asc,0.5,72,23,28,-0.6856875670583609
C_imp_asc,0.5,72,23,29,-0.9039819617020459
C_imp_asc,0.5,72,23,30,-0.46327099047208975
C_imp_asc,0.5,72,23,31,-2.1082036871659113
C_imp_asc,0.5,72,23,32,-1.7677711185656086
C_imp_asc,0.5,72,23,33,-0.18096331546181332
C_imp_asc,0.5,72,23,34,-1.0226237648411818
C_imp_asc,0.5,72,23,35,0.06820001100238926
C_imp_asc,0.5,72,23,36,0.20005316483347002
C_imp_asc,0.5,72,23,37,-0.9079281154431804
C_imp_asc,0.5,72,23,38,-0.598985973157383
C_imp_asc,0.5,72,23,39,0.35971044239244776
C_imp_asc,0.5,72,23,40,-0.5714263916015625
C_imp_asc,0.5,72,23,41,-0.5951756176195673
C_imp_asc,0.5,72,23,42,-1.1033166082281802
C_imp_asc,0.5,72,23,43,-1.2288259205065266
C_imp_asc,0.5,72,23,44,-1.571872058667637
C_imp_asc,0.5,72,23,45,-0.7399202647962078
C_imp_asc,0.5,72,23,46,-0.912698344180459
C_imp_asc,0.5,72,23,47,0.5399392780504719
C_imp_asc,0.5,72,23,48,-0.10096848638434253
C_imp_asc,0.5,72,23,49,-0.14698219299316406
C_imp_asc,0.5,72,23,50,-0.9405712830392954
C_imp_asc,0.5,72,23,51,-0.9098179967779849
C_imp_asc,0.5,72,23,52,-1.758247475875054
C_imp_asc,0.5,72,23,53,-1.3911668375918733
C_imp_asc,0.5,72,23,54,-1.2456436659160417
C_imp_asc,0.5,72,23,55,-0.7372522856059813
C_imp_asc,0.5,72,23,56,-0.5063390731811523
C_imp_asc,0.5,72,23,57,0.5606973547684504
C_imp_asc,0.5,72,23,58,-0.6047426524915203
C_imp_asc,0.5,72,23,59,-1.2196022836785545
C_imp_asc,0.5,72,23,60,-0.5943225308468456
C_imp_asc,0.5,72,23,61,-0.4109038302772916
C_imp_asc,0.5,72,23,62,-0.3668441772460955
C_imp_asc,0.5,72,23,63,0.010121094553095844
C_imp_asc,0.5,72,23,64,-0.583794694197806
C_imp_asc,0.5,72,23,65,-0.9166710502222948
C_imp_asc,0.5,72,23,66,-1.2912687251442367
C_imp_asc,0.5,72,23,67,-1.0787157259489355
C_imp_asc,0.5,72,23,68,-0.6154074417917368
C_imp_asc,0.5,72,23,69,-0.7729952962774984
C_imp_asc,0.5,72,23,70,-1.215684940940454
C_imp_asc,0.5,72,23,71,-0.42172823454204256
C_imp_asc,0.5,72,23,72,-0.6768060483430549
C_imp_asc,0.5,72,23,73,0.6738262176513672
C_imp_asc,0.5,72,23,74,-0.6402551751387744
C_imp_asc,0.5,72,23,75,-0.8832281514217968
C_imp_asc,0.5,72,23,76,-0.9508718691374121
C_imp_asc,0.5,72,23,77,-1.324043575086094
C_imp_asc,0.5,72,23,78,-0.9092302824321532
C_imp_asc,0.5,72,23,79,-0.8336186910930437
C_imp_asc,0.5,72,23,80,-0.8949370133249381
C_imp_asc,0.5,72,23,81,-0.23204683002672866
C_imp_asc,0.5,72,23,82,-1.1696182552136882
C_imp_asc,0.5,72,23,83,-0.9859416861283137
C_imp_asc,0.5,72,23,84,-0.7600261788619189
C_imp_asc,0.5,72,23,85,0.42838528281764
C_imp_asc,0.5,72,23,86,-1.0314073060688216
C_imp_asc,0.5,72,23,87,-0.37380750555741216
C_imp_asc,0.5,72,23,88,-1.4895811080932617
C_imp_asc,0.5,72,23,89,-0.19417930904187486
C_imp_asc,0.5,72,23,90,-0.23890329662122411
C_imp_asc,0.5,72,23,91,-1.3960136614347753
C_imp_asc,0.5,72,23,92,-0.4213657881084245
C_imp_asc,0.5,72,23,93,-1.1225798004551955
C_imp_asc,0.5,72,23,94,1.0758744791934358
C_imp_asc,0.5,72,23,95,-1.2933513741744171
C_imp_asc,0.5,72,23,96,1.0981213419060936
C_imp_asc,0.5,72,23,97,-1.0342462439286066
C_imp_asc,0.5,72,23,98,-1.0990484639217986
C_imp_asc,0.5,72,23,99,-0.9466333891216081
C_imp_asc,0.5,72,23,100,0.1600678594488869
C_imp_asc,0.5,72,23,101,-0.616155574196263
C_imp_asc,0.5,72,23,102,-1.527380742524798
C_imp_asc,0.5,72,23,103,-0.7763882185283464
C_imp_asc,0.5,72,23,104,-0.39936836142289067
C_imp_asc,0.5,72,23,105,0.08855734373393531
C_imp_asc,0.5,72,23,106,-0.9087876771625734
C_imp_asc,0.5,72,23,107,0.3452321102744662
C_imp_asc,0.5,72,23,108,-2.067692957426374
C_imp_asc,0.5,72,23,109,-0.7225428631431186
C_imp_asc,0.5,72,23,110,-0.3108008033350913
C_imp_asc,0.5,72,23,111,-0.4797388377942511
C_imp_asc,0.5,72,23,112,1.1350594068828386
C_imp_asc,0.5,72,23,113,-1.07098644658139
C_imp_asc,0.5,72,23,114,0.05310018439041997
C_imp_asc,0.5,72,23,115,0.03225251248008476
C_imp_asc,0.5,72,23,116,0.21551398227089358
C_imp_asc,0.5,72,23,117,0.190745102731805
C_imp_asc,0.5,72,23,118,-0.6456372612401058
C_imp_asc,0.5,72,23,119,-0.9231251164486522
C_imp_asc,0.5,72,23,120,-0.48721976029245795
C_imp_asc,0.5,72,23,121,-0.7403843528346012
C_imp_asc,0.5,72,23,122,0.4607065602352751
C_imp_asc,0.5,72,23,123,-0.4580306504902083
C_imp_asc,0.5,72,23,124,-0.4063895878038899
C_imp_asc,0.5,72,23,125,-0.5433989575034701
C_imp_asc,0.5,72,23,126,0.2434188441226368
C_imp_asc,0.5,72,23,127,-0.9111504303781608
C_imp_asc,0.5,72,23,128,-2.275005742123252
C_imp_asc,0.5,72,23,129,-0.753285433116714
C_imp_asc,0.5,72,23,130,-0.8145567743401756
C_imp_asc,0.5,72,23,131,-0.10744345815558276
C_imp_asc,0.5,72,23,132,-0.5481840434827312
C_imp_asc,0.5,72,23,133,-0.5133144479048859
C_imp_asc,0.5,72,23,134,-1.2779938045300945
C_imp_asc,0.5,72,23,135,0.2085362986514454
C_imp_asc,0.5,72,23,136,-0.5893300458004607
C_imp_asc,0.5,72,23,137,-0.8161794260928481
C_imp_asc,0.5,72,23,138,-1.308194812975433
C_imp_asc,0.5,72,23,139,-0.111834500965319
C_imp_asc,0.5,72,23,140,0.057365568060625094
C_imp_asc,0.5,72,23,141,-0.2660439139918278
C_imp_asc,0.5,72,23,142,-0.4341371686835025
C_imp_asc,0.5,72,23,143,-0.8700670443083105
C_imp_asc,0.5,72,23,144,-0.49615071949205714
C_imp_asc,0.5,72,23,145,-0.745298586393659
C_imp_asc,0.5,72,23,146,-1.0414516047427522
C_imp_asc,0.5,72,23,147,-0.8443005210474936
C_imp_asc,0.5,72,23,148,-0.9464090497870217
C_imp_asc,0.5,72,23,149,-1.2041947214226987
C_imp_asc,0.5,72,23,150,-0.25270662809673183
C_imp_asc,0.5,72,23,151,-0.47511427026045894
C_imp_asc,0.5,72,23,152,-0.656121856287907
C_imp_asc,0.5,72,23,153,-0.970557965730368
C_imp_asc,0.5,72,23,154,0.7720265137521842
C_imp_asc,0.5,72,23,155,-1.5777137655960907
C_imp_asc,0.5,72,23,156,-1.788368024324118
C_imp_asc,0.5,72,23,157,-0.6581471091822557
C_imp_asc,0.5,72,23,158,-0.7394177286248471
C_imp_asc,0.5,72,23,159,-0.9134527507581183
C_imp_asc,0.5,72,23,160,-0.8024012916966488
C_imp_asc,0.5,72,23,161,-1.6689081944917383
C_imp_asc,0.5,72,23,162,-1.1460128583406153
C_imp_asc,0.5,72,23,163,-0.8932604538766942
C_imp_asc,0.5,72,23,164,-0.8579867513556216
C_imp_asc,0.5,72,23,165,-1.5007371024081593
C_imp_asc,0.5,72,23,166,-1.1340270795320215
C_imp_asc,0.5,72,23,167,-0.4771084032560644
C_imp_asc,0.5,72,23,168,0.6748253671746482
C_imp_asc,0.5,72,23,169,-0.12857095818770503
C_imp_asc,0.5,72,23,170,-1.3489288279884732
C_imp_asc,0.5,72,23,171,0.041612574928684865
C_imp_asc,0.5,72,23,172,-0.6464271043476302
C_imp_asc,0.5,72,23,173,-0.46753562124152026
C_imp_asc,0.5,72,23,174,0.8983779957419955
C_imp_asc,0.5,72,23,175,-0.7992525602641862
C_imp_asc,0.5,72,23,176,-0.5729215521561457
C_imp_asc,0.5,72,23,177,-0.06421159443102553
C_imp_asc,0.5,72,23,178,-0.6988865952742707
C_imp_asc,0.5,72,23,179,-0.7700743926198861
C_imp_asc,0.5,72,23,180,-0.9289491051121743
C_imp_asc,0.5,72,23,181,0.080541761297928
C_imp_asc,0.5,72,23,182,-0.13213092402408222
C_imp_asc,0.5,72,23,183,-0.32539222114964517
C_imp_asc,0.5,72,23,184,-1.1536447625411164
C_imp_asc,0.5,72,23,185,-0.30244380549380523
C_imp_asc,0.5,72,23,186,-0.5712101334019728
C_imp_asc,0.5,72,23,187,-0.5155616057546517
C_imp_asc,0.5,72,23,188,-0.5813719598870524
C_imp_asc,0.5,72,23,189,0.13029851411518223
C_imp_asc,0.5,72,23,190,-0.30094277231316724
C_imp_asc,0.5,72,23,191,0.46683884294409594
C_imp_asc,0.5,72,23,192,-2.134351429186367
C_imp_asc,0.5,72,23,193,0.03594689620168623
C_imp_asc,0.5,72,23,194,-0.3585569984034507
C_imp_asc,0.5,72,23,195,-0.8597631956401628
C_imp_asc,0.5,72,23,196,-0.950153049669769
C_imp_asc,0.5,72,23,197,-0.3135648024709603
C_imp_asc,0.5,72,23,198,-0.48283070012142915
C_imp_asc,0.5,72,23,199,-1.6643883052625146
C_pert_asc,0.01,2,2,0,0.12285774632504243
C_pert_asc,0.01,2,2,1,0.033022328426962844
C_pert_asc,0.01,2,2,2,0.11703922874049155
C_pert_asc,0.01,2,2,3,-0.012179274308056875
C_pert_asc,0.01,2,2,4,0.07838585502222983
C_pert_asc,0.01,2,2,5,-0.01018172816226226
C_pert_asc,0.01,2,2,6,-0.02389551463880224
C_pert_asc,0.01,2,2,7,-0.030438272576581937
C_pert_asc,0.01,2,2,8,-0.052346154263144484
C_pert_asc,0.01,2,2,9,0.030728691502620364
C_pert_asc,0.01,2,2,10,-0.019152089169150344
C_pert_asc,0.01,2,2,11,0.12406304008082358
C_pert_asc,0.01,2,2,12,0.1760147998207504
C_pert_asc,0.01,2,2,13,0.08013936092979002
C_pert_asc,0.01,2,2,14,0.0670961078844563
C_pert_asc,0.01,2,2,15,0.05403724469636728
C_pert_asc,0.01,2,2,16,0.0642137652949284
C_pert_asc,0.01,2,2,17,0.027494028994912156
C_pert_asc,0.01,2,2,18,-0.013749323393170698
C_pert_asc,0.01,2,2,19,0.12703137648733076
C_pert_asc,0.01,2,2,20,0.058528900146484375
C_pert_asc,0.01,2,2,21,0.023851344459934865
C_pert_asc,0.01,2,2,22,0.11333473105179337
C_pert_asc,0.01,2,2,23,-0.017935652481881448
C_pert_asc,0.01,2,2,24,0.04663964321738945
C_pert_asc,0.01,2,2,25,-0.024369440580670698
C_pert_asc,0.01,2,2,26,-0.07986939580817065
C_pert_asc,0.01,2,2,27,0.12482803746273419
C_pert_asc,0.01,2,2,28,0.0777730941772461
C_pert_asc,0.01,2,2,29,-0.004557659751490917
C_pert_asc,0.01,2,2,30,0.0767701299566994
C_pert_asc,0.01,2,2,31,-0.04978978006463208
C_pert_asc,0.01,2,2,32,0.03728630668238608
C_pert_asc,0.01,2,2,33,0.08189793636924314
C_pert_asc,0.01,2,2,34,0.04871769955283689
C_pert_asc,0.01,2,2,35,0.014753492254961031
C_pert_asc,0.01,2,2,36,-0.01736676065545595
C_pert_asc,0.01,2,2,37,-0.07123475325735029
C_pert_asc,0.01,2,2,38,-0.009764420358759907
C_pert_asc,0.01,2,2,39,0.09802050339548174
C_pert_asc,0.01,2,2,40,0.00021512884842422864
C_pert_asc,0.01,2,2,41,-0.04176611649362627
C_pert_asc,0.01,2,2,42,-0.07209712580630523
C_pert_asc,0.01,2,2,43,-0.022806970696699125
C_pert_asc,0.01,2,2,44,0.12244189412970385
C_pert_asc,0.01,2,2,45,0.0058003977725391564
C_pert_asc,0.01,2,2,46,-0.024551692761871635
C_pert_asc,0.01,2,2,47,-0.12091380671450835
C_pert_asc,0.01,2,2,48,0.03804267080206358
C_pert_asc,0.01,2,2,49,0.11028159292120776
C_pert_asc,0.01,2,2,50,0.048493535895095974
C_pert_asc,0.01,2,2,51,0.06959734464946621
C_pert_asc,0.01,2,2,52,0.07118641702752271
C_pert_asc,0.01,2,2,53,0.02653980255126953
C_pert_asc,0.01,2,2,54,0.02226427981727852
C_pert_asc,0.01,2,2,55,0.03316894330476572
C_pert_asc,0.01,2,2,56,0.010270419873689818
C_pert_asc,0.01,2,2,57,0.21176037035490225
C_pert_asc,0.01,2,2,58,-0.07001691115529951
C_pert_asc,0.01,2,2,59,0.026219970301578854
C_pert_asc,0.01,2,2,60,-0.00010992351331040595
C_pert_asc,0.01,2,2,61,-0.05921333714535493
C_pert_asc,0.01,2,2,62,-0.023030481840434547
C_pert_asc,0.01,2,2,63,0.04513765636243505
C_pert_asc,0.01,2,2,64,0.11746577212684883
C_pert_asc,0.01,2,2,65,-0.007161090248509083
C_pert_asc,0.01,2,2,66,0.008777668601586797
C_pert_asc,0.01,2,2,67,0.10900065773411782
C_pert_asc,0.01,2,2,68,0.02833391490735515
C_pert_asc,0.01,2,2,69,-0.09365628895006672
C_pert_asc,0.01,2,2,70,0.015656646929290474
C_pert_asc,0.01,2,2,71,0.056937217712402344
C_pert_asc,0.01,2,2,72,0.008416978936445219
C_pert_asc,0.01,2,2,73,-0.027698868199397708
C_pert_asc,0.01,2,2,74,0.08792355186060696
C_pert_asc,0.01,2,2,75,0.18176731310392746
C_pert_asc,0.01,2,2,76,-0.035069566023974375
C_pert_asc,0.01,2,2,77,0.11351816277754878
C_pert_asc,0.01,2,2,78,-0.02307696091501299
C_pert_asc,0.01,2,2,79,-0.00960031308625986
C_pert_asc,0.01,2,2,80,-0.012752231798671687
C_pert_asc,0.01,2,2,81,0.08461480391652998
C_pert_asc,0.01,2,2,82,0.11748318923147139
C_pert_asc,0.01,2,2,83,0.015668316891318312
C_pert_asc,0.01,2,2,84,0.043236782676295604
C_pert_asc,0.01,2,2,85,0.005578743784052875
C_pert_asc,0.01,2,2,86,0.024268326006437135
C_pert_asc,0.01,2,2,87,0.09715908452083966
C_pert_asc,0.01,2,2,88,-0.03508397152549492
C_pert_asc,0.01,2,2,89,0.024383319051644037
C_pert_asc,0.01,2,2,90,0.03323103252209947
C_pert_asc,0.01,2,2,91,0.1055372639706249
C_pert_asc,0.01,2,2,92,0.16819557390714834
C_pert_asc,0.01,2,2,93,0.08788738752666347
C_pert_asc,0.01,2,2,94,-0.11376988260369814
C_pert_asc,0.01,2,2,95,0.18135361922414717
C_pert_asc,0.01,2,2,96,0.09865283966064453
C_pert_asc,0.01,2,2,97,-0.08583987386603198
C_pert_asc,0.01,2,2,98,0.0429927424380665
C_pert_asc,0.01,2,2,99,-0.08071698640522129
C_pert_asc,0.01,2,2,100,0.09769509968004897
C_pert_asc,0.01,2,2,101,0.08446854039242346
C_pert_asc,0.01,2,2,102,-0.15254331889905437
C_pert_asc,0.01,2,2,103,0.03484580391331704
C_pert_asc,0.01,2,2,104,-0.004288522820726115
C_pert_asc,0.01,2,2,105,0.06590025048506831
C_pert_asc,0.01,2,2,106,0.03196723837601567
C_pert_asc,0.01,2,2,107,-0.02166482021933902
C_pert_asc,0.01,2,2,108,0.06799823359439117
C_pert_asc,0.01,2,2,109,0.11549844239887364
C_pert_asc,0.01,2,2,110,0.12175976602654615
C_pert_asc,0.01,2,2,111,0.026519022489850386
C_pert_asc,0.01,2,2,112,-0.01104189220227525
C_pert_asc,0.01,2,2,113,-0.12962582236842124
C_pert_asc,0.01,2,2,114,-0.0022795827765200727
C_pert_asc,0.01,2,2,115,0.015150521930895167
C_pert_asc,0.01,2,2,116,0.10346804167094881
C_pert_asc,0.01,2,2,117,0.027263892324345562
C_pert_asc,0.01,2,2,118,0.037825433831466526
C_pert_asc,0.01,2,2,119,0.03337835010729506
C_pert_asc,0.01,2,2,120,0.06516491739373365
C_pert_asc,0.01,2,2,121,0.16332726729543623
C_pert_asc,0.01,2,2,122,0.024789709793894943
C_pert_asc,0.01,2,2,123,0.047726380197627094
C_pert_asc,0.01,2,2,124,0.015292217856959667
C_pert_asc,0.01,2,2,125,0.12473251945094077
C_pert_asc,0.01,2,2,126,-0.041314777575038875
C_pert_asc,0.01,2,2,127,0.10429457614296211
C_pert_asc,0.01,2,2,128,0.12415032637746748
C_pert_asc,0.01,2,2,129,0.02446229834305491
C_pert_asc,0.01,2,2,130,0.15175086573550622
C_pert_asc,0.01,2,2,131,0.11560726165771484
C_pert_asc,0.01,2,2,132,0.02288532257080078
C_pert_asc,0.01,2,2,133,-0.09406320672286128
C_pert_asc,0.01,2,2,134,0.04730696427194658
C_pert_asc,0.01,2,2,135,0.024542306598863917
C_pert_asc,0.01,2,2,136,0.17616372359426435
C_pert_asc,0.01,2,2,137,-0.04720682846872393
C_pert_asc,0.01,2,2,138,0.05219088102641933
C_pert_asc,0.01,2,2,139,0.007758341337506636
C_pert_asc,0.01,2,2,140,-0.009085103085165969
C_pert_asc,0.01,2,2,141,-0.01945816843133308
C_pert_asc,0.01,2,2,142,0.022831992099160203
C_pert_asc,0.01,2,2,143,0.046952548779941594
C_pert_asc,0.01,2,2,144,0.04253041116815126
C_pert_asc,0.01,2,2,145,-0.02148467616031091
C_pert_asc,0.01,2,2,146,-0.04078031841077312
C_pert_asc,0.01,2,2,147,0.02665318940815098
C_pert_asc,0.01,2,2,148,0.2552264615109081
C_pert_asc,0.01,2,2,149,0.1616037268387629
C_pert_asc,0.01,2,2,150,0.08634040230198892
C_pert_asc,0.01,2,2,151,0.05210314298930996
C_pert_asc,0.01,2,2,152,-0.008300831443385448
C_pert_asc,0.01,2,2,153,0.06111536527934547
C_pert_asc,0.01,2,2,154,0.03604773471229805
C_pert_asc,0.01,2,2,155,0.10704376823023765
C_pert_asc,0.01,2,2,156,0.035283138877463927
C_pert_asc,0.01,2,2,157,0.014315053036337844
C_pert_asc,0.01,2,2,158,0.04878355327405259
C_pert_asc,0.01,2,2,159,0.08937343798185893
C_pert_asc,0.01,2,2,160,0.07055367921527989
C_pert_asc,0.01,2,2,161,0.0049763478730859845
C_pert_asc,0.01,2,2,162,0.0028367293508431146
C_pert_asc,0.01,2,2,163,-0.012908283032867729
C_pert_asc,0.01,2,2,164,0.023207815069902438
C_pert_asc,0.01,2,2,165,0.012845378173024002
C_pert_asc,0.01,2,2,166,0.04222644002813958
C_pert_asc,0.01,2,2,167,0.0445262005454623
C_pert_asc,0.01,2,2,168,0.04314317201313145
C_pert_asc,0.01,2,2,169,-0.02142399235775372
C_pert_asc,0.01,2,2,170,0.020954332853619917
C_pert_asc,0.01,2,2,171,0.010020557202789604
C_pert_asc,0.01,2,2,172,-0.03448682082326826
C_pert_asc,0.01,2,2,173,0.054415150692587844
C_pert_asc,0.01,2,2,174,0.1574063552053353
C_pert_asc,0.01,2,2,175,-0.06300379100598619
C_pert_asc,0.01,2,2,176,-0.05136113417776045
C_pert_asc,0.01,2,2,177,0.16144446322792305
C_pert_asc,0.01,2,2,178,0.08045429932443682
C_pert_asc,0.01,2,2,179,0.07033423373573733
C_pert_asc,0.01,2,2,180,-0.012836908039293604
C_pert_asc,0.01,2,2,181,0.11724913747687005
C_pert_asc,0.01,2,2,182,0.0667344645450001
C_pert_asc,0.01,2,2,183,-0.01383947071276026
C_pert_asc,0.01,2,2,184,-0.032068202370091115
C_pert_asc,0.01,2,2,185,0.10263297432347507
C_pert_asc,0.01,2,2,186,-0.060642242431640625
C_pert_asc,0.01,2,2,187,0.11841302168996748
C_pert_asc,0.01,2,2,188,-0.11877983494808753
C_pert_asc,0.01,2,2,189,0.08712562761808584
C_pert_asc,0.01,2,2,190,0.09221503609105142
C_pert_asc,0.01,2,2,191,0.03355805497420583
C_pert_asc,0.01,2,2,192,0.10417371047170576
C_pert_asc,0.01,2,2,193,0.08144423836155923
C_pert_asc,0.01,2,2,194,-0.01175383517616524
C_pert_asc,0.01,2,2,195,0.007088611000462208
C_pert_asc,0.01,2,2,196,-0.026909476832340573
C_pert_asc,0.01,2,2,197,-0.08541779769094404
C_pert_asc,0.01,2,2,198,0.003131113554299958
C_pert_asc,0.01,2,2,199,0.03740707196687332
C_pert_asc,0.03,5,5,0,0.24263005507619795
C_pert_asc,0.03,5,5,1,0.13438179618433566
C_pert_asc,0.03,5,5,2,0.2238683198627669
C_pert_asc,0.03,5,5,3,0.01771650816264625
C_pert_asc,0.03,5,5,4,0.12627200076454415
C_pert_asc,0.03,5,5,5,0.02036195052297529
C_pert_asc,0.03,5,5,6,-0.0019922758403581042
C_pert_asc,0.03,5,5,7,-0.004167857923004448
C_pert_asc,0.03,5,5,8,0.12266246896041189
C_pert_asc,0.03,5,5,9,0.04665500239322107
C_pert_asc,0.03,5,5,10,-0.0005543357447557185
C_pert_asc,0.03,5,5,11,0.09974419443230786
C_pert_asc,0.03,5,5,12,0.3426591471621876
C_pert_asc,0.03,5,5,13,0.09819587908293137
C_pert_asc,0.03,5,5,14,0.19700075450696275
C_pert_asc,0.03,5,5,15,0.16989567405299155
C_pert_asc,0.03,5,5,16,0.12983931365766033
C_pert_asc,0.03,5,5,17,0.02930801793148774
C_pert_asc,0.03,5,5,18,0.09160779651842432
C_pert_asc,0.03,5,5,19,0.2772334500363023
C_pert_asc,0.03,5,5,20,0.35279186148392583
C_pert_asc,0.03,5,5,21,0.09530719957853506
C_pert_asc,0.03,5,5,22,0.1578529006556444
C_pert_asc,0.03,5,5,23,0.058992536444414156
C_pert_asc,0.03,5,5,24,-0.03410575264378579
C_pert_asc,0.03,5,5,25,-0.04847225389982768
C_pert_asc,0.03,5,5,26,-0.08091525027626645
C_pert_asc,0.03,5,5,27,0.1645526885986328
C_pert_asc,0.03,5,5,28,0.15035513827675295
C_pert_asc,0.03,5,5,29,0.16091572610955396
C_pert_asc,0.03,5,5,30,0.09867688229209648
C_pert_asc,0.03,5,5,31,0.11640644073486328
C_pert_asc,0.03,5,5,32,0.07845040371543632
C_pert_asc,0.03,5,5,33,0.06677948801140943
C_pert_asc,0.03,5,5,34,0.07873198860569985
C_pert_asc,0.03,5,5,35,0.14129483072381177
C_pert_asc,0.03,5,5,36,0.045214502434980375
C_pert_asc,0.03,5,5,37,-0.039700257150752094
C_pert_asc,0.03,5,5,38,0.09192798012181314
C_pert_asc,0.03,5,5,39,0.05404387022319668
C_pert_asc,0.03,5,5,40,0.0741719195717252
C_pert_asc,0.03,5,5,41,0.009639438829921687
C_pert_asc,0.03,5,5,42,-0.11907768249511719
C_pert_asc,0.03,5,5,43,0.10185949425948237
C_pert_asc,0.03,5,5,44,0.08207737772088208
C_pert_asc,0.03,5,5,45,-0.10157640356766606
C_pert_asc,0.03,5,5,46,0.08107059880306977
C_pert_asc,0.03,5,5,47,0.12541760896381504
C_pert_asc,0.03,5,5,48,-0.024616893969085396
C_pert_asc,0.03,5,5,49,0.07098862999364286
C_pert_asc,0.03,5,5,50,0.14690263647782054
C_pert_asc,0.03,5,5,51,0.023340225219726562
C_pert_asc,0.03,5,5,52,0.14629323858963694
C_pert_asc,0.03,5,5,53,0.12800056055972497
C_pert_asc,0.03,5,5,54,-0.04119566867226254
C_pert_asc,0.03,5,5,55,0.08772900230006186
C_pert_asc,0.03,5,5,56,0.021720635263543286
C_pert_asc,0.03,5,5,57,0.28481603923596666
C_pert_asc,0.03,5,5,58,-0.04502341621800454
C_pert_asc,0.03,5,5,59,0.19688018999601908
C_pert_asc,0.03,5,5,60,0.020695360083330172
C_pert_asc,0.03,5,5,61,-0.10933138194837255
C_pert_asc,0.03,5,5,62,0.020936765168842797
C_pert_asc,0.03,5,5,63,0.18010094291285483
C_pert_asc,0.03,5,5,64,0.1927881742778581
C_pert_asc,0.03,5,5,65,0.036432667782431594
C_pert_asc,0.03,5,5,66,0.05637038381476067
C_pert_asc,0.03,5,5,67,-0.03481859909860674
C_pert_asc,0.03,5,5,68,0.16757739217657708
C_pert_asc,0.03,5,5,69,-0.3309776406539111
C_pert_asc,0.03,5,5,70,0.08224833639044604
C_pert_asc,0.03,5,5,71,0.12636169634367356
C_pert_asc,0.03,5,5,72,0.36146806415758626
C_pert_asc,0.03,5,5,73,0.12172302446867533
C_pert_asc,0.03,5,5,74,0.1955200496472802
C_pert_asc,0.03,5,5,75,0.23494057906301435
C_pert_asc,0.03,5,5,76,-0.05854727092541978
C_pert_asc,0.03,5,5,77,0.1914576982197005
C_pert_asc,0.03,5,5,78,-0.030280414380525755
C_pert_asc,0.03,5,5,79,0.06655078185231744
C_pert_asc,0.03,5,5,80,-0.08890990207069649
C_pert_asc,0.03,5,5,81,0.09615767629522765
C_pert_asc,0.03,5,5,82,0.18622850116930323
C_pert_asc,0.03,5,5,83,0.02081866013376299
C_pert_asc,0.03,5,5,84,0.0038999758268651874
C_pert_asc,0.03,5,5,85,-0.020333741840563135
C_pert_asc,0.03,5,5,86,-0.028072758724814406
C_pert_asc,0.03,5,5,87,0.16480566325940416
C_pert_asc,0.03,5,5,88,0.045857027957312724
C_pert_asc,0.03,5,5,89,0.36756179207249673
C_pert_asc,0.03,5,5,90,0.2991088064093326
C_pert_asc,0.03,5,5,91,0.14915652024118486
C_pert_asc,0.03,5,5,92,0.2632743935836004
C_pert_asc,0.03,5,5,93,0.23529250998246098
C_pert_asc,0.03,5,5,94,-0.04911156704551445
C_pert_asc,0.03,5,5,95,0.20968999360736973
C_pert_asc,0.03,5,5,96,0.11231733623303697
C_pert_asc,0.03,5,5,97,0.10154653850354833
C_pert_asc,0.03,5,5,98,0.017406463623046875
C_pert_asc,0.03,5,5,99,-0.25434416218807954
C_pert_asc,0.03,5,5,100,0.2794684359901858
C_pert_asc,0.03,5,5,101,0.16008367036518223
C_pert_asc,0.03,5,5,102,-0.158306422986481
C_pert_asc,0.03,5,5,103,0.03778588144402839
C_pert_asc,0.03,5,5,104,-0.02688571026450859
C_pert_asc,0.03,5,5,105,0.17953551442999327
C_pert_asc,0.03,5,5,106,0.030273562983461844
C_pert_asc,0.03,5,5,107,0.25510388926456073
C_pert_asc,0.03,5,5,108,0.13568878173828125
C_pert_asc,0.03,5,5,109,0.20026859484220694
C_pert_asc,0.03,5,5,110,0.08518720927991197
C_pert_asc,0.03,5,5,111,0.156036376953125
C_pert_asc,0.03,5,5,112,0.20330524444580078
C_pert_asc,0.03,5,5,113,-0.06732325804861006
