group,ratio,k,k_actual,prompt_id,delta_loss_signed
C_imp_asc,0.05,8,8,50,-2.1103833851061378
C_imp_asc,0.05,8,8,51,-2.3187109294690593
C_imp_asc,0.05,8,8,52,-2.4967084683870038
C_imp_asc,0.05,8,8,53,-1.7054815292358416
C_imp_asc,0.05,8,8,54,-2.0823666923924513
C_imp_asc,0.05,8,8,55,-0.6631856215627554
C_imp_asc,0.05,8,8,56,-1.2644325055574104
C_imp_asc,0.05,8,8,57,-1.0033411226774511
C_imp_asc,0.05,8,8,58,-0.66689059608861
C_imp_asc,0.05,8,8,59,-1.8719247516832844
C_imp_asc,0.05,8,8,60,-1.3704074809425748
C_imp_asc,0.05,8,8,61,-0.18687504216244477
C_imp_asc,0.05,8,8,62,-1.7058039213481688
C_imp_asc,0.05,8,8,63,-1.0236583508943262
C_imp_asc,0.05,8,8,64,-0.5048120398270477
C_imp_asc,0.05,8,8,65,-1.2874678561561979
C_imp_asc,0.05,8,8,66,-0.8082498249254737
C_imp_asc,0.05,8,8,67,-1.3928138331363087
C_imp_asc,0.05,8,8,68,-0.8296272880152653
C_imp_asc,0.05,8,8,69,-0.09870017202276848
C_imp_asc,0.05,8,8,70,-2.5904171090377
C_imp_asc,0.05,8,8,71,-1.5028709612394646
C_imp_asc,0.05,8,8,72,-1.7336512113872313
C_imp_asc,0.05,8,8,73,-0.3646760237844333
C_imp_asc,0.05,8,8,74,-1.2944324393021436
C_imp_asc,0.05,8,8,75,-1.3219388158697818
C_imp_asc,0.05,8,8,76,-1.6123210003501462
C_imp_asc,0.05,8,8,77,-2.1596322310598275
C_imp_asc,0.05,8,8,78,-1.8394001408627165
C_imp_asc,0.05,8,8,79,-1.4989203653837535
C_imp_asc,0.05,8,8,80,-0.9658432006835938
C_imp_asc,0.05,8,8,81,-1.5854247243780861
C_imp_asc,0.05,8,8,82,-1.9067712583039942
C_imp_asc,0.05,8,8,83,-1.3948162480404491
C_imp_asc,0.05,8,8,84,-0.9479295329043733
C_imp_asc,0.05,8,8,85,-0.7665039865594139
C_imp_asc,0.05,8,8,86,-2.392278445394414
C_imp_asc,0.05,8,8,87,-1.6852336180837533
C_imp_asc,0.05,8,8,88,-1.3688851908633595
C_imp_asc,0.05,8,8,89,-0.9641512820595182
C_imp_asc,0.05,8,8,90,-1.4318307073492775
C_imp_asc,0.05,8,8,91,-1.8327935871325032
C_imp_asc,0.05,8,8,92,-0.9310008099204623
C_imp_asc,0.05,8,8,93,-1.508348665739362
C_imp_asc,0.05,8,8,94,-0.2473462255377541
C_imp_asc,0.05,8,8,95,-1.915910570245039
C_imp_asc,0.05,8,8,96,-0.17341332686574873
C_imp_asc,0.05,8,8,97,-0.9845120781346353
C_imp_asc,0.05,8,8,98,-1.3756153709010075
