trial_id,cell,ordering,ratio,k,k_actual,argmax_preserved,target_preserved_top1,patched_argmax_id,patched_target_rank,patched_target_logit,patched_competitor_logit,patched_margin,clean_target_logit,delta_target_logit
P103_0,C,C_imp_asc,0.2,396,252,True,True,7830,1,24.0,11.125,12.875,23.625,0.375
P103_0,C,C_imp_asc,0.3,595,252,True,True,7830,1,24.0,11.125,12.875,23.625,0.375
P103_0,C,C_imp_asc,0.5,992,252,True,True,7830,1,24.0,11.125,12.875,23.625,0.375
P103_0,D,D_imp_asc,0.05,99,99,True,True,7830,1,23.5,11.3125,12.1875,23.625,-0.125
P103_0,D,D_imp_asc,0.1,198,198,True,True,7830,1,23.625,11.3125,12.3125,23.625,0.0
P103_0,D,D_imp_asc,0.2,396,396,True,True,7830,1,23.625,11.3125,12.3125,23.625,0.0
P103_0,D,D_imp_asc,0.3,595,595,True,True,7830,1,23.5,11.125,12.375,23.625,-0.125
P103_0,D,D_imp_asc,0.5,992,777,True,True,7830,1,23.5,11.25,12.25,23.625,-0.125
P103_10038,hihp,hihp_imp_desc,0.05,99,99,False,True,7830,1,24.25,19.0,5.25,25.0,-0.75
P103_10038,hihp,hihp_imp_desc,0.1,198,198,False,True,7830,1,23.5,19.875,3.625,25.0,-1.5
P103_10038,hihp,hihp_imp_desc,0.2,396,396,False,False,5422,2,21.5,19.375,2.125,25.0,-3.5
P103_10038,hihp,hihp_imp_desc,0.3,595,595,False,True,7830,1,21.0,19.0,2.0,25.0,-4.0
P103_10038,hihp,hihp_imp_desc,0.5,992,740,False,True,7830,1,18.625,16.625,2.0,25.0,-6.375
P103_10038,hihp,hihp_imp_asc,0.05,99,99,True,False,9115,2,25.0,16.625,8.375,25.0,0.0
P103_10038,hihp,hihp_imp_asc,0.1,198,198,True,False,9115,2,24.5,16.875,7.625,25.0,-0.5
P103_10038,hihp,hihp_imp_asc,0.2,396,396,True,False,9115,2,23.875,18.875,5.0,25.0,-1.125
P103_10038,hihp,hihp_imp_asc,0.3,595,595,False,True,7830,1,24.0,17.375,6.625,25.0,-1.0
P103_10038,hihp,hihp_imp_asc,0.5,992,740,False,True,7830,1,18.625,16.625,2.0,25.0,-6.375
P103_10038,hilp,hilp_imp_desc,0.05,99,99,True,False,9115,2,25.0,16.5,8.5,25.0,0.0
P103_10038,hilp,hilp_imp_desc,0.1,198,198,True,False,9115,2,24.375,16.25,8.125,25.0,-0.625
P103_10038,hilp,hilp_imp_desc,0.2,396,215,True,False,9115,2,24.5,16.0,8.5,25.0,-0.5
P103_10038,hilp,hilp_imp_desc,0.3,595,215,True,False,9115,2,24.5,16.0,8.5,25.0,-0.5
P103_10038,hilp,hilp_imp_desc,0.5,992,215,True,False,9115,2,24.5,16.0,8.5,25.0,-0.5
P103_10038,hilp,hilp_imp_asc,0.05,99,99,True,False,9115,2,24.625,15.75,8.875,25.0,-0.375
P103_10038,hilp,hilp_imp_asc,0.1,198,198,True,False,9115,2,24.375,15.6875,8.6875,25.0,-0.625
P103_10038,hilp,hilp_imp_asc,0.2,396,215,True,False,9115,2,24.5,16.0,8.5,25.0,-0.5
P103_10038,hilp,hilp_imp_asc,0.3,595,215,True,False,9115,2,24.5,16.0,8.5,25.0,-0.5
P103_10038,hilp,hilp_imp_asc,0.5,992,215,True,False,9115,2,24.5,16.0,8.5,25.0,-0.5
P103_10038,C,C_imp_asc,0.05,99,99,True,False,9115,2,24.25,15.8125,8.4375,25.0,-0.75
P103_10038,C,C_imp_asc,0.1,198,198,True,False,9115,2,23.875,15.75,8.125,25.0,-1.125
P103_10038,C,C_imp_asc,0.2,396,252,True,False,9115,2,23.75,16.25,7.5,25.0,-1.25
P103_10038,C,C_imp_asc,0.3,595,252,True,False,9115,2,23.75,16.25,7.5,25.0,-1.25
P103_10038,C,C_imp_asc,0.5,992,252,True,False,9115,2,23.75,16.25,7.5,25.0,-1.25
P103_10038,D,D_imp_asc,0.05,99,99,True,False,9115,2,25.0,16.25,8.75,25.0,0.0
P103_10038,D,D_imp_asc,0.1,198,198,True,False,9115,2,25.125,16.375,8.75,25.0,0.125
P103_10038,D,D_imp_asc,0.2,396,396,True,False,9115,2,24.875,16.625,8.25,25.0,-0.125
P103_10038,D,D_imp_asc,0.3,595,595,True,False,9115,2,24.125,16.375,7.75,25.0,-0.875
P103_10038,D,D_imp_asc,0.5,992,777,True,False,9115,2,23.875,16.625,7.25,25.0,-1.125
P106_10026,hihp,hihp_imp_desc,0.05,99,99,True,False,496,646,11.8125,15.0,-3.1875,15.8125,-4.0
P106_10026,hihp,hihp_imp_desc,0.1,198,198,True,False,496,929,11.125,17.0,-5.875,15.8125,-4.6875
