model,n_heads,beta_imp,beta_pert,beta_layer,p_imp,p_pert,p_layer,R2_full,R2_imp_only,R2_pert_only,R2_layer_only,partial_R2_pert
llama-3.1-70b-instruct-4bit,5120,0.006,0.6089,-0.0154,0.6040161515199005,0.0,0.18723126880577273,0.3679,0.009,0.3676,0.015,0.3489
