trial_id,cell,ordering,ratio,k,k_actual,argmax_preserved,target_preserved_top1,patched_argmax_id,patched_target_rank,patched_target_logit,patched_competitor_logit,patched_margin,clean_target_logit,delta_target_logit
P101_10027,hihp,hihp_imp_asc,0.05,33,33,True,False,52991,96,14.0625,13.9375,0.125,13.625,0.4375
P101_10027,hihp,hihp_imp_asc,0.1,67,67,True,False,52991,64,14.5,13.875,0.625,13.625,0.875
P101_10027,hihp,hihp_imp_asc,0.2,134,134,False,False,6875,23,15.5625,13.875,1.6875,13.625,1.9375
P101_10027,hihp,hihp_imp_asc,0.3,201,201,False,False,6875,27,15.125,14.0625,1.0625,13.625,1.5
P101_10027,hihp,hihp_imp_asc,0.5,336,250,False,False,3127,1899,7.25,10.5625,-3.3125,13.625,-6.375
P101_10027,hilp,hilp_imp_asc,0.05,33,33,True,False,52991,110,13.625,13.625,0.0,13.625,0.0
P101_10027,hilp,hilp_imp_asc,0.1,67,67,False,False,24763,129,13.3125,13.625,-0.3125,13.625,-0.3125
P101_10027,hilp,hilp_imp_asc,0.2,134,83,True,False,52991,188,12.8125,13.625,-0.8125,13.625,-0.8125
P101_10027,hilp,hilp_imp_asc,0.3,201,83,True,False,52991,188,12.8125,13.625,-0.8125,13.625,-0.8125
P101_10027,hilp,hilp_imp_asc,0.5,336,83,True,False,52991,188,12.8125,13.625,-0.8125,13.625,-0.8125
P101_10027,C,C_imp_asc,0.05,33,33,True,False,52991,115,13.625,13.75,-0.125,13.625,0.0
P101_10027,C,C_imp_asc,0.1,67,67,True,False,52991,99,14.0625,14.0625,0.0,13.625,0.4375
P101_10027,C,C_imp_asc,0.2,134,86,False,False,24763,115,13.9375,14.25,-0.3125,13.625,0.3125
P101_10027,C,C_imp_asc,0.3,201,86,False,False,24763,115,13.9375,14.25,-0.3125,13.625,0.3125
P101_10027,C,C_imp_asc,0.5,336,86,False,False,24763,115,13.9375,14.25,-0.3125,13.625,0.3125
P101_10027,D,D_imp_asc,0.05,33,33,True,False,52991,127,13.5625,13.6875,-0.125,13.625,-0.0625
P101_10027,D,D_imp_asc,0.1,67,67,True,False,52991,125,13.4375,13.6875,-0.25,13.625,-0.1875
P101_10027,D,D_imp_asc,0.2,134,134,True,False,52991,144,13.4375,13.75,-0.3125,13.625,-0.1875
P101_10027,D,D_imp_asc,0.3,201,201,True,False,52991,132,13.5625,13.8125,-0.25,13.625,-0.0625
P101_10027,D,D_imp_asc,0.5,336,253,False,False,24763,123,13.5625,13.8125,-0.25,13.625,-0.0625
P101_10066,hihp,hihp_imp_asc,0.05,33,33,True,False,3836,73,13.4375,6.375,7.0625,13.3125,0.125
P101_10066,hihp,hihp_imp_asc,0.1,67,67,True,False,3836,61,13.6875,6.8125,6.875,13.3125,0.375
P101_10066,hihp,hihp_imp_asc,0.2,134,134,False,False,573,43,14.5,8.375,6.125,13.3125,1.1875
P101_10066,hihp,hihp_imp_asc,0.3,201,201,False,False,573,27,14.6875,12.1875,2.5,13.3125,1.375
P101_10066,hihp,hihp_imp_asc,0.5,336,250,False,False,573,241,11.1875,13.625,-2.4375,13.3125,-2.125
P101_10066,hilp,hilp_imp_asc,0.05,33,33,True,False,3836,64,13.625,5.8125,7.8125,13.3125,0.3125
P101_10066,hilp,hilp_imp_asc,0.1,67,67,False,False,3127,63,14.0625,5.75,8.3125,13.3125,0.75
P101_10066,hilp,hilp_imp_asc,0.2,134,83,False,False,3127,41,14.3125,5.65625,8.65625,13.3125,1.0
P101_10066,hilp,hilp_imp_asc,0.3,201,83,False,False,3127,41,14.3125,5.65625,8.65625,13.3125,1.0
P101_10066,hilp,hilp_imp_asc,0.5,336,83,False,False,3127,41,14.3125,5.65625,8.65625,13.3125,1.0
P101_10066,C,C_imp_asc,0.05,33,33,True,False,3836,74,13.3125,6.03125,7.28125,13.3125,0.0
P101_10066,C,C_imp_asc,0.1,67,67,True,False,3836,74,13.375,6.1875,7.1875,13.3125,0.0625
P101_10066,C,C_imp_asc,0.2,134,86,True,False,3836,67,13.625,6.40625,7.21875,13.3125,0.3125
P101_10066,C,C_imp_asc,0.3,201,86,True,False,3836,67,13.625,6.40625,7.21875,13.3125,0.3125
P101_10066,C,C_imp_asc,0.5,336,86,True,False,3836,67,13.625,6.40625,7.21875,13.3125,0.3125
P101_10066,D,D_imp_asc,0.05,33,33,True,False,3836,70,13.4375,6.0,7.4375,13.3125,0.125
P101_10066,D,D_imp_asc,0.1,67,67,True,False,3836,67,13.5625,6.0,7.5625,13.3125,0.25
P101_10066,D,D_imp_asc,0.2,134,134,True,False,3836,68,13.625,6.15625,7.46875,13.3125,0.3125
P101_10066,D,D_imp_asc,0.3,201,201,True,False,3836,68,13.5625,6.1875,7.375,13.3125,0.25
P101_10066,D,D_imp_asc,0.5,336,253,True,False,3836,63,13.8125,6.4375,7.375,13.3125,0.5
P103_0,hihp,hihp_imp_asc,0.05,33,33,True,True,6987,1,18.125,8.5625,9.5625,18.125,0.0
P103_0,hihp,hihp_imp_asc,0.1,67,67,True,True,6987,1,18.25,8.8125,9.4375,18.125,0.125
