cell,ordering,ratio,argmax_stability,target_top1_stability,mean_target_rank,median_target_rank,mean_margin,mean_abs_delta,n_trials
C,C_imp_asc,0.05,0.9411764705882353,0.23529411764705882,147.75,5.0,5.849954044117647,0.12201286764705882,68
C,C_imp_asc,0.1,0.9117647058823529,0.25,170.77941176470588,5.5,5.8291015625,0.17853860294117646,68
C,C_imp_asc,0.2,0.8529411764705882,0.2647058823529412,160.8235294117647,5.0,5.832548253676471,0.29480698529411764,68
C,C_imp_asc,0.3,0.8529411764705882,0.2647058823529412,160.8235294117647,5.0,5.832548253676471,0.29480698529411764,68
C,C_imp_asc,0.5,0.8529411764705882,0.2647058823529412,160.8235294117647,5.0,5.832548253676471,0.29480698529411764,68
D,D_imp_asc,0.05,0.9852941176470589,0.25,180.2941176470588,5.0,5.828125,0.05629595588235294,68
D,D_imp_asc,0.1,0.9264705882352942,0.22058823529411764,178.01470588235293,5.0,5.817899816176471,0.0818014705882353,68
D,D_imp_asc,0.2,0.9264705882352942,0.22058823529411764,154.30882352941177,5.5,5.789005055147059,0.15142463235294118,68
D,D_imp_asc,0.3,0.8970588235294118,0.25,134.85294117647058,5.5,5.7734375,0.18037683823529413,68
D,D_imp_asc,0.5,0.8529411764705882,0.2647058823529412,134.14705882352942,5.0,5.7302389705882355,0.3039981617647059,68
diag,diag_rank_asc,0.05,1.0,0.25,182.2058823529412,5.0,5.829963235294118,0.04411764705882353,68
diag,diag_rank_asc,0.1,0.9411764705882353,0.23529411764705882,178.0735294117647,5.0,5.798828125,0.08019301470588236,68
diag,diag_rank_asc,0.2,0.8970588235294118,0.23529411764705882,164.13235294117646,5.0,5.802734375,0.14200367647058823,68
diag,diag_rank_asc,0.3,0.9117647058823529,0.22058823529411764,149.3235294117647,5.5,5.772977941176471,0.17118566176470587,68
diag,diag_rank_asc,0.5,0.7941176470588235,0.25,156.4558823529412,4.0,5.686695772058823,0.44577205882352944,68
hihp,hihp_imp_asc,0.05,0.9411764705882353,0.23529411764705882,169.77941176470588,5.0,5.812614889705882,0.17440257352941177,68
hihp,hihp_imp_asc,0.1,0.8382352941176471,0.2647058823529412,181.19117647058823,4.5,5.796300551470588,0.3453584558823529,68
hihp,hihp_imp_asc,0.2,0.7205882352941176,0.27941176470588236,150.14705882352942,5.0,5.522288602941177,0.7378216911764706,68
hihp,hihp_imp_asc,0.3,0.6176470588235294,0.2647058823529412,123.29411764705883,6.0,4.564568014705882,1.2375919117647058,68
hihp,hihp_imp_asc,0.5,0.29411764705882354,0.04411764705882353,2991.926470588235,227.0,-0.4364659926470588,5.319278492647059,68
hihp,hihp_imp_desc,0.05,0.6617647058823529,0.16176470588235295,612.8970588235294,38.5,1.3678768382352942,3.20703125,68
hihp,hihp_imp_desc,0.1,0.6029411764705882,0.14705882352941177,775.9705882352941,43.0,1.1642922794117647,3.3674172794117645,68
hihp,hihp_imp_desc,0.2,0.4852941176470588,0.07352941176470588,1336.9558823529412,101.0,0.15739889705882354,4.419577205882353,68
hihp,hihp_imp_desc,0.3,0.36764705882352944,0.07352941176470588,2839.8823529411766,181.5,-0.2387408088235294,5.036764705882353,68
hihp,hihp_imp_desc,0.5,0.29411764705882354,0.04411764705882353,2991.926470588235,227.0,-0.4364659926470588,5.319278492647059,68
hilp,hilp_imp_asc,0.05,0.9117647058823529,0.25,181.6764705882353,5.0,5.788717830882353,0.14659926470588236,68
hilp,hilp_imp_asc,0.1,0.8676470588235294,0.2647058823529412,189.36764705882354,4.5,5.7693014705882355,0.30078125,68
hilp,hilp_imp_asc,0.2,0.8529411764705882,0.27941176470588236,160.72058823529412,4.5,5.942210477941177,0.5875459558823529,68
hilp,hilp_imp_asc,0.3,0.8529411764705882,0.27941176470588236,160.72058823529412,4.5,5.942210477941177,0.5875459558823529,68
hilp,hilp_imp_asc,0.5,0.8529411764705882,0.27941176470588236,160.72058823529412,4.5,5.942210477941177,0.5875459558823529,68
hilp,hilp_imp_desc,0.05,0.8970588235294118,0.25,198.0735294117647,5.0,5.982766544117647,0.5346966911764706,68
hilp,hilp_imp_desc,0.1,0.8382352941176471,0.27941176470588236,159.05882352941177,4.0,5.917394301470588,0.6059283088235294,68
hilp,hilp_imp_desc,0.2,0.8529411764705882,0.27941176470588236,160.72058823529412,4.5,5.942210477941177,0.5875459558823529,68
hilp,hilp_imp_desc,0.3,0.8529411764705882,0.27941176470588236,160.72058823529412,4.5,5.942210477941177,0.5875459558823529,68
hilp,hilp_imp_desc,0.5,0.8529411764705882,0.27941176470588236,160.72058823529412,4.5,5.942210477941177,0.5875459558823529,68
