layer,head,causal_imp
0,0,0.028125
0,1,0.029166666666666667
0,2,0.020833333333333332
0,3,0.03125
0,4,0.03125
0,5,0.029166666666666667
0,6,0.0375
0,7,0.035416666666666666
0,8,0.03229166666666667
0,9,0.03125
0,10,0.03333333333333333
0,11,0.03333333333333333
0,12,0.034375
0,13,0.029166666666666667
0,14,0.03125
0,15,0.030208333333333334
1,0,0.029166666666666667
1,1,0.030208333333333334
1,2,0.035416666666666666
1,3,0.036458333333333336
1,4,0.034375
1,5,0.029166666666666667
1,6,0.036458333333333336
1,7,0.03333333333333333
1,8,0.03229166666666667
1,9,0.03333333333333333
1,10,0.030208333333333334
1,11,0.03229166666666667
1,12,0.036458333333333336
1,13,0.0375
1,14,0.027083333333333334
1,15,0.03229166666666667
2,0,0.03229166666666667
2,1,0.0375
2,2,0.03333333333333333
2,3,0.030208333333333334
2,4,0.03125
2,5,0.034375
2,6,0.03333333333333333
2,7,0.03333333333333333
2,8,0.028125
2,9,0.028125
2,10,0.036458333333333336
2,11,0.026041666666666668
2,12,0.03125
2,13,0.03333333333333333
2,14,0.029166666666666667
2,15,0.029166666666666667
3,0,0.03333333333333333
3,1,0.030208333333333334
3,2,0.03333333333333333
3,3,0.03229166666666667
3,4,0.03333333333333333
3,5,0.034375
3,6,0.029166666666666667
3,7,0.035416666666666666
3,8,0.03125
3,9,0.030208333333333334
3,10,0.03229166666666667
3,11,0.034375
3,12,0.023958333333333335
3,13,0.034375
3,14,0.028125
3,15,0.0375
4,0,0.034375
4,1,0.035416666666666666
4,2,0.03229166666666667
4,3,0.030208333333333334
4,4,0.028125
4,5,0.027083333333333334
4,6,0.029166666666666667
4,7,0.025
4,8,0.03125
4,9,0.034375
4,10,0.029166666666666667
4,11,0.027083333333333334
4,12,0.035416666666666666
4,13,0.030208333333333334
4,14,0.03333333333333333
4,15,0.03854166666666667
5,0,0.035416666666666666
5,1,0.041666666666666664
5,2,0.0375
5,3,0.040625
5,4,0.027083333333333334
5,5,0.040625
5,6,0.04583333333333333
5,7,0.028125
5,8,0.036458333333333336
5,9,0.030208333333333334
5,10,0.03854166666666667
5,11,0.027083333333333334
5,12,0.03125
5,13,0.034375
5,14,0.036458333333333336
5,15,0.0375
6,0,0.030208333333333334
6,1,0.034375
6,2,0.021875
6,3,0.03229166666666667
6,4,0.036458333333333336
6,5,0.035416666666666666
6,6,0.03333333333333333
6,7,0.0375
6,8,0.036458333333333336
6,9,0.03229166666666667
6,10,0.03229166666666667
6,11,0.030208333333333334
6,12,0.03229166666666667
6,13,0.03333333333333333
6,14,0.03229166666666667
6,15,0.023958333333333335
7,0,0.030208333333333334
7,1,0.03125
7,2,0.036458333333333336
7,3,0.03229166666666667
7,4,0.023958333333333335
7,5,0.03333333333333333
7,6,0.030208333333333334
7,7,0.025
7,8,0.03125
7,9,0.027083333333333334
7,10,0.03854166666666667
7,11,0.028125
7,12,0.03854166666666667
7,13,0.040625
7,14,0.03125
7,15,0.035416666666666666
8,0,0.028125
8,1,0.034375
