group,ratio,mean_delta,mean_abs_delta,std_delta,n
C_imp_asc,0.01,-0.0448681,0.15036618000000002,0.25713018861342896,50
C_imp_asc,0.03,-0.07547852,0.19485355999999998,0.3029726051115028,50
C_imp_asc,0.05,0.034931620000000004,0.20268550000000002,0.3111410006287844,50
C_imp_asc,0.07,0.06609128,0.23337647999999997,0.3709517810547283,50
C_imp_asc,0.1,0.1391577,0.2704077,0.44347784116836897,50
C_imp_asc,0.15,0.06914542000000001,0.24933098,0.4309799550810654,50
C_imp_asc,0.2,0.37837886,0.48967774,0.8847826436671626,50
C_imp_asc,0.3,1.90640134,1.92462402,3.100941689873536,50
C_imp_asc,0.5,1.90640134,1.92462402,3.100941689873536,50
C_pert_asc,0.01,0.0037940000000000005,0.01955552,0.04292610141123168,50
C_pert_asc,0.03,0.0116456,0.031958,0.06323590035279462,50
C_pert_asc,0.05,0.01856448,0.0531152,0.11499287762065608,50
C_pert_asc,0.07,0.0383203,0.07027338,0.1430989113428904,50
C_pert_asc,0.1,0.06953124,0.10031248,0.20172869792317094,50
C_pert_asc,0.15,0.13302735999999998,0.16783204000000002,0.30539267143785453,50
C_pert_asc,0.2,0.39543456,0.43510248000000007,0.8055992568994241,50
C_pert_asc,0.3,1.90640134,1.92462402,3.100941689873536,50
C_pert_asc,0.5,1.90640134,1.92462402,3.100941689873536,50
C_pert_desc,0.01,0.7675780799999999,0.77142572,1.180920881866763,50
C_pert_desc,0.03,1.55198734,1.5581787399999998,2.396634684250871,50
C_pert_desc,0.05,1.5441894999999999,1.55979494,2.40803708089867,50
C_pert_desc,0.07,1.68707524,1.7055518,2.7046657070661912,50
C_pert_desc,0.1,1.82098452,1.8418829600000002,2.988781913947002,50
C_pert_desc,0.15,1.9091918799999998,1.9226879600000002,3.111779862936196,50
C_pert_desc,0.2,1.8995043800000002,1.91690674,3.09829400325051,50
C_pert_desc,0.3,1.90640134,1.92462402,3.100941689873536,50
C_pert_desc,0.5,1.90640134,1.92462402,3.100941689873536,50
D_imp_asc,0.01,0.0023583799999999998,0.02437986,0.05333991472368702,50
D_imp_asc,0.03,-0.01454108,0.03496084,0.07055186649661889,50
D_imp_asc,0.05,-0.0056152,0.04144528,0.08422555892388495,50
D_imp_asc,0.07,-0.0005712200000000001,0.04213382,0.08390159155754667,50
D_imp_asc,0.1,0.0024511800000000003,0.040380820000000005,0.06692782529533481,50
D_imp_asc,0.15,0.01354492,0.04194324,0.08307573233019105,50
D_imp_asc,0.2,0.0147119,0.04189942,0.08368816699650372,50
D_imp_asc,0.3,0.01471672,0.04254884,0.08378930886554023,50
D_imp_asc,0.5,0.01471672,0.04254884,0.08378930886554023,50
D_pert_asc,0.01,-0.0013867000000000003,0.006728420000000001,0.010460840026069626,50
D_pert_asc,0.03,-0.00033694000000000004,0.007748939999999999,0.013584340704799835,50
D_pert_asc,0.05,-0.0030615000000000004,0.0087939,0.01701814246350533,50
D_pert_asc,0.07,-0.0032080200000000002,0.010014499999999999,0.01569033788802549,50
D_pert_asc,0.1,-0.00628418,0.0107763,0.021288154941273646,50
D_pert_asc,0.15,-0.0060449,0.01638666,0.0283038679928582,50
D_pert_asc,0.2,0.0009326399999999999,0.02078612,0.035561462656588216,50
D_pert_asc,0.3,0.01471672,0.04254884,0.08378930886554023,50
D_pert_asc,0.5,0.01471672,0.04254884,0.08378930886554023,50
D_pert_desc,0.01,0.00374022,0.01287098,0.020562511181601083,50
D_pert_desc,0.03,0.0017432199999999998,0.02335446,0.0393870843952011,50
D_pert_desc,0.05,0.013793960000000001,0.0337256,0.07830477527674301,50
D_pert_desc,0.07,0.02498536,0.0458838,0.10494201035941668,50
D_pert_desc,0.1,0.01385742,0.041650419999999994,0.08915097442394204,50
D_pert_desc,0.15,0.01940426,0.04416994,0.09362258135963367,50
D_pert_desc,0.2,0.01771482,0.043085979999999996,0.08243729440071282,50
D_pert_desc,0.3,0.01471672,0.04254884,0.08378930886554023,50
D_pert_desc,0.5,0.01471672,0.04254884,0.08378930886554023,50
diag_rank_asc,0.01,-0.0026611200000000003,0.0075146,0.011441489553803556,50
diag_rank_asc,0.03,-0.00499018,0.01129878,0.020065122645098812,50
diag_rank_asc,0.05,-0.0049072000000000005,0.012456,0.026383476486433778,50
diag_rank_asc,0.07,-0.00932118,0.0165673,0.0276939503573526,50
diag_rank_asc,0.1,-0.0078809,0.02873042,0.05410729237744546,50
diag_rank_asc,0.15,0.0055713,0.04701658,0.0886464240813941,50
diag_rank_asc,0.2,0.050927799999999995,0.10915036,0.22905203827202986,50
diag_rank_asc,0.3,-0.0012549600000000011,0.15833496,0.26403315820052853,50
diag_rank_asc,0.5,1.9127918199999998,1.9315809000000002,3.1044582299485386,50
