group,ratio,mean_delta,mean_abs_delta,std_delta,n
diag_zscore_asc,0.01,-0.00035157999999999994,0.0072167,0.011066021428163396,50
diag_zscore_asc,0.03,-0.00188966,0.007612259999999999,0.011850963285759016,50
diag_zscore_asc,0.05,-0.00432616,0.00998032,0.018981626303263235,50
diag_zscore_asc,0.07,-0.005581039999999999,0.010844640000000001,0.01759360075217517,50
diag_zscore_asc,0.1,-0.0009472800000000001,0.01004872,0.015580137860645991,50
diag_zscore_asc,0.15,-0.012832000000000001,0.02450192,0.044858844522773514,50
diag_zscore_asc,0.2,0.01500974,0.0336621,0.07641760863853998,50
diag_zscore_asc,0.3,0.07165524,0.09580563999999998,0.2074587470194496,50
diag_zscore_asc,0.5,1.9127918199999998,1.9315809000000002,3.1044582299485386,50
std_imp_asc,0.01,0.018823140000000002,0.06767082,0.10564431282064998,50
std_imp_asc,0.03,-0.0495898,0.10334956000000001,0.17795221692112423,50
std_imp_asc,0.05,-0.052402300000000006,0.12397458,0.2423559160884492,50
std_imp_asc,0.07,-0.039463,0.13621096,0.21566434992007602,50
std_imp_asc,0.1,-0.014277299999999998,0.11642574,0.17353982150341973,50
std_imp_asc,0.15,-0.07627926,0.19315434,0.29093984699561004,50
std_imp_asc,0.2,0.034575140000000004,0.21139158,0.33026319202356214,50
std_imp_asc,0.3,0.14014648,0.2706348,0.4387275038926639,50
std_imp_asc,0.5,1.9127918199999998,1.9315809000000002,3.1044582299485386,50
