group,ratio,k,k_actual,trial_id,delta_target_signed,delta_target_abs
diag_zscore_asc,0.01,18048,18048,49,-0.023438,0.023438
diag_rank_asc,0.01,18048,18048,0,0.005859,0.005859
diag_rank_asc,0.01,18048,18048,1,-0.015625,0.015625
diag_rank_asc,0.01,18048,18048,2,0.000977,0.000977
diag_rank_asc,0.01,18048,18048,3,-0.005859,0.005859
diag_rank_asc,0.01,18048,18048,4,0.0,0.0
diag_rank_asc,0.01,18048,18048,5,-0.001953,0.001953
diag_rank_asc,0.01,18048,18048,6,-0.007812,0.007812
diag_rank_asc,0.01,18048,18048,7,0.0,0.0
diag_rank_asc,0.01,18048,18048,8,0.007812,0.007812
diag_rank_asc,0.01,18048,18048,9,-0.004883,0.004883
diag_rank_asc,0.01,18048,18048,10,-0.001465,0.001465
diag_rank_asc,0.01,18048,18048,11,-0.007812,0.007812
diag_rank_asc,0.01,18048,18048,12,0.005859,0.005859
diag_rank_asc,0.01,18048,18048,13,0.001953,0.001953
diag_rank_asc,0.01,18048,18048,14,0.009766,0.009766
diag_rank_asc,0.01,18048,18048,15,-0.001465,0.001465
diag_rank_asc,0.01,18048,18048,16,0.015625,0.015625
diag_rank_asc,0.01,18048,18048,17,0.006836,0.006836
diag_rank_asc,0.01,18048,18048,18,-0.000977,0.000977
diag_rank_asc,0.01,18048,18048,19,-0.003906,0.003906
diag_rank_asc,0.01,18048,18048,20,0.007812,0.007812
diag_rank_asc,0.01,18048,18048,21,-0.023438,0.023438
diag_rank_asc,0.01,18048,18048,22,-0.011719,0.011719
diag_rank_asc,0.01,18048,18048,23,-0.007812,0.007812
diag_rank_asc,0.01,18048,18048,24,0.0,0.0
diag_rank_asc,0.01,18048,18048,25,-0.015625,0.015625
diag_rank_asc,0.01,18048,18048,26,0.015625,0.015625
diag_rank_asc,0.01,18048,18048,27,0.00415,0.00415
diag_rank_asc,0.01,18048,18048,28,0.0,0.0
diag_rank_asc,0.01,18048,18048,29,0.003418,0.003418
diag_rank_asc,0.01,18048,18048,30,0.000977,0.000977
diag_rank_asc,0.01,18048,18048,31,-0.007812,0.007812
diag_rank_asc,0.01,18048,18048,32,-0.007812,0.007812
diag_rank_asc,0.01,18048,18048,33,-0.001465,0.001465
diag_rank_asc,0.01,18048,18048,34,0.004395,0.004395
diag_rank_asc,0.01,18048,18048,35,-0.001953,0.001953
diag_rank_asc,0.01,18048,18048,36,0.007812,0.007812
diag_rank_asc,0.01,18048,18048,37,-0.001953,0.001953
diag_rank_asc,0.01,18048,18048,38,-0.010742,0.010742
diag_rank_asc,0.01,18048,18048,39,0.001953,0.001953
diag_rank_asc,0.01,18048,18048,40,-0.007812,0.007812
diag_rank_asc,0.01,18048,18048,41,-0.023438,0.023438
diag_rank_asc,0.01,18048,18048,42,0.000977,0.000977
diag_rank_asc,0.01,18048,18048,43,-0.008789,0.008789
diag_rank_asc,0.01,18048,18048,44,-0.013672,0.013672
diag_rank_asc,0.01,18048,18048,45,-0.003906,0.003906
diag_rank_asc,0.01,18048,18048,46,0.015625,0.015625
diag_rank_asc,0.01,18048,18048,47,0.003906,0.003906
diag_rank_asc,0.01,18048,18048,48,-0.054688,0.054688
diag_rank_asc,0.01,18048,18048,49,0.0,0.0
C_imp_asc,0.03,54144,54144,0,-0.105469,0.105469
