model,seed,group,ratio,k,k_actual,mean_abs_delta,median_abs_delta,n_eval_trials,n_cal_pairs,n_eval_pairs,n_cell_hihp,n_cell_hilp,n_cell_C,n_cell_D
qwen-2.5-14b-instruct,45,hihp_imp_asc,0.05,96,96,0.5876302083333333,0.5,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,hihp_imp_asc,0.07,135,135,0.621875,0.5,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,hihp_imp_asc,0.1,192,192,1.5752604166666666,1.5,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,hihp_imp_asc,0.12,231,231,2.42109375,2.375,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,hihp_imp_asc,0.15,288,288,6.990234375,6.875,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,hihp_imp_asc,0.155208,298,298,6.930078125,6.75,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,hihp_imp_asc,0.2,384,384,8.666080729166667,8.625,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,hihp_imp_asc,0.3,576,576,14.714957682291669,14.0,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,hihp_imp_asc,0.5,960,662,18.18171793619792,17.875,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,hilp_imp_desc,0.01,20,20,0.1412760416666666,0.125,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,hilp_imp_desc,0.03,58,58,0.1713541666666666,0.125,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,hilp_imp_desc,0.05,96,96,0.209375,0.25,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,hilp_imp_desc,0.07,135,135,0.212109375,0.25,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,hilp_imp_desc,0.1,192,192,0.298828125,0.25,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,hilp_imp_desc,0.12,231,231,0.2651041666666666,0.25,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,hilp_imp_desc,0.15,288,288,0.2372395833333333,0.25,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,hilp_imp_desc,0.155208,298,298,0.2533854166666666,0.25,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,hilp_imp_desc,0.2,384,298,0.2533854166666666,0.25,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,hilp_imp_desc,0.3,576,298,0.2533854166666666,0.25,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,hilp_imp_desc,0.5,960,298,0.2533854166666666,0.25,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,hilp_imp_asc,0.01,20,20,0.1380208333333333,0.125,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,hilp_imp_asc,0.03,58,58,0.13828125,0.125,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,hilp_imp_asc,0.05,96,96,0.14296875,0.125,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,hilp_imp_asc,0.07,135,135,0.1580729166666666,0.125,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,hilp_imp_asc,0.1,192,192,0.1846354166666666,0.125,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,hilp_imp_asc,0.12,231,231,0.1901041666666666,0.125,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,hilp_imp_asc,0.15,288,288,0.2462239583333333,0.25,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,hilp_imp_asc,0.155208,298,298,0.2533854166666666,0.25,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,hilp_imp_asc,0.2,384,298,0.2533854166666666,0.25,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,hilp_imp_asc,0.3,576,298,0.2533854166666666,0.25,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,hilp_imp_asc,0.5,960,298,0.2533854166666666,0.25,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,C_imp_asc,0.01,20,20,0.6001302083333333,0.375,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,C_imp_asc,0.03,58,58,2.3229166666666665,1.75,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,C_imp_asc,0.05,96,96,5.003059895833333,4.75,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,C_imp_asc,0.07,135,135,8.323046875,8.5,960,20,80,662,298,298,662
