model,seed,group,ratio,k,k_actual,mean_abs_delta,median_abs_delta,n_eval_trials,n_cal_pairs,n_eval_pairs,n_cell_hihp,n_cell_hilp,n_cell_C,n_cell_D
gemma-3-27b-it,45,D_imp_asc,0.05,100,100,0.2408854166666666,0.25,960,20,80,530,413,413,529
gemma-3-27b-it,45,D_imp_asc,0.07,139,139,0.2875,0.25,960,20,80,530,413,413,529
gemma-3-27b-it,45,D_imp_asc,0.1,199,199,0.3328125,0.25,960,20,80,530,413,413,529
gemma-3-27b-it,45,D_imp_asc,0.12,239,239,0.3770833333333333,0.25,960,20,80,530,413,413,529
gemma-3-27b-it,45,D_imp_asc,0.15,298,298,0.4403645833333333,0.25,960,20,80,530,413,413,529
gemma-3-27b-it,45,D_imp_asc,0.2,397,397,0.4653645833333333,0.25,960,20,80,530,413,413,529
gemma-3-27b-it,45,D_imp_asc,0.208165,413,413,0.4658854166666666,0.25,960,20,80,530,413,413,529
gemma-3-27b-it,45,D_imp_asc,0.3,596,529,0.49453125,0.5,960,20,80,530,413,413,529
gemma-3-27b-it,45,D_imp_asc,0.5,992,529,0.49453125,0.5,960,20,80,530,413,413,529
gemma-3-27b-it,45,diag_rank_asc,0.01,20,20,0.1947916666666666,0.25,960,20,80,530,413,413,529
gemma-3-27b-it,45,diag_rank_asc,0.03,60,60,0.1953125,0.25,960,20,80,530,413,413,529
gemma-3-27b-it,45,diag_rank_asc,0.05,100,100,0.1921875,0.25,960,20,80,530,413,413,529
gemma-3-27b-it,45,diag_rank_asc,0.07,139,139,0.2010416666666666,0.25,960,20,80,530,413,413,529
gemma-3-27b-it,45,diag_rank_asc,0.1,199,199,0.2296875,0.25,960,20,80,530,413,413,529
gemma-3-27b-it,45,diag_rank_asc,0.12,239,239,0.2833333333333333,0.25,960,20,80,530,413,413,529
gemma-3-27b-it,45,diag_rank_asc,0.15,298,298,0.46640625,0.25,960,20,80,530,413,413,529
gemma-3-27b-it,45,diag_rank_asc,0.2,397,397,1.1346354166666666,0.75,960,20,80,530,413,413,529
gemma-3-27b-it,45,diag_rank_asc,0.208165,413,413,1.1338541666666666,0.75,960,20,80,530,413,413,529
gemma-3-27b-it,45,diag_rank_asc,0.3,596,596,3.967708333333333,2.75,960,20,80,530,413,413,529
gemma-3-27b-it,45,diag_rank_asc,0.5,992,942,13.57841796875,13.25,960,20,80,530,413,413,529
gemma-3-27b-it,46,hihp_imp_desc,0.01,20,20,0.4033854166666666,0.25,960,20,80,537,406,406,537
gemma-3-27b-it,46,hihp_imp_desc,0.03,60,60,1.6576822916666667,1.375,960,20,80,537,406,406,537
gemma-3-27b-it,46,hihp_imp_desc,0.05,100,100,2.7140625,1.875,960,20,80,537,406,406,537
gemma-3-27b-it,46,hihp_imp_desc,0.07,139,139,5.608333333333333,3.25,960,20,80,537,406,406,537
gemma-3-27b-it,46,hihp_imp_desc,0.1,199,199,9.15078125,9.125,960,20,80,537,406,406,537
gemma-3-27b-it,46,hihp_imp_desc,0.12,239,239,10.658463541666666,10.75,960,20,80,537,406,406,537
gemma-3-27b-it,46,hihp_imp_desc,0.15,298,298,11.470768229166667,11.375,960,20,80,537,406,406,537
gemma-3-27b-it,46,hihp_imp_desc,0.2,397,397,10.141666666666667,10.625,960,20,80,537,406,406,537
gemma-3-27b-it,46,hihp_imp_desc,0.204637,406,406,11.806380208333334,12.0,960,20,80,537,406,406,537
gemma-3-27b-it,46,hihp_imp_desc,0.3,596,537,14.532747395833333,14.875,960,20,80,537,406,406,537
gemma-3-27b-it,46,hihp_imp_desc,0.5,992,537,14.532747395833333,14.875,960,20,80,537,406,406,537
