trial_id,layer,head,perturbation_l2
P101_10027,0,0,0.0008294943254441023
P101_10027,0,1,0.0017807723488658667
P101_10027,0,2,0.001423589768819511
P101_10027,0,3,0.0016916024032980204
P101_10027,0,4,0.0006991472910158336
P101_10027,0,5,0.0009340280084870756
P101_10027,0,6,0.0012131412513554096
P101_10027,0,7,0.0008971501374617219
P101_10027,0,8,0.02295764908194542
P101_10027,0,9,0.006151498761028051
P101_10027,0,10,0.014406063593924046
P101_10027,0,11,0.0031011546961963177
P101_10027,0,12,0.01143834087997675
P101_10027,0,13,0.00810729805380106
P101_10027,0,14,0.006895802449434996
P101_10027,0,15,0.004312192089855671
P101_10027,0,16,0.0008085495792329311
P101_10027,0,17,0.0008844666881486773
P101_10027,0,18,0.0022769607603549957
P101_10027,0,19,0.0005569871282204986
P101_10027,0,20,0.0033127604983747005
P101_10027,0,21,0.0006965657230466604
P101_10027,0,22,0.002854041289538145
P101_10027,0,23,0.0009615213493816555
P101_10027,0,24,0.0015278339851647615
P101_10027,0,25,0.0008656509453430772
P101_10027,0,26,0.014339555986225605
P101_10027,0,27,0.01008694153279066
P101_10027,0,28,0.050244174897670746
P101_10027,0,29,0.024712970480322838
P101_10027,0,30,0.015694860368967056
P101_10027,0,31,0.05389514937996864
P101_10027,0,32,0.03377240151166916
P101_10027,0,33,0.0014965311856940389
P101_10027,0,34,0.01941804587841034
P101_10027,0,35,0.0013577296631410718
P101_10027,0,36,0.0011573529336601496
P101_10027,0,37,6.925723283757179e-08
P101_10027,0,38,0.004323663655668497
P101_10027,0,39,0.002817325061187148
P101_10027,0,40,0.003156285500153899
P101_10027,0,41,0.006775903981178999
P101_10027,0,42,0.007691425271332264
P101_10027,0,43,0.002287289360538125
P101_10027,0,44,0.006145857740193605
P101_10027,0,45,0.0037244928535073996
P101_10027,0,46,0.0011358566116541624
P101_10027,0,47,0.00635685445740819
P101_10027,0,48,0.00046305940486490726
P101_10027,0,49,0.0012338489759713411
P101_10027,0,50,0.0025502226781100035
P101_10027,0,51,0.000910548260435462
P101_10027,0,52,0.00208619749173522
P101_10027,0,53,0.0020339388865977526
P101_10027,0,54,0.0018242107471451163
P101_10027,0,55,0.0008538488182239234
P101_10027,0,56,0.008856884203851223
P101_10027,0,57,0.0016501492355018854
P101_10027,0,58,0.004722831305116415
P101_10027,0,59,0.0017512196209281683
P101_10027,0,60,0.0036082048900425434
P101_10027,0,61,0.006455480586737394
P101_10027,0,62,0.0019565329421311617
P101_10027,0,63,0.0039503928273916245
P101_10027,1,0,0.05279054492712021
P101_10027,1,1,0.07814178615808487
P101_10027,1,2,0.17064431309700012
P101_10027,1,3,0.058996766805648804
P101_10027,1,4,0.001942866132594645
P101_10027,1,5,0.009015705436468124
P101_10027,1,6,0.017150141298770905
P101_10027,1,7,0.13672974705696106
P101_10027,1,8,0.012986849993467331
P101_10027,1,9,0.017884330824017525
P101_10027,1,10,0.016301847994327545
P101_10027,1,11,0.024849001318216324
P101_10027,1,12,0.022634685039520264
P101_10027,1,13,0.03529179096221924
P101_10027,1,14,0.052495572715997696
P101_10027,1,15,0.05099733918905258
P101_10027,1,16,0.18818309903144836
P101_10027,1,17,0.0642809197306633
P101_10027,1,18,0.2724408209323883
P101_10027,1,19,0.13076145946979523
P101_10027,1,20,0.15808331966400146
P101_10027,1,21,0.5564705729484558
P101_10027,1,22,0.09914039820432663
P101_10027,1,23,0.11048127710819244
P101_10027,1,24,0.05175801366567612
P101_10027,1,25,0.2486429214477539
P101_10027,1,26,0.11017172783613205
P101_10027,1,27,0.0814085453748703
P101_10027,1,28,0.10279980301856995
P101_10027,1,29,0.12312910705804825
P101_10027,1,30,0.09914323687553406
P101_10027,1,31,0.0909239798784256
P101_10027,1,32,0.12685789167881012
P101_10027,1,33,0.042581427842378616
P101_10027,1,34,0.14141762256622314
P101_10027,1,35,0.09847664088010788
P101_10027,1,36,0.10723620653152466
P101_10027,1,37,0.09389786422252655
P101_10027,1,38,0.14859583973884583
P101_10027,1,39,0.11155183613300323
P101_10027,1,40,0.10626731812953949
P101_10027,1,41,0.04765404388308525
P101_10027,1,42,0.04990774765610695
P101_10027,1,43,0.0637776255607605
P101_10027,1,44,0.13900737464427948
P101_10027,1,45,0.111358642578125
P101_10027,1,46,0.08303114026784897
P101_10027,1,47,0.09372187405824661
P101_10027,1,48,0.02504528872668743
P101_10027,1,49,0.05976765602827072
P101_10027,1,50,0.09540300816297531
P101_10027,1,51,0.0786346048116684
P101_10027,1,52,0.11709684133529663
P101_10027,1,53,0.022154364734888077
P101_10027,1,54,0.0627807080745697
P101_10027,1,55,0.08111073076725006
P101_10027,1,56,0.09848593175411224
P101_10027,1,57,0.1415160745382309
P101_10027,1,58,0.18970337510108948
P101_10027,1,59,0.19666950404644012
P101_10027,1,60,0.09819785505533218
P101_10027,1,61,0.07443971186876297
P101_10027,1,62,0.15673252940177917
P101_10027,1,63,0.207685187458992
P101_10027,2,0,0.15277893841266632
P101_10027,2,1,0.03762385621666908
P101_10027,2,2,0.028478598222136497
P101_10027,2,3,0.011867874301970005
P101_10027,2,4,0.04747956618666649
P101_10027,2,5,0.02760559692978859
P101_10027,2,6,0.03534141927957535
P101_10027,2,7,0.07047438621520996
P101_10027,2,8,0.09769246727228165
P101_10027,2,9,0.005663292016834021
P101_10027,2,10,0.019828595221042633
P101_10027,2,11,0.03875245153903961
P101_10027,2,12,0.034747593104839325
P101_10027,2,13,0.0855799987912178
P101_10027,2,14,0.031309232115745544
P101_10027,2,15,0.03117072395980358
P101_10027,2,16,0.04584129899740219
P101_10027,2,17,0.04962259903550148
P101_10027,2,18,0.004195480607450008
P101_10027,2,19,0.006265338975936174
P101_10027,2,20,0.05002143979072571
P101_10027,2,21,0.046324290335178375
P101_10027,2,22,0.03955909609794617
P101_10027,2,23,0.05189068242907524
P101_10027,2,24,0.04341239109635353
P101_10027,2,25,0.014049749821424484
P101_10027,2,26,0.03551839292049408
P101_10027,2,27,0.019370418041944504
P101_10027,2,28,0.03126521781086922
P101_10027,2,29,0.02482273057103157
P101_10027,2,30,0.017674928531050682
P101_10027,2,31,0.030334550887346268
P101_10027,2,32,0.08507157117128372
P101_10027,2,33,0.027448110282421112
P101_10027,2,34,0.05178028717637062
P101_10027,2,35,0.03827730938792229
P101_10027,2,36,0.04348815232515335
P101_10027,2,37,0.015393734909594059
P101_10027,2,38,0.017025651410222054
P101_10027,2,39,0.033436596393585205
P101_10027,2,40,0.03324361518025398
P101_10027,2,41,0.047300778329372406
P101_10027,2,42,0.042162422090768814
P101_10027,2,43,0.009946801699697971
P101_10027,2,44,0.013294804841279984
P101_10027,2,45,0.007890885695815086
P101_10027,2,46,0.018365217372775078
P101_10027,2,47,0.04404282569885254
P101_10027,2,48,0.06551236659288406
P101_10027,2,49,0.012756947427988052
