layer,head,causal_imp,perturbation_L2,cell_new_abs,causal_imp_median,perturbation_median
0,0,0.019791666666666666,0.0029026162810623,D_p,0.020833333333333332,0.2509546428918838
0,1,0.019791666666666666,0.0072517762891948,D_p,0.020833333333333332,0.2509546428918838
0,2,0.016666666666666666,0.004476168192923,D_p,0.020833333333333332,0.2509546428918838
0,3,0.023958333333333335,0.0061399699188768,hilp_p,0.020833333333333332,0.2509546428918838
0,4,0.020833333333333332,0.0018109385855495,hilp_p,0.020833333333333332,0.2509546428918838
0,5,0.020833333333333332,0.0032648539636284,hilp_p,0.020833333333333332,0.2509546428918838
0,6,0.023958333333333335,0.0020037190988659,hilp_p,0.020833333333333332,0.2509546428918838
0,7,0.01875,0.0035954813938587,D_p,0.020833333333333332,0.2509546428918838
0,8,0.026041666666666668,0.0126247890293598,hilp_p,0.020833333333333332,0.2509546428918838
0,9,0.016666666666666666,0.0120133347809314,D_p,0.020833333333333332,0.2509546428918838
0,10,0.017708333333333333,0.0097878044471144,D_p,0.020833333333333332,0.2509546428918838
0,11,0.014583333333333334,0.0213196016848087,D_p,0.020833333333333332,0.2509546428918838
0,12,0.019791666666666666,0.0101771084591746,D_p,0.020833333333333332,0.2509546428918838
0,13,0.015625,0.0118235340341925,D_p,0.020833333333333332,0.2509546428918838
0,14,0.019791666666666666,0.0089314822107553,D_p,0.020833333333333332,0.2509546428918838
0,15,0.014583333333333334,0.0079608336091041,D_p,0.020833333333333332,0.2509546428918838
0,16,0.020833333333333332,0.0020692346151918,hilp_p,0.020833333333333332,0.2509546428918838
0,17,0.023958333333333335,0.0033802445977926,hilp_p,0.020833333333333332,0.2509546428918838
0,18,0.014583333333333334,0.0014984103618189,D_p,0.020833333333333332,0.2509546428918838
0,19,0.022916666666666665,0.0019942233338952,hilp_p,0.020833333333333332,0.2509546428918838
0,20,0.019791666666666666,0.007208801805973,D_p,0.020833333333333332,0.2509546428918838
0,21,0.023958333333333335,0.0046613500453531,hilp_p,0.020833333333333332,0.2509546428918838
0,22,0.025,0.0025309624616056,hilp_p,0.020833333333333332,0.2509546428918838
0,23,0.020833333333333332,0.0153226666152477,hilp_p,0.020833333333333332,0.2509546428918838
0,24,0.016666666666666666,0.0027920948341488,D_p,0.020833333333333332,0.2509546428918838
0,25,0.014583333333333334,0.0041286265477538,D_p,0.020833333333333332,0.2509546428918838
0,26,0.017708333333333333,0.0033919722773134,D_p,0.020833333333333332,0.2509546428918838
0,27,0.022916666666666665,0.0052113281562924,hilp_p,0.020833333333333332,0.2509546428918838
0,28,0.020833333333333332,0.0023612882941961,hilp_p,0.020833333333333332,0.2509546428918838
0,29,0.015625,0.0003372468054294,D_p,0.020833333333333332,0.2509546428918838
0,30,0.019791666666666666,0.0012562441406771,D_p,0.020833333333333332,0.2509546428918838
0,31,0.008333333333333333,1.991528552025557e-05,D_p,0.020833333333333332,0.2509546428918838
1,0,0.01875,0.0060179620049893,D_p,0.020833333333333332,0.2509546428918838
1,1,0.015625,0.0007064879755489,D_p,0.020833333333333332,0.2509546428918838
1,2,0.020833333333333332,0.0083862841129302,hilp_p,0.020833333333333332,0.2509546428918838
1,3,0.019791666666666666,0.0056090191937983,D_p,0.020833333333333332,0.2509546428918838
1,4,0.017708333333333333,0.0026031765155494,D_p,0.020833333333333332,0.2509546428918838
1,5,0.022916666666666665,0.0039275023154914,hilp_p,0.020833333333333332,0.2509546428918838
1,6,0.016666666666666666,0.0076990616507828,D_p,0.020833333333333332,0.2509546428918838
1,7,0.017708333333333333,0.0021030455827713,D_p,0.020833333333333332,0.2509546428918838
1,8,0.023958333333333335,0.0306960064917802,hilp_p,0.020833333333333332,0.2509546428918838
1,9,0.017708333333333333,0.0047993226908147,D_p,0.020833333333333332,0.2509546428918838
1,10,0.019791666666666666,0.0159783475100994,D_p,0.020833333333333332,0.2509546428918838
1,11,0.021875,0.0086342990398406,hilp_p,0.020833333333333332,0.2509546428918838
1,12,0.022916666666666665,0.0143278921023011,hilp_p,0.020833333333333332,0.2509546428918838
1,13,0.026041666666666668,0.0024846603628247,hilp_p,0.020833333333333332,0.2509546428918838
1,14,0.022916666666666665,0.0062504815869033,hilp_p,0.020833333333333332,0.2509546428918838
1,15,0.019791666666666666,0.0079527301713824,D_p,0.020833333333333332,0.2509546428918838
1,16,0.017708333333333333,0.0080818524584174,D_p,0.020833333333333332,0.2509546428918838
1,17,0.016666666666666666,0.008681452833116,D_p,0.020833333333333332,0.2509546428918838
1,18,0.028125,0.0039572892710566,hilp_p,0.020833333333333332,0.2509546428918838
1,19,0.015625,0.0101592373102903,D_p,0.020833333333333332,0.2509546428918838
1,20,0.020833333333333332,0.0049572070129215,hilp_p,0.020833333333333332,0.2509546428918838
1,21,0.020833333333333332,0.0114246709272265,hilp_p,0.020833333333333332,0.2509546428918838
1,22,0.022916666666666665,0.012442409992218,hilp_p,0.020833333333333332,0.2509546428918838
1,23,0.016666666666666666,0.0259353015571832,D_p,0.020833333333333332,0.2509546428918838
1,24,0.016666666666666666,0.0007296375115402,D_p,0.020833333333333332,0.2509546428918838
1,25,0.027083333333333334,0.0019643125124275,hilp_p,0.020833333333333332,0.2509546428918838
1,26,0.017708333333333333,0.0050701205618679,D_p,0.020833333333333332,0.2509546428918838
1,27,0.023958333333333335,0.0009572731796652,hilp_p,0.020833333333333332,0.2509546428918838
1,28,0.01875,0.0324392467737197,D_p,0.020833333333333332,0.2509546428918838
1,29,0.023958333333333335,0.0153195923194289,hilp_p,0.020833333333333332,0.2509546428918838
1,30,0.025,0.0048865457065403,hilp_p,0.020833333333333332,0.2509546428918838
1,31,0.01875,0.0093405116349458,D_p,0.020833333333333332,0.2509546428918838
2,0,0.017708333333333333,0.0078248577192425,D_p,0.020833333333333332,0.2509546428918838
2,1,0.017708333333333333,0.0741029009222984,D_p,0.020833333333333332,0.2509546428918838
2,2,0.016666666666666666,0.0051274788565933,D_p,0.020833333333333332,0.2509546428918838
2,3,0.01875,0.0185623280704021,D_p,0.020833333333333332,0.2509546428918838
2,4,0.020833333333333332,0.0455952323973178,hilp_p,0.020833333333333332,0.2509546428918838
2,5,0.017708333333333333,0.0542026311159133,D_p,0.020833333333333332,0.2509546428918838
2,6,0.019791666666666666,0.0238834004849195,D_p,0.020833333333333332,0.2509546428918838
2,7,0.021875,0.0227399114519357,hilp_p,0.020833333333333332,0.2509546428918838
2,8,0.01875,0.0031223660334944,D_p,0.020833333333333332,0.2509546428918838
2,9,0.016666666666666666,0.0063214167021214,D_p,0.020833333333333332,0.2509546428918838
2,10,0.017708333333333333,0.0129410633817315,D_p,0.020833333333333332,0.2509546428918838
2,11,0.022916666666666665,0.0190125312656164,hilp_p,0.020833333333333332,0.2509546428918838
2,12,0.017708333333333333,0.1028844490647316,D_p,0.020833333333333332,0.2509546428918838
2,13,0.01875,0.0755036100745201,D_p,0.020833333333333332,0.2509546428918838
2,14,0.021875,0.0643562078475952,hilp_p,0.020833333333333332,0.2509546428918838
2,15,0.017708333333333333,0.0245587434619665,D_p,0.020833333333333332,0.2509546428918838
2,16,0.020833333333333332,0.0369318202137947,hilp_p,0.020833333333333332,0.2509546428918838
2,17,0.015625,0.0084493141621351,D_p,0.020833333333333332,0.2509546428918838
2,18,0.016666666666666666,0.0823401659727096,D_p,0.020833333333333332,0.2509546428918838
2,19,0.026041666666666668,0.0502365045249462,hilp_p,0.020833333333333332,0.2509546428918838
2,20,0.019791666666666666,0.0207641888409852,D_p,0.020833333333333332,0.2509546428918838
2,21,0.015625,0.0008541186107322,D_p,0.020833333333333332,0.2509546428918838
2,22,0.021875,0.0437198802828788,hilp_p,0.020833333333333332,0.2509546428918838
2,23,0.01875,0.0020738872699439,D_p,0.020833333333333332,0.2509546428918838
2,24,0.015625,0.0334578044712543,D_p,0.020833333333333332,0.2509546428918838
2,25,0.017708333333333333,0.0229780133813619,D_p,0.020833333333333332,0.2509546428918838
2,26,0.021875,0.1659180670976638,hilp_p,0.020833333333333332,0.2509546428918838
2,27,0.019791666666666666,0.0194140169769525,D_p,0.020833333333333332,0.2509546428918838
2,28,0.021875,0.008161099627614,hilp_p,0.020833333333333332,0.2509546428918838
2,29,0.017708333333333333,0.0127985877916216,D_p,0.020833333333333332,0.2509546428918838
2,30,0.025,0.0018615304725244,hilp_p,0.020833333333333332,0.2509546428918838
2,31,0.023958333333333335,0.0039842268452048,hilp_p,0.020833333333333332,0.2509546428918838
3,0,0.016666666666666666,0.042488258332014,D_p,0.020833333333333332,0.2509546428918838
3,1,0.013541666666666667,0.0385651625692844,D_p,0.020833333333333332,0.2509546428918838
3,2,0.022916666666666665,0.0296298209577798,hilp_p,0.020833333333333332,0.2509546428918838
3,3,0.016666666666666666,0.035280492156744,D_p,0.020833333333333332,0.2509546428918838
3,4,0.01875,0.0041560246609151,D_p,0.020833333333333332,0.2509546428918838
3,5,0.022916666666666665,0.020105741918087,hilp_p,0.020833333333333332,0.2509546428918838
3,6,0.019791666666666666,0.0121227027848362,D_p,0.020833333333333332,0.2509546428918838
3,7,0.027083333333333334,0.0141078382730484,hilp_p,0.020833333333333332,0.2509546428918838
3,8,0.016666666666666666,0.0255151130259037,D_p,0.020833333333333332,0.2509546428918838
3,9,0.01875,0.0524877943098545,D_p,0.020833333333333332,0.2509546428918838
3,10,0.027083333333333334,0.0258942134678363,hilp_p,0.020833333333333332,0.2509546428918838
3,11,0.022916666666666665,0.0359542071819305,hilp_p,0.020833333333333332,0.2509546428918838
3,12,0.017708333333333333,0.0368382297456264,D_p,0.020833333333333332,0.2509546428918838
3,13,0.01875,0.0074100121855735,D_p,0.020833333333333332,0.2509546428918838
3,14,0.020833333333333332,0.0045672566629946,hilp_p,0.020833333333333332,0.2509546428918838
3,15,0.026041666666666668,0.0075947041623294,hilp_p,0.020833333333333332,0.2509546428918838
3,16,0.016666666666666666,0.0190553236752748,D_p,0.020833333333333332,0.2509546428918838
3,17,0.01875,0.0193730778992176,D_p,0.020833333333333332,0.2509546428918838
3,18,0.019791666666666666,0.0269783344119787,D_p,0.020833333333333332,0.2509546428918838
3,19,0.026041666666666668,0.0371946319937706,hilp_p,0.020833333333333332,0.2509546428918838
3,20,0.021875,0.0176273547112941,hilp_p,0.020833333333333332,0.2509546428918838
3,21,0.020833333333333332,0.0470316261053085,hilp_p,0.020833333333333332,0.2509546428918838
3,22,0.01875,0.0450944565236568,D_p,0.020833333333333332,0.2509546428918838
3,23,0.017708333333333333,0.0343695171177387,D_p,0.020833333333333332,0.2509546428918838
3,24,0.021875,0.0305342655628919,hilp_p,0.020833333333333332,0.2509546428918838
3,25,0.015625,0.013123296201229,D_p,0.020833333333333332,0.2509546428918838
